"Group","SHA1","ID","Folder","FileName","Title","Transliterated Name","Sort Title","Version","Year","Publisher","Zone","DumpStatus","Dump Info","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack","Extra Parameters"
"@",,"088757a83a7ac85bc59b1f34bf4fc06dccb61c8c","@","@","Captain Blood","@","","","1989","Mindscape","@","","","","","","","","",""
"@",,"08a2385aca93235e31131c20a742bbb7e9ac95d5","@","@","Land of the Unicorn","@","","(Disk 2 of 4)","1988","Unicorn Software","@","","","","","","","","",""
"@",,"08c7599d92bc85fda753a5adcfa74baf27e478c8","@","@","Math Wizard","@","","(Disk 2 of 2)","1988","Unicorn Software","@","","","","","","","","",""
"@",,"08d2469031be5162bc456c9455b9804587505153","@","@","Talking Alpha Chimp","@","","(Disk 2 of 2)","1989","Orange Cherry","@","","","","","","","","",""
"@",,"094068388144e59e3b83a0e2ad8ff654c3610f8a","@","@","Oil Landers","@","","v 0.1","19xx","@","@","b","b 1","","","","","","",""
"@",,"0967c1b748c294bc6610db7007f9d3e772787cf6","@","@","McGee","@","","(Disk 2 of 2)","1990","Lawrence Productions","@","","","","","","","","",""
"@",,"09a39e48fcce081ac879b398327e5b5f6a2e808c","@","@","First Shapes","@","","","1987","First Byte","@","","","","","","","","",""
"@",,"09c80072903892ac63b7ddd7a8b33389c82c6434","@","@","Jam Session","@","","(Disk 2 of 2)","1989","Broderbund","@","","","","","","","","",""
"@",,"09d3b28f6676d89c7347ad6af2d5f53fbd4a836d","@","@","Mighty Marvel Vs The Forces of Evil","@","","(Disk 1 of 2)","1988","ISM","@","","","","","","","1","",""
"@",,"0a036d6a8d610c61df0479b5e567bc13334ac5c2","@","@","Mean 18","@","","","1987","Accolade","@","a","a 1","","","","","","",""
"@",,"0a16223fed3681dc71de459d675dd20283b864c5","@","@","Stickybear Talking Shapes","@","","","1988","Weekly Reader Software","@","","","","","","","","",""
"@",,"0a1994fb5c3d5ea2f3c046f978b7f0d812d1ca2b","@","@","Super Convert 4","@","","","199x","Seven Hills Software","@","","","","","","","","",""
"@",,"0a3e018d61b0b3ecb8fb2b3c4992df37d2405d61","@","@","Graphic Writer III","@","","v 1.1; (Disk 1 of 2)","1989","Seven Hills Software","@","","","","","","","","",""
"@",,"0a475fd326a07f80b9730a07d0487db4d82de9d3","@","@","Panzer Battles","@","","(Disk 1 of 2)","1991","SSG","@","","","","","","","","",""
"@",,"0a50c0bf1258cc52c75317d4ae8f7f127be851ee","@","@","Alien Mind","@","","(Disk 2 of 3)","1988","PBI Software","@","b","b 1; [non boot]","","","","","","",""
"@",,"0b125954482123e887acdcbe1d7f743da00476cd","@","@","Shanghai II: Dragon's Eye","@","","(Disk 2 of 2)","1993","Big Red Computer Club","@","","[non boot]","","","","","","",""
"@",,"0b3e78e09ab30c2b9160d3e64d989a0787321f23","@","@","Dungeon Master","@","","","1989","FTL","@","","","","","","","","",""
"@",,"0b67297396cb161397f5b6ca3bb5ebf3bdcf4634","@","@","The Lost Treasures of Infocom","@","Lost Treasures of Infocom, The","(Disk 1 of 7)","1993","Big Red Computer Club","@","a","a 1","","","","","","",""
"@",,"0bbe97085f921403c104dfb619b31c097ed6c68a","@","@","The Lost Tribe","@","Lost Tribe, The","(Disk 1 of 3)","1992","Lawrence Productions","@","","[non boot]","","","","","1","",""
"@",,"0bdfb4026437cd53ab57f10e2813492fd6659191","@","@","Dragon Wars","@","","","1990","Interplay","@","","","","","","","","",""
"@",,"0c1809b608e7049258e3c651718b097494443175","@","@","The Immortal","@","Immortal, The","(Disk 2 of 2)","1990","Electronic Arts","@","","","","","","","","",""
"@",,"0c83fbd38697e7ced8e47a91cf1739defd9f8d3a","@","@","Silpheed","@","","(Disk 2 of 2)","1988","Sierra","@","","","","","","","","",""
"@",,"0c9ca687c4212c3e80f9d78327f29f7ee6693464","@","@","The Fidelity: Chessmaster 2100","@","Fidelity: Chessmaster 2100, The","(Disk 2 of 2)","1988","The Software Toolworks","@","","","","","","","1","",""
"@",,"0e0624eba1faf71b781639a83ef26e3577a0feaf","@","@","Jam Session","@","","(Disk 2 of 2)","1989","Broderbund","@","a","a 1","","","","","","",""
"@",,"0e1893c75f6519cd2d28f1c295a7b0292dcddf24","@","@","Stars & Planets","@","","","1990","Advanced Ideas","@","","","","","","","","",""
"@",,"0e1a5ce94fc4a41d8da923747f015ff7931c9dae","@","@","Magical Myths","@","","(Disk 1 of 2)","1988","Unicorn Software","@","","","","","","","","",""
"@",,"0e53bc7cb770a5512b874dbcac1be5db2afd4891","@","@","Hot&Cool Jazz","@","","","198x","Electronic Arts","@","","[req Instant Music]","","","","","","",""
"@",,"0e6365f041bbe94864089cfe8923b4d77e45d89b","@","@","Revolution '76","@","","(Disk 2 of 3)","1989","Britannica Software","@","b","b 1","","","","","","",""
"@",,"0eb54faf52e17917286adf9532beffa13dd0dc79","@","@","Print Shop Lovers Utility Set","@","","","198x","Big Red Computer Club","@","","","","","","","","",""
"@",,"0ee02ddcb4e04580adc3555e0c11792a4f1a85b9","@","@","Shufflepuck Cafe","@","","","1990","Broderbund","@","u","a 1; u nreleased; [non boot]","","","","","","",""
"@",,"0f1006b441ee9c8bd3613513b346cc75e63c7f8f","@","@","Salvation Supreme","@","","(Disk 1 of 2)","1991","Vitesse Software","@","","","","","","","","",""
"@",,"0f46f1756e82a6e93c1c5e8609b93b72853d361c","@","@","Space Quest II: Vohaul's Revenge","@","","(Disk 2 of 2)","1988","Sierra","@","","","","","","","","",""
"@",,"0f50e06c3f572733ff159eec3a185e9f9d24e8a7","@","@","Bouncin' Ferno","@","","Copyright Freeware","1991","Free Tools Association","@","a","a 1","","","","","","",""
"@",,"0fb981e914390387251f0ecc04223789ef9084e5","@","@","Talking Speller","@","","","1989","Orange Cherry","@","","","","","","","","",""
"@",,"102d27aef45289c6b03b3d055e3e4d47ee19aec3","@","@","Weather Forecast","@","","","1988","Orange Cherry","@","","","","","","","","",""
"@",,"10323616497bfb1cf9a71ec5ef62fe6f35e56a2b","@","@","Hypercard IIGS","@","","v 1.1; (Disk 3 of 6)","1990","Apple","@","","","","","","","","",""
"@",,"1077a37340c212ff9e875a6c2deac4a3142770a0","@","@","Magical Myths","@","","(Disk 2 of 2)","1988","Unicorn Software","@","","","","","","","","",""
"@",,"10a762e1dd988ef10f9fdf3c15ecab13a8a30056","@","@","Space Quest I: The Sarien Encounter","@","","(Disk 1 of 2)","1987","Sierra","@","a","a 1","","","","","","",""
"@",,"10f0db3d8587e43082e0369f92687b18e63492a5","@","@","NFC Megademo","@","","(Disk 1 of 2)","1997/04","Ninjaforce","@","b","b 1","","","","","","",""
"@",,"11005da795606c67ca4901336e856b7e6b2f489f","@","@","Whales","@","","(Disk 1 of 2)","1989","Advanced Ideas","@","","","","","","","","",""
"@",,"111dfc48c691be52890e3adce79e159e9caa4020","@","@","Stickybear Talking ABC","@","","(Disk 1 of 2)","1988","Weekly Reader Software","@","","","","","","","","",""
"@",,"115c29e46f54317c4e49956ffbe61a4711bf89ae","@","@","TML Basic","@","","","1987","TML Systems","@","","","","","","","","",""
"@",,"116c5c11d8e89b6206fb970fcea091fb0d1a535c","@","@","Jigsaw","@","","(Disk 1 of 2)","1988","Britannica Software","@","","[non boot]","","","","","1","",""
"@",,"11a332d27ce6ec1e8f569528553e3a427b4bd475","@","@","Express","@","","v 2.1","1993","Seven Hills Software","@","","","","","","","","",""
"@",,"11df5b4af08e61d508250493dec3476462876dde","@","@","The Lost Treasures of Infocom","@","Lost Treasures of Infocom, The","(Disk 7 of 7)","1993","Big Red Computer Club","@","","","","","","","","",""
"@",,"11e621517a35905af0ccd1e6eee2d7bcc80e40bf","@","@","Superstar Ice Hockey","@","","","1988","Mindscape","@","a","a 1","","","","","","",""
"@",,"121c6b9dc25f51f50239f8d3536e345cfc8c79d8","@","@","King's Quest IV","@","","(Disk 2 of 3)","1989","Sierra","@","a","a 2","","","","","","",""
"@",,"123394b021e29a5f0405bd6207c6fe2558a29be7","@","@","Tomahawk","@","","(Disk 1 of 2)","1988","Datasoft","@","b","b 1","","","","","","",""
"@",,"125669122ecafdbf27794ad73f0fdaa5571d1c0d","@","@","Paperboy","@","","","1988","Mindscape","@","a","a 1","","","","","","",""
"@",,"12781c2109b5b532d0d511e6f04b37e5ae1891cb","@","@","Test Drive II: Muscle Cars","@","","","1989","Accolade","@","","","","","","","","",""
"@",,"12ac1b4b13b46d6e1d02b5e976f1970543edbb56","@","@","Hardball!","@","","","1987","Accolade","@","a","a 1","","","","","","",""
"@",,"12fe154be73d9aba7a5369e7ba77fc9948ca243d","@","@","The Lost Treasures of Infocom","@","Lost Treasures of Infocom, The","(Disk 5 of 7)","1993","Big Red Computer Club","@","","","","","","","","",""
"@",,"1372c1af6ad7c18dbdce12ff2be8ed113697f09b","@","@","The Third Courier","@","Third Courier, The","(Disk 2 of 2)","1989","Accolade","@","","","","","","","","",""
"@",,"1397d1818412a3f305bc96dbc298b8e2c59ddb3f","@","@","The Black Cauldron","@","Black Cauldron, The","(Disk 2 of 2)","1987","Sierra","@","","","","","","","","",""
"@",,"13aaf38216002a27d6db70a0152ead1df6d9c396","@","@","Strip Poker II","@","","(Disk 1 of 6)","1987","Artworx","@","a","a 1","","","","","","",""
"@",,"13ab482cbfd04c1c0cf9c4b128ca0b90070643e8","@","@","The Immortal","@","Immortal, The","(Disk 1 of 2)","1990","Electronic Arts","@","a","a 2","","","","","","",""
"@",,"13bdd36b8dd94e870e9fb636e430b93572aaa6b4","@","@","The Bard's Tale II: The Destiny Knight","@","Bard's Tale II: The Destiny Knight, The","(Disk 1 of 2)","1988","Electronic Arts","@","a","a 3","","","","","","",""
"@",,"13cf4f9bc88761a69033be2b864e4b783b3ce41c","@","@","Space Quest I: The Sarien Encounter","@","","(Disk 2 of 2)","1987","Sierra","@","","","","","","","","",""
"@",,"13eea6b4d20026bffee7d21857d465265d25f0b4","@","@","Carte Primus","@","","Copyright Shareware","1989","Manthey, David","@","","","","","","","","",""
"@",,"14f20ddd9db70b0babc8ad87aee3330152655715","@","@","Reach For The Stars","@","","","1988","SSG","@","a","a 1","","","","","","",""
"@",,"15354a8659fcdcabfb2194b4e1e79f2ca59d67cc","@","@","Dream Zone","@","","(Disk 1 of 2)","1988","Baudville","@","b","b 2","","","","","","",""
"@",,"155b88575aaeabc0071f58b44a1a36d4cf914459","@","@","Cavern Cobra","@","","","1987","PBI Software","@","","","","","","","","",""
"@",,"15feef0af5b527069906c9e3dba8ae9668fa78d4","@","@","Volcanoes Deluxe","@","","","1988","Earthwave Services","@","","","","","","","","",""
"@",,"16569d2897a4e1037a11dfe2875dd33fe52a9c55","@","@","Skate Or Die","@","","","1988","Electronic Arts","@","","","","","","","","",""
"@",,"168123a0599b48a1336ef848bfd8f9bedf88d8e7","@","@","Misc Songs","@","","(Disk 1 of 2)","19xx","@","@","","[req Music Studio]","","","","","","",""
"@",,"16ef2c7a33e28cb5b76749f222f0761a588d266f","@","@","Cosmocade: The Arcade of Tomorrow","@","","Copyright Shareware; (Disk 2 of 2)","1990","Pangea Software","@","a","a 1","","","","","","",""
"@",,"1709ebdb7319ccf317a9a264f8fbde7ee791be73","@","@","Animation Second Sight Software","@","","","1991","@","@","a","a 1","","","","","","",""
"@",,"1759df55fde32efe1e99683cebb5fb4af8487451","@","@","Alien Mind","@","","","1988","PBI Software","@","b","b 1; [Save non boot]","","","","","","",""
"@",,"178e0cbec56c6ccebc1fceac723b399e7392687a","@","@","Coke Utilities","@","","Copyright Public Domain","1989","The French United Crackers Clan","@","","","","","","","","",""
"@",,"17a8675f265ddbc9aab33f625d6c28d3a03d7491","@","@","Transylvania","@","","(Disk 1 of 2)","19xx","Merit Software - Polarware","@","","","","","","","","",""
"@",,"17ad211a16176711183368faa52e14bcb8d532de","@","@","Street Sports Soccer","@","","","1988","Epyx","@","","","","","","","","",""
"@",,"1836c247a8e43bad08245c740d09d43d0f4bf471","@","@","Delta","@","","","1991/07","Free Tools Association - Mister Z","@","b","b 1","","","","","","",""
"@",,"184ceb875edffa69d440b5b1e151269a18da5d02","@","@","Mixed Up: Mother Goose","@","","(Disk 1 of 2)","1988","Sierra","@","","","","","","","","",""
"@",,"186fba389e97c215c73fc152fab4121f2028aae0","@","@","Weather Station","@","","","1988","Orange Cherry","@","","","","","","","","",""
"@",,"18bf4014ba04df404bd6e94c161fd691785c5743","@","@","Windwalker","@","","(Disk 2 of 2)","1990","Origin","@","a","a 1","","","","","","",""
"@",,"18e4e49860594ce3ed4646187134183a242d8aa7","@","@","World Tour Golf","@","","","1987","Electronic Arts","@","","","","","","","","",""
"@",,"193b4a404b72e5666e19e6f35018f4cfe9181ad5","@","@","Vegas Craps","@","","","1988","California Dreams","@","","","","","","","","",""
"@",,"19590911e9aed50b25014c6b1d7cd11091c38b92","@","@","The Lost Treasures of Infocom","@","Lost Treasures of Infocom, The","(Disk 3 of 7)","1993","Big Red Computer Club","@","","","","","","","","",""
"@",,"197fd1c1e86064881a0628e0abeb40ece97e7afd","@","@","Once Upon a Time III","@","","(Disk 1 of 3)","1990","Compu-Teach","@","","","","","","","","",""
"@",,"1999d8ba24374ecf697ded0162a6b1dc8fa9efe9","@","@","Panzer Battles","@","","(Disk 2 of 2)","1991","SSG","@","","","","","","","","",""
"@",,"19b9aba868545b2d8acddf3fd558abe02217dc05","@","@","Paintworks Gold","@","","v 1.0","1988","Activision","@","","","","","","","","",""
"@",,"19bb320aca25cf03101e38ddf1f8cf3779102b14","@","@","Jungle Safari","@","","(Disk 2 of 2)","1991","Orange Cherry","@","","","","","","","","",""
"@",,"19bec4b9725ef781033f6d4ccb6eb82971e584c6","@","@","The Lost Tribe","@","Lost Tribe, The","(Disk 2 of 3)","1992","Lawrence Productions","@","","[non boot]","","","","","1","",""
"@",,"19dc0a2082ad0eadb4bc9a6d561fd5dad91c9b7a","@","@","Manhunter: New York","@","","(Disk 3 of 4)","1988","Sierra","@","a","a 1","","","","","","",""
"@",,"1a4035f3c2c8f507808a9ebd1271fa4fb58d5262","@","@","Math and Me","@","","","1988","Davidson and Associates","@","","","","","","","","",""
"@",,"1a78f2b1c758e586531a13b94eaa5f856a001e73","@","@","Pick'n Pile","@","","","1990","Procyon","@","","[non boot]","","","","","","",""
"@",,"1a8277017029eb4313e304bb9b2eebb575b3da6b","@","@","Life & Death","@","","(Disk 1 of 2)","1989","The Software Toolworks","@","","","","","","","","",""
"@",,"1ab513db66e5226d4204a4571aaca11694ab3229","@","@","World GeoGraph","@","","(Disk 1 of 2)","1989","MECC","us","","","","","","","","",""
"@",,"1b0a147398e229a288fec1f08818154658894ceb","@","@","InfoLab Life Science","@","","(Disk 2 of 2)","1988","West, Clifford - Zamora, Ramon","@","","","","","","","","",""
"@",,"1b96746d64d0317160db2bcc79d4a0b7bd2375f3","@","@","Windwalker","@","","(Disk 1 of 2)","1990","Origin","@","a","a 1","","","","","","",""
"@",,"1b9ab69cefdb7066b44bb31b7f09163752b792fb","@","@","Pinball Wizard","@","","","1987","Accolade","@","u","a 1; u nreleased; [non boot]","","","","","","",""
"@",,"1c33cd48437e82c46b8d870e6fe922180589a12e","@","@","Master Tracks Junior","@","","","1988","Passport Designs","@","","","","","","","","",""
"@",,"1d1d372328a5312b077cf19fec16c9207fce5e3b","@","@","LogoWriter GS","@","","","1989","Logo Computer Systems","@","","","","","","","","",""
"@",,"1d1fb1762a24d18a41c302781dbfbeda2240c5a8","@","@","Talking First Dinosaur Reader","@","","(Disk 1 of 3)","1991","Orange Cherry","@","","","","","","","","",""
"@",,"1d2d14e52d8182d85047fd63f2665fa42d38119d","@","@","Solitaire Royale","@","","","1990","Spectrum Holobyte","@","","","","","","","","",""
"@",,"1d306a585a23cc6a3a5a06d0a34b6dc2769f20dc","@","@","Mad Match","@","","","1989","Baudville","@","","","","","","","","",""
"@",,"1d9c215c625ef33ecde51e5fe7adcce344b9795a","@","@","Spirit of Excalibur","@","","(Disk 1 of 3)","1991","Virgin Mastertronic","@","","","","","","","","",""
"@",,"1e11cb424a6df9f94b5eeacbf9c135d6b01e2837","@","@","Greek Mythology","@","","(Disk 2 of 3)","1991","Orange Cherry","@","","","","","","","","",""
"@",,"1e2105751c4d9d4668e13f25f9228a34de5756e9","@","@","Revolution '76","@","","(Disk 1 of 3)","1989","Britannica Software","@","","","","","","","","",""
"@",,"1e92f47bb542251a9905dfa845290eef9cc7d7c0","@","@","Jack Nicklaus Greatest 18 Holes of Major Championship Golf","@","","(Disk 1 of 4); (Game)","1989","Accolade","@","a","a 1","","","","","","",""
"@",,"1f05ef59465007ac735e98e559888859f4c69f0b","@","@","Shufflepuck Cafe","@","","","1990","Broderbund","@","u","u nreleased; [non boot]","","","","","","",""
"@",,"1f4d1ce0e7e7094512d574c3a10c533a37b38bbe","@","@","Print Shop Graphics Library: Party Library","@","","","1987","Broderbund","@","","","","","","","","",""
"@",,"1f6ac74a33fdb530ff895d2c0427d5d28a891c63","@","@","Geographic Jigsaw","@","","","199x","Eclat Microproducts","@","","","","","","","","",""
"@",,"1fada6785faef1287784a2d22f80359fd90ccbf7","@","@","Roadwar 2000","@","","","1987","SSI","@","a","a 1","","","","","","",""
"@",,"1fe15081d714f637a08638819377c827a5e7c7ae","@","@","Questmaster I: The Prism of Heheutotol","@","","(Disk 1 of 3)","1990","Miles Computing","@","","","","","","","","",""
"@",,"2056eac871c36d6e1b196523b6146308c8ad2616","@","@","Dream Zone","@","","(Disk 1 of 2)","1988","Baudville","@","b","b 1","","","","","","",""
"@",,"20c6f908b3ce88399d42b857536246c80fb87794","@","@","Modulae","@","","","1990","Free Tools Association","@","","","","","","","","",""
"@",,"2115431648c62cbe1f8f924182418bd24e8c21b9","@","@","Land of the Unicorn","@","","(Disk 1 of 4)","1988","Unicorn Software","@","","","","","","","","",""
"@",,"221802a0a12fc83df16db13e98a7909161ae67e5","@","@","Questron II","@","","","1988","SSI","@","a","a 1","","","","","","",""
"@",,"2243c207e281ecbfde4abb5fb823c7af09b2b4e9","@","@","Geo Puzzle USA","@","","","1990","PC Globe","@","","","","","","","","",""
"@",,"22820e8a7f3e4b35458def2539623db5acf28d32","@","@","Milliken Story Teller","@","","(Disk 4 of 7); (Jack & the Bean Stalk)","1989","Milliken","@","","","","","","","","",""
"@",,"2285a4abc5b7699b54fa2bfa91222b60ada4f31c","@","@","Animasia 3D Manual","@","","(Disk 2 of 2)","1994","Animasia","@","","","","","","","","",""
"@",,"2286e2150cd7ef3b880ad6937ca3b2a1e2980526","@","@","Orbizone","@","","Copyright Shareware; (Disk 3 of 3)","1989","Pangea Software","@","","[graphics 2]","","","","","","",""
"@",,"233a8455dd9cd421a8f2c1175c20c79a9184a98c","@","@","Cosmocade: The Arcade of Tomorrow","@","","Copyright Shareware; (Disk 2 of 2)","1990","Pangea Software","@","","","","","","","","",""
"@",,"23b39ccfd8d45af0597cca0a6ddb15ce2bb043e0","@","@","Tomahawk","@","","","1988","Datasoft","@","","","","","","","","",""
"@",,"248609f27b22c2de153aa26394ac94d1673fafdd","@","@","Ancient Land of Ys","@","","(Disk 2 of 2)","1989","Kyodai","@","a","a 1","","","","","1","",""
"@",,"24dcd83543cd5e80750261ef4e2cfec1dae329fd","@","@","Shanghai II: Dragon's Eye","@","","(Disk 1 of 2)","1993","Big Red Computer Club","@","","[non boot]","","","","","","",""
"@",,"24e16ce52e35f959bf04b56b0add07ebd12caf8e","@","@","The Lost Treasures of Infocom","@","Lost Treasures of Infocom, The","(Disk 3 of 7)","1993","Big Red Computer Club","@","a","a 1","","","","","","",""
"@",,"24f981a6e9f068571f23b13c0b18d53b0de7bbdd","@","@","Sword of Sodan","@","","Demo rolling; Copyright Freeware","1989","Discovery Software","@","","","","","","","","",""
"@",,"254da87a2736e7bb1d9bc6152888ea6dc4eade72","@","@","Jam Session","@","","(Disk 1 of 2)","1989","Broderbund","@","a","a 1","","","","","","",""
"@",,"25815fdccc6844fe0f1b108404c0ac7d8584aafd","@","@","Mean 18: Famous Courses Volume 2","@","","","198x","Accolade","@","","","","","","","","",""
"@",,"25c101b03a5b784f0182e835f952246fe64cdf29","@","@","System 6.0.1","@","","Copyright Freeware; (Disk 1 of 7); (Install)","1993","Apple","@","","","","","","","","",""
