"Group","SHA1","ID","Folder","FileName","Title","TransliteratedName","SortTitle","Version","Year","Publisher","Zone","DumpStatus","DumpInfo","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack"
Adventure,,88f761a2e9daecc38b463a4781702a5824ddb765,,,"Adventure Plus 04",,,"(2003) (Steve Engelhardt) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,1b85023f20bd99bcba10bcaf06c654683ded98e4,,,"Haunted Adventure - Boo!",,,"Video NTSC; (pre-release)",2004,"Wong, Anthony W",,,"[Adventure - Release Candidate 3]",,,,,,,1,,,
Adventure,,e748129fb0af9b5d57af126bb9198902f310718d,,,"Adventure Plus 77",,,"(2003) (Steve Engelhardt) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,4a877e49d06c5afd69ea8809264a30257aeaea55,,,"Adventure Plus 28",,,"(2003) (Steve Engelhardt) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,e78c37984e8e366d5d5fdc859b375eb76cd3c15a,,,"Adventure 2 Player",,,"(Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,8985025dcc110d4e14df00453049be4bc54867c7,,,"Adventure Plus 70",,,"(2003) (Steve Engelhardt) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,d6fee4e705f66982b54c4d28418114cd10f6fa5f,,,"Adventure Plus 09",,,"(2003) (Steve Engelhardt) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,8ddac3407f2f2927cc052d7b24d01f187ba4dec4,,,"Haunted Adventure II - Redemption 1.75",,,"(2004) (Anthony W Wong) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,8f32ed698048a22cc3f39e62858566aed11ed1f8,,,"Haunted Adventure II - Redemption v1.02a FINAL",,,"(2004) (Anthony W Wong) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,2162360060104cb3a358874dedb490a3968fb56b,,,"Adventure Plus 87",,,"(2003) (Steve Engelhardt) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,8e9621ec3f53f78097af69dd5aec84fa2c6b758a,,,"Adventure Plus 67",,,"(2003) (Steve Engelhardt) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,fe21015f1aa6fe2057a741c05f692b7a057db56b,,,"Adventure Plus 51",,,"(2003) (Steve Engelhardt) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,28ab7586dd98fb626624974bdd905d797dcbf566,,,"Haunted Adventure - Boo!",,,"Video NTSC",2004,"Wong, Anthony W",,,[Adventure],1,,,,,,1,,,
Adventure,,64fda9a6afc9903aac82572634ab822ef5afc289,,,"Adventure Plus 12",,,"(2003) (Steve Engelhardt) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,2832814e2cb3808438170aa574ca1c5dd6ac59a3,,,"Adventure Plus 19",,,"(2003) (Steve Engelhardt) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,1589c2806c00d39933f87a4fae355d563a03edb7,,,"Adventure Hack6",,,"(Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,cf0efc58ffc8ae2ac49d96177cc8b3e299e95160,,,"Adventure Plus",,,"Video NTSC",2003,"Engelhardt, Steve",,,[Adventure],,,,,,,1,,,
Adventure,,90ffa2e66588ce8783ec4339bd58e58d29ae06ae,,,"Adventure Plus 63",,,"(2003) (Steve Engelhardt) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,ea8b9fa7beb38a18cde583999d74a65ccc19caf7,,,"Adventure Plus 71",,,"(2003) (Steve Engelhardt) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,4a8ff7e84937f565a39de232ac57c8fc6f380456,,,"Adventure Plus 23",,,"(2003) (Steve Engelhardt) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,28964eff36b689893d144e331bdbaf0543f90a6f,,,"Adventure Plus 62",,,"(2003) (Steve Engelhardt) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,9919c02f9b9cba40c4ff5addff4b85489dff5af7,,,"Adventure Plus 88",,,"(2003) (Steve Engelhardt) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,983aa22abd1f8bd6e313a943bb258cba1487edf3,,,"Adventure...Bigger and Badder Demo Fixed",,,"(Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,3b74e114761595d40913a553c69004768d29b072,,,"Adventure Plus 37",,,"(2003) (Steve Engelhardt) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,f64aaa03dcdfafde7ddda70c7d0c0e7d2f8f4f70,,,"1 Adventure 2 Many by dragonpup",,,"(Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,04bb3821148f787caedcd503991edfae911f0169,,,"Adventure Plus 61",,,"(2003) (Steve Engelhardt) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,3e62a9c9bc6604b3b09519877372e4c95147f1fc,,,"Adventure Plus 73",,,"(2003) (Steve Engelhardt) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,377968be80a998f19d71d8194f7afd0640cd2ad7,,,"Adventure Plus 02",,,"(2003) (Steve Engelhardt) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,6f8c7cf788153e1715652e9eefc5abd1311b1c88,,,"Adventure Plus 10",,,"(2003) (Steve Engelhardt) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,b026a5ba760af3a86e7490b1bbfef7a943a22895,,,"Create Your Own Adventure - Software Example",,,"Video NTSC",2004/04/18,"Atarius Maximus",,,[Adventure],,,,,,,1,,,
Adventure,,3ab4271659ac1b3f8080185ff2825976c9752cc6,,,"Adventure Plus 78",,,"(2003) (Steve Engelhardt) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,f8595b7876a2f55825fed6b87a48e0533942f45f,,,"Adventure Plus 33",,,"(2003) (Steve Engelhardt) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,aea3111479edcab2406b3f4d60f17592a79cb8cc,,,"Adventure Plus 05",,,"(2003) (Steve Engelhardt) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,03c025ae90f6607d1a47fdae6012c432f63b95f3,,,"Adventure Plus 25",,,"(2003) (Steve Engelhardt) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,acc7b9bbc177b9096ef40bdec7ff84387bb4ac9b,,,"Adventure Plus 76",,,"(2003) (Steve Engelhardt) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,dd0a4bc9a7c7694e2be723abc7dc4f947b85bf56,,,"Adventure Plus 07",,,"(2003) (Steve Engelhardt) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,c6b841ae930bfd8952e5b02bf3ff2d8dc2462a71,,,"Adventure Plus 52",,,"(2003) (Steve Engelhardt) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,f4a76936b41266f70d93e56db05a54ac55bfcc97,,,"Adventure Plus 65",,,"(2003) (Steve Engelhardt) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,3809114e568e1ffb46e01adf00a082f107317f0f,,,"Adventure New",,,"(Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,f830ea8357fc0382f2b358de3f31977ea60b8955,,,"Adventure Plus 60",,,"(2003) (Steve Engelhardt) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,aad8d490a2167d4f009c67ec37b38c3f04d73165,,,"Haunted Adventure - Boo!",,,"Video NTSC; (pre-release)",2004,"Wong, Anthony W",,,"[Adventure - Release Candidate 7]",,,,,,,1,,,
Adventure,,6bf8be2c499cbfac5fbd9b15f714b58b1771acce,,,"Adventure Plus 01",,,"(2003) (Steve Engelhardt) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,5533ad43d0596e5102928fa780b7342771b975f1,,,"Adventure Hack9",,,"(Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,c7f30e382168ae86e266d85993cef4331f5ad799,,,"Adventure Extreme by gamerz",,,"(Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,569c40effdc249edd1f888012b0155b789c1cd29,,,"Adventure Plus 08",,,"(2003) (Steve Engelhardt) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,167290eee5ed60e2444640a5621e4d876996d606,,,"Adventure Plus 59",,,"(2003) (Steve Engelhardt) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,644002ad38bfb1c1dbf08b935efe7cfde9f4dd49,,,"Adventure 8k",,,"(6 dragons, 4 keys, 1 bat, 120 rooms) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,de689f7c77a61b2bf9f5e91093cfb43324970d76,,,"Adventure Plus 74",,,"(2003) (Steve Engelhardt) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,6ce7a5e32683cd2a12d2a587e5ac4fd9415aa6b8,,,"Adventure with Fixed Bat",,,"(Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,dcad67cda9bf709b72eae8873d234916ce5bbf05,,,Adventure4WI,,,"Video NTSC",2005,,,,[Adventure],,,,,,,1,,,
Adventure,,64325e372fbf716c790be6f695016178964bf29c,,,"Adventure Plus 26",,,"(2003) (Steve Engelhardt) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,b6e52169f400e0a6217755825ed9e829636b0b1d,,,"Alternate Adventure",,,"Video NTSC",2005,"Pac-man Plus",,,[Adventure],,,,,,,1,,,
Adventure,,456070502a0ad3ad979922661b9190b463e71548,,,"Haunted Adventure II - Redemption v1.0 FINAL",,,"(2004) (Anthony W Wong) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,9844a910b78f4ee00dfb4e005d963275123379a0,,,"Adventure Plus 79",,,"(2003) (Steve Engelhardt) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,459b78a8ef956f97bc19e95f09476d7e48be0f0a,,,"Adventure Plus 06",,,"(2003) (Steve Engelhardt) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,b6fd568a93b888a09e07bf3b4c23a451f6c28692,,,"Adventure Plus 55",,,"(2003) (Steve Engelhardt) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,6ebdc63891986b96f1fd8c0fca7b8d2ab81312b0,,,"Adventure Plus 58",,,"(2003) (Steve Engelhardt) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,c70ca9d3e191d263d66436e34566077344ef939a,,,"Adventure Plus 44",,,"(2003) (Steve Engelhardt) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,ab23b18a9b9a1c533750c9445c02ca1106bfa768,,,"Adventure Plus 72",,,"(2003) (Steve Engelhardt) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,3e07be4a5756cd95b1c22cef65e7a98011b85bd0,,,"Adventure Plus 03",,,"(2003) (Steve Engelhardt) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,6eeb6515942611b79e953cf87b233e14eb280430,,,"Adventure Hell v3",,,"(Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,b0938e4946325e9441f7993f4a28487b9202006f,,,"Adventure Plus 11",,,"(2003) (Steve Engelhardt) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,ad9b27b123b0e718c7d58d0893d1a88dc5872f43,,,"Adventure Plus 13",,,"(2003) (Steve Engelhardt) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,729f28175f1154fd51012bd5327bdc20d28c5153,,,"Adventure Plus 2005 Invis",,,"(Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,dcff68684f9a7dc8c9845f0ceafc2a13f74b5a08,,,"Adventure Plus 91",,,"(2003) (Steve Engelhardt) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,025e6b134ad5f35a7be3079270f8fc315998c9ce,,,"Haunted Adventure II - Redemption 1.83",,,"(2004) (Anthony W Wong) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,563750257cbd571a23fd91182d2082120c0605c3,,,"Undersea Adventure",,,"Video NTSC",2003,"Stan Jr",,,[Adventure],,,,,,,1,,,
Adventure,,09a9c5875ae04c6a4ce303104c1c1d1126adb662,,,"Haunted Adventure II - Redemption 1.90",,,"(2004) (Anthony W Wong) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,a44e006a48f63313d0333ca08e6b0ccbcb91fa96,,,"Haunted Adventure - Boo!",,,"Video NTSC; (pre-release)",2004,"Wong, Anthony W",,,"[Adventure - Release Candidate 5]",,,,,,,1,,,
Adventure,,77d17a3d86f72157e677bd3698e05f4830fa7383,,,"Adventure Plus 90",,,"(2003) (Steve Engelhardt) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,7830cb3a8cc54a81fe27f4107a886a22cd5df4d7,,,"Adventure Drop",,,"(Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,d2c8402ab14c5321676fb91bb85ce689ab27beaa,,,"Adventure Plus 14",,,"(2003) (Steve Engelhardt) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,2c217794c0f14239ca5447304733c071698dba65,,,"Adventure Plus 47",,,"(2003) (Steve Engelhardt) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,4f85831c2af0887ff435bf37fcceb92e399e2f2c,,,"Adventure Plus 49",,,"(2003) (Steve Engelhardt) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,7cccc70552bb6ed2446663a191817cbd09ec8b5c,,,"Adventure WIP Black",,,"(Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,ff4504ba4b2f75e26f8f3db34a5fea54da02eca5,,,"Haunted Adventure",,,"(2004) (Anthony W Wong) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,4f7c38d39e77cb892f431aa49f74e48f12196a0d,,,"Adventure - Odyssey 2600",,,"(Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,673173beee05674b0bb6e8929d9797f5dd0284a1,,,"Adventure 4k",,,"(Timed) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,75fee5fddfac04418542ca624e13d5fee4bacaf7,,,"Adventure Plus 29",,,"(2003) (Steve Engelhardt) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,fd7e4b38574f97642bb9378c4f0a531f5a705d5e,,,"Adventure Plus 17",,,"(2003) (Steve Engelhardt) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,f244222d63bf9fc3fd32561902161c1b86f31634,,,"Create Your Own Adventure - Software Example",,,"Video NTSC",2004/04/03,"Atarius Maximus",,,[Adventure],,,,,,,1,,,
Adventure,,e0306e3cddb017b349614e3d9bacdea72e5f7509,,,"Haunted Adventure - Boo!",,,"v 1.03; Video NTSC",2004,"Wong, Anthony W",,,[Adventure],,,,,,,1,,,
Adventure,,0908a2777072713ac8813f640b5c5c9384bb0ffb,,,"Adventure Plus 82",,,"(2003) (Steve Engelhardt) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,f2a0e339bc91348325533e91a45c014b23eefd7a,,,"Adventure Plus 34",,,"(2003) (Steve Engelhardt) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,40beac6344ea590ae663777177cd31a5d157b269,,,"Adventure 5 Levels",,,"(Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,0a4e3be7d59b5a43715ee84a5c4b5fb69a75601d,,,"Suicide Adventure",,,"Video NTSC",2003,"Veeder, George 'Pixellated Ghost'",,,[Adventure],,,,,,,1,,,
Adventure,,09be8d29233b0a108e1a7da41c8cf6937d4c6c99,,,"Indenture for the 2600",,,"(Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,f7d0b835cfc25dc82e1ef163daec919811356493,,,"Adventure Plus 18",,,"(2003) (Steve Engelhardt) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,e07e48d463d30321239a8acc00c490f27f1f7422,,,,,,"Video NTSC",1978,Atari,,,,,,,,,,,,,
Adventure,,2dd3d6d384a53aadb0ab0db2c51675cab966d20e,,,"Haunted Adventure II - Redemption 1.94",,,"(2004) (Anthony W Wong) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,0f1b5873f9be6679d1b1a4e62adcd87f3aa8cd77,,,"Adventure - Odyssey 2600",,,"(Fixed) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,4ffe36c5113305714e27c72d7f3abecc9b08a630,,,,,,"Video NTSC",1978,Atari,,,,,,,,,,"New Graphics",,,
Adventure,,2d379d18b6ce326a650507d3ca17946066e3b2c0,,,"Adventure Plus 32",,,"(2003) (Steve Engelhardt) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,cf63e26aa0e14c7525ec6cc0dd8e0dda039c978b,,,"Adventure Hell v1",,,"(Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,db1c932611a6baa9f308b1435e15bd30f86b63f4,,,"Adventure Plus 83",,,"(2003) (Steve Engelhardt) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,0f5a1ef3c9653f4aee1e8bdaba049caa95e23507,,,"Adventure Plus 24",,,"(2003) (Steve Engelhardt) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,f0128009d921394fba8ae06aab3787282632036e,,,"Adventure Plus 69",,,"(2003) (Steve Engelhardt) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,f06c5a176448b0b479645f84866b3af3b1719732,,,"Adventure Plus 56",,,"(2003) (Steve Engelhardt) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,f9b0504e11af00d0be841348bd2ff001467b02bc,,,"Adventure Plus 68",,,"(2003) (Steve Engelhardt) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,e2654c4eac4f6c21181f37a425e3342942919356,,,"Haunted Adventure II - Redemption 1.84",,,"(2004) (Anthony W Wong) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,7fdbb840483c1b5925aef7d16d8ffd03c2cc37c7,,,"Create Your Own Adventure - Template Binary",,,"Video NTSC",2004/04/04,"Nukey Shay",,,[Adventure],,,,,,,1,,,
Adventure,,d444f29866d969d99846d82762978a79324273ec,,,"Adventure Plus 36",,,"(2003) (Steve Engelhardt) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,2bc855a1db2f8074dd035606821bf6a53ef0dc93,,,"Adventure Hack3",,,"(Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,1067c9319d3a369343ca8dd4afdeb1e3ebb9e7a7,,,"Haunted Adventure II Packrat Video Games Binary",,,"(2004) (Anthony W Wong) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,7d258a7975e0c03dc5159a634394cc1ef573cc04,,,"Adventure 8k",,,"Video NTSC",2004/04/07,"Nukey Shay",,,[Adventure],,,,,,,1,,,
Adventure,,2afdfde63f3e47fc4426155adf8824b5ae7b4094,,,"Adventure Hell v2",,,"(Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,2b60c61638f9da09fa6cfab4517b2f146a1cd987,,,"Adventure Plus 41",,,"(2003) (Steve Engelhardt) (Adventure Hack)",,,,,,,,,,,,,,,
Adventure,,2b7eb577f7328903304eee52f379b38df0dd3c15,,,"Suicide Adventure III",,,"Video NTSC",2003,"Veeder, George 'Pixellated Ghost'",,,[Adventure],,,,,,,1,,,
