"Group","SHA1","ID","Folder","FileName","Title","TransliteratedName","SortTitle","Version","Year","Publisher","Zone","DumpStatus","DumpInfo","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack"
"Baseball Stars",,8ece00f21ae49ed4777a9c990b2782465ef95380,,,,,,"v 1.10; (en-ja)",1998,"Saurus - SNK",,,,,,,,,,,,,
"Baseball Stars Color",,5a9792d7674ead92c08fb6f2d108b26e47a696bf,,,,,,(en-ja),1999,"Saurus - SNK",,,,,,,,,,,,,
"King of Fighters R-2",,7c1a3b89d0a6cec046693f9abda4d09b3008ef96,,,"King of Fighters - R-2",,,(en-ja),1999,SNK,,,,,,,,,,1,,,
"King of Fighters R-2",,7f2257fe6f9b90292d0332c06b9d68bfaeb2ed08,,,"King of Fighters - R-2",,,(en-ja),1999,SNK,,!,"a 1",,,,,,,,,,
"King of Fighters R-2",,05d60a095ceb82cb73ff2ec7b8542c978044e370,,,"King of Fighters - R-2",,,(en-ja),1999,SNK,,a,"a 4",,,,,,,,,,
"King of Fighters R-2",,aadacc024110f3676e17df8e77c1d45cf135fadd,,,"King of Fighters - R-2",,,(en-ja),1999,SNK,,a,"a 5",,,,,,,,,,
"King of Fighters R-2",,c2f7231acdf5d214162d2c82bb7cdda7ec5dce5e,,,"King of Fighters - R-2",,,(en-ja),1999,SNK,,!,,,,,,,,,,,
"King of Fighters R-2",,0fee8f5d070dc84b5d5e921e11618cddb0917d78,,,"King of Fighters - R-2",,,(en-ja),1999,SNK,,a,"a 2",,,,,,,,,,
"King of Fighters R-2",,0a6b2653bd4b3822d2c2cec9e6ced24cf35a1e7b,,,"King of Fighters - R-2",,,(en-ja),1999,SNK,,a,"a 3",,,,,,,,,,
"King of Fighters R-2",,955dc263958926bcf1654cb3ec7b60c07bf7f8c1,,,"King of Fighters - R-2",,,(en-ja),1999,SNK,,b,"b 1",,,,,,,,,,
"King of Fighters, The - Battle De Paradise",,8aabdd45ba2b9e24bdcd8e51f6653736257d4644,,,,,,,2000,SNK,jp,,,,,,,,,,,,
"Koi Koi Mahjong",,e38e58613a2fe262a4c53f354ed0626bc3551063,,,,,,,2000,Visco,jp,b,"b 1",,,,,,,,,,
"Koi Koi Mahjong",,d705dfa87cf26c8232cf4885f8ae326eb690df59,,,,,,,2000,Visco,jp,,,,,,,,,,,,
"Last Blade, The",,b7df1e56bc47266b65226413095e38896b38da07,,,"Last Blade, The - Beyond the Destiny",,,,2000,SNK,"eu,us",,,,,,,,,,,,
"Last Blade, The",,b7b8249fdf02f215d1d07b9542bb58df7e59e076,,,"Last Blade, The - Beyond the Destiny",,,,2000,SNK,jp,a,"a 2",,,,,,,,,,
"Last Blade, The",,aa17bd65849707cf13ca4891df44200f58d13599,,,"Last Blade, The - Beyond the Destiny",,,,2000,SNK,jp,,,,,,,,,,,,
"Last Blade, The",,50456b25dd106ca77a3148252ad0ff8c1e44d3a5,,,"Last Blade, The - Beyond the Destiny",,,,2000,SNK,jp,a,"a 1",,,,,,,,,,
"Magical Drop Pocket",,05ebf0147961eda2ed804dc369cd0a4dee923c9c,,,,,,,1999,"Data East",,,,,,,,,,,,,
"Magical Drop Pocket",,d5871fb03f022c0b6ab1169e6812a8026c718353,,,,,,,1999,"Data East",,,,,,,,,,1,,,
"Magical Drop Pocket",,9baa97ef2b825f36ee3d3e894d1b6156ac414c0c,,,,,,,1999,"Data East",jp,,,,,,,,,,,,
"Master of Syougi",,9f420d0a7cc1115f60bda1c0916247935118ce98,,,"Master of Syougi Color",,,,1999,ADK,jp,,,,,,,,,,,,
"Master of Syougi",,ab0c33236f72d2b317d91d034756b56cfca1b0b4,,,,,,,1998,ADK,jp,,,,,,,,,,,,
"Master of Syougi",,bb9f6ecf8c411af510541f110de6f417be02390d,,,,,,,1998,ADK,jp,b,"b 1",,,,,,,,,,
"Melon Chan's Growth Diary",,1dab3cafc49d4a11617bd09089f037f07950f771,,,"Melon Chan no Seichou Nikki",,,,1998,ADK,jp,,,,,,,,,,,,
"Memories Off Pure",,5c0ac7584b82b2cbe094e996653b5bae7d8f69cd,,,"Memories Off - Pure",,,,2000,KID,jp,,,,,,,,,,,,
"Metal Slug - 1st Mission",,4ab9c1a974c41b1a9a13b57cbff510627e98e92a,,,,,,(en-ja),1999,SNK,,a,"a 1",,,zh,,,,,,,
"Metal Slug - 1st Mission",,3540bb6efbbc4f37992d2a871b8d83b4fca0e76e,,,,,,(en-ja),1999,SNK,,,,,,,,,,,,,
"Metal Slug - 1st Mission",,1fd72d78cb095a6fc42119e591c3859679438880,,,,,,(en-ja),1999,SNK,,a,"a 2",,,,,,,,,,
"Metal Slug - 1st Mission",,06f858836f02459803f4a7db3efb591c1c5e5c49,,,,,,(en-ja),1999,SNK,,a,"a 1",,,,,,,,,,
"Metal Slug - 1st Mission",,00f1134914559886f0f40754f98d10d405799505,,,,,,(en-ja),1999,SNK,,,,,,,,,,1,,,
"Metal Slug - 2nd Mission",,9c1a829d4678dd9c51fdfe30c76b7f9670311bfb,,,,,,(en-ja),2000,SNK,,,,,,,,,,,,,
"Metal Slug - 2nd Mission",,601fabf8bacc9c18637c0326e78dd2cb47bf9c54,,,,,,(en-ja),2000,SNK,,a,"a 1",,,,,,,,,,
"Mezase! Kanji Ou",,2e6c314a7915ed2f0e2471814790f257b470a499,,,,,,,2000,SNK,jp,,,,,,,,,,,,
"Mizuki Shigeru Youkai Shashin Kan",,8025d09368598951da94f8601729c16972b96830,,,"Mizuki Shigeru no Youkai Shashinkan",,,,1999,SNK,jp,,,,,,,,,,,,
"Neo Baccarat",,80218804eb591e50831d098b5bd213a3586849a5,,,"Neo Baccarat - Real Casino Series",,,,2000,Dyna,,,,,,,,,,,,,
"Neo Baccarat",,7d31cf789f2141855835a8693e2caaa063f3344b,,,"Neo Baccarat - Real Casino Series",,,,2000,Dyna,,b,"b 1",,,,,,,,,,
"Neo Cherry Master",,c171d8d22d667d713bfc73c2b1c04bc77aacbb5c,,,,,,(en-ja),1998,Dyna,jp,,,,,,,,,,,,
"Neo Cherry Master Color",,17d51967cf1992b6aa779a2583dac46a6590d50a,,,"Neo Cherry Master Color - Real Casino Series",,,(en-ja),1999,Dyna,,,,,,,,,,,,,
"Neo Cherry Master Color",,745ced46bb5b7c911dd808a66d3b4fcfeffefa6c,,,"Neo Cherry Master Color - Real Casino Series",,,(en-ja),1999,Dyna,,a,"a 1",,,,,,,,,,
"Neo Derby Championship",,b75a0de4eec70c39616dfff92b09f4fb1c1e0881,,,"Neo Derby Champ Daiyosou",,,,1999,Dyna,jp,,,,,,,,,,,,
"Neo Dragon's Wild",,b83f713370169e146a1687424ae8ce56b35a23da,,,"Neo Dragon's Wild - Real Casino Series",,,"v rev13; (en-ja)",1999,Dyna,,,,,,,,,,,,,
"Neo Dragon's Wild",,b80a2ab886c80ad17a6cb0968ea3ad6218922fa1,,,"Neo Dragon's Wild - Real Casino Series",,,"v rev11; (en-ja)",1999,Dyna,,,,,,,,,,,,,
"Neo Dragon's Wild",,d82978701447b1d727f7c1da5fa6c3f9a564d44a,,,"Neo Dragon's Wild - Real Casino Series",,,"v rev13; (en-ja)",1999,Dyna,,a,"a 1",,,,,,,,,,
"Neo Mystery Bonus",,0d137a2cac0a03ab55dfeb4dbaf3929477cfb5d0,,,"Neo Mystery Bonus - Real Casino Series",,,(en-ja),1999,Dyna,,,,,,,,,,,,,
"Neo Mystery Bonus",,22b726aa8a70cee896a572d3694e44ee71de72b9,,,"Neo Mystery Bonus - Real Casino Series",,,(en-ja),1999,Dyna,,a,"a 1",,,,,,,,,,
"Neo Poke Pro Yakyuu",,2052929b68092af6d530cbb97ff092805807f381,,,,,,,1999,ADK,jp,,,,,,,,,,,,
"Neo Turf Masters",,d425bb812290b93a800032925d7be14f75820159,,,,,,(en-ja),1999,SNK,,,,,,,,,,,,,
"Neo Turf Masters",,21123ebdc12080b28e62a944d2aa656cdda8abdd,,,,,,(en-ja),1999,SNK,,,,,,,,,,2,,,
"Neo Turf Masters",,308361297bd28ebb8fb60713ae5e00cee514415c,,,,,,(en-ja),1999,SNK,,,,,,,,,,1,,,
"Neo Turf Masters",,c8b1a4a070da1bfc7f04869bcb1b2fda0ad71bd9,,,,,,(en-ja),1999,SNK,,a,"a 1",,,,,,,,,,
"Neo Twenty One",,39c1278b0a55851d4dcb1cf8e78f1bb66afa1e37,,,"Neo 21 - Real Casino Series",,,,1999,Dyna,,a,"a 2",,,,,,,,,,
"Neo Twenty One",,69e849a7449ecb7872f059e29d30f3ddf911b5b0,,,"Neo 21 - Real Casino Series",,,,1999,Dyna,,a,"a 3",,,,,,,,,,
"Neo Twenty One",,359dc14577c7b8fb8f2c8cfa63c12bccb30fcc11,,,"Neo 21 - Real Casino Series",,,,1999,Dyna,,,,,,,,,,,,,
"Neo Twenty One",,59b86166132c5f78c329fd7e3c934ff92c607155,,,"Neo 21 - Real Casino Series",,,,1999,Dyna,,a,"a 1",,,,,,,,,,
"NeoGeo Cup '98",,420a8e80e84b0ce2edea08aea258f2445e2158b0,,,"NeoGeo Cup '98 Plus",,,(en-ja),1998,SNK,,,,,,,,,,,,,
"NeoGeo Cup '98",,445743119c65a6765a0bdc849a12e9038192840c,,,,,,(en-ja),1998,SNK,jp,,,,,,,,,,,,
"NeoGeo Cup '98 Plus Color",,a8bb64f093b418a88e674d9fab62a34fc220ea9f,,,"NeoGeo Cup '98 Plus",,,(en-ja),1999,SNK,,,,,,,,,,,,,
Ni-ge-ron-pa,,b5d355ea808dd01cf746daef7704e54d7766bd3b,,,Nige-ron-pa,,,,2000,"Dennou Eizou",jp,,,,,,,,,,,,
"Oekaki Puzzle",,fcd780fcbce5e914ef4addbcc048580c052e943b,,,"Oekaki Pazuru",,,,2000,Success,jp,,,,,,,,,,,,
"Pachinko Hissyou Guide Pocket Parlor",,941b168ecee1de8dd773464a8754c6c8c736b492,,,,,,,1999,Sankyo,jp,,,,,,,,,,,,
"Pachi-slot Aruze Oukoku Porcano 2",,fd51a5a649cebfe5692ee498d11c48fd84661dc4,,,"Pachisuro Aruze Oogkoku Pocket - Adventure of Porcano - Porcano 2",,,"v 1.01",2000,Aruze,jp,,,,,,,,,,,,
"Pachisuro Aruze Ohgoku Pocket - E-Cup",,e46aa1eb7c33c2f71bb236d279ca1d7c5d841e74,,,"Pachisuro Aruze Oogkoku Pocket - e-Cup",,,,2001,Aruze,jp,,,,,,,,,,,,
"Pachisuro Aruze Ohgoku Pocket - E-Cup",,611919ad774441ace1a17127a16870a57f3b01c0,,,"Pachisuro Aruze Oogkoku Pocket - e-Cup",,,,2001,Aruze,jp,a,"a 1",,,,,,,,,,
"Pachisuro Aruze Oogoku Ohanabi",,a99e8aabefd36a5a297fef59e376cf24f8f619f8,,,"Pachisuro Aruze Oogkoku Pocket - Oohanabi",,,,2000,Aruze,jp,,,,,,,,,,,,
"Pachisuro Aruze Oogoku Pocket - Dekahel 2",,7f5446cfe6535db63678d6fc26f598ed3ff73b7f,,,"Pachisuro Aruze Oogkoku Pocket - Dekahel",,,,2000,Aruze,jp,,,,,,,,,,,,
"Pachisuro Aruze Oogoku Pocket - Delsol 2",,e9196ac0330a19e6b23b6f128b055bdc4da9a917,,,"Pachisuro Aruze Oogkoku Pocket - Oelsol",,,,2000,Aruze,jp,,,,,,,,,,,,
"Pachisuro Aruze Oogoku Pocket Hanabi",,e4b48d1290cd9dcf7a05ea276226ecba10be752e,,,"Pachisuro Aruze Oogkoku Pocket - Hanabi",,,"v 1.02",1999,Aruze,jp,,,,,,,,,,,,
"Pachisuro Aruze Oogoku Pocket Hanabi",,9d30e0c67851bc99e4a77e89e3fbc101b358b458,,,"Pachisuro Aruze Oogkoku Pocket - Hanabi",,,"v 1.04",1999,Aruze,jp,,,,,,,,,,,,
"Pachisuro Aruze Oogoku Pocket Ward of Lights",,751dbb764d63e6807909ce1bebf6498af2aefd41,,,"Pachisuro Aruze Oogkoku Pocket - Ward of Lights",,,"v 1.02",2000,Aruze,jp,,,,,,,,,,,,
"Pachisuro Azure Oogoku Pocket Azteca",,3f814c84429629d763d6dc62d513013a0cc19a0c,,,"Pachisuro Aruze Oogkoku Pocket - Azteca",,,"v 1.03",2000,Aruze,jp,,,,,,,,,,,,
Pac-Man,,ec64ab4be669f9860c216151094b9eea898c64b9,,,,,,(en-ja),1999,"Namco - SNK",,,,,,,,,,,,,
Pac-Man,,bcaae2f929f1d1725ebe40f1b34e45c3bcd6cb12,,,,,,(en-ja),1999,"Namco - SNK",,,,,,,,,,1,,,
Pac-Man,,bd8aa96536afd56bd0bc41ab23b20045fc0b6d45,,,,,,(en-ja),1999,"Namco - SNK",,a,"a 2",,,,,,,,,,
Pac-Man,,740711ad5214c0cf26fea5202437c047edec33b8,,,,,,(en-ja),1999,"Namco - SNK",,,,,1,,,,,,,,
Pac-Man,,ff5526ad593935e976b3a57e9fcc2ba6e8a40f8c,,,,,,(en-ja),1999,"Namco - SNK",,,,,,fr,,,,,,,
Pac-Man,,432f8ac88bbe765b58af8a2db999cd77840d28c6,,,,,,(en-ja),1999,"Namco - SNK",,a,"a 1",,,,,,,,,,
"Party Mail",,b805c908c1bef29c0792a73b6a6a05dd27cc5ff0,,,,,,,1999,ADK,jp,,,,,,,,,,,,
"Picture Puzzle",,e741880f9ae0e4a0ae07dd68f92d3bd4251666ab,,,,,,,2000,Success,,,,,,,,,,,,,
"Picture Puzzle",,387d37cf60562da4e95ba18440ad6e0a4cccb537,,,,,,,2000,Success,,b,"b 1",,,,,,,,,,
"Pocket Love If",,2b5d9628b7b5911f90c28321227d47a527a719ea,,,"Pocket Love - If",,,,1999,KID,jp,,,,,,,,,,,,
"Pocket Reversi",,b13159d9944aaa19720d03d17b223d6ff12c1e29,,,,,,,2000,"Itsui - Success",jp,,,,,,,,,,,,
"Pocket Reversi",,0405bbf7ab34c818f52793aca80a73ab40788cac,,,,,,,2000,"Itsui - Success",,b,"b 1",,,,,,,,,,
"Pocket Tennis",,59602e44c631a00b2db53196204a4bc22ccd7025,,,"Pocket Tennis - Pocket Sports Series",,,(en-ja),1998,Yumekobo,,,,,,,,,,,,,
"Pocket Tennis",,67826f4c8e488938f7e1b26e331f79ebf0aa2565,,,"Pocket Tennis - Pocket Sports Series",,,(en-ja),1998,Yumekobo,,a,"a 1",,,,,,,,,,
"Pocket Tennis Color",,d14251209ca5da8000643cd5bf6e5196a5e56ee4,,,"Pocket Tennis Color - Pocket Sports Series",,,(en-ja),1999,Yumekobo,,,,,,,,,,,,,
"Puyo Pop",,8971d3d64e47950cf01648d7b341d4b01a2c4eb0,,,"Puyo Puyo 2",,,"v rev6; (en-ja)",1999,Sega,,,,,,,,,,,,,
"Puyo Pop",,27c3250fb17f291832fa7189a35478d017a0ef5e,,,"Puyo Puyo 2",,,"v rev5; (en-ja)",1999,Sega,,,,,,,,,,,,,
"Puzzle Bobble Mini",,c217bc81012c8011ec268e6a21adf5b26566b4b5,,,,,,"v rev10; (en-ja)",1999,"SNK - Taito",,,,,,,,,,,,,
"Puzzle Bobble Mini",,2cb115d011ffb82ed2b2560697b8f538e298c03f,,,,,,"v rev9; (en-ja)",1999,"SNK - Taito",,,,,,,,,,,,,
"Puzzle Bobble Mini",,deccefd50c3d2654f7190bdd629cd1f0ba3c30df,,,,,,"v rev9; (en-ja)",1999,"SNK - Taito",,a,"a 1",,,,,,,,,,
"Puzzle Link",,048b85a8e8e0cbd9324bc373fc875288f81c21db,,,"Renketsu Puzzle Tsunagete Pon! Color",,,,1999,Yumekobo,jp,,,,,,,,,,,,
"Puzzle Link",,7a75e3b6874a18b29ba636ff22308d944a7901e6,,,"Renketsu Puzzle Tsunagete Pon!",,,,1998,Yumekobo,jp,b,"b 1",,,,,,,,,,
"Puzzle Link",,6e7b48b59d4df857dd76a964c521b93cb0c4c9a7,,,,,,,1999,Yumekobo,,,,,,,,,,,,,
"Puzzle Link 2",,5cf215e4a7cd0675dbd3802dce383d717f8ea670,,,,,,,1999,Yumekobo,,a,"a 2",,,,,,,,,,
"Puzzle Link 2",,6864696c651ca7022f7ba04b96723863c52dd869,,,,,,,1999,Yumekobo,,a,"a 1",,,,,,,,,,
"Puzzle Link 2",,4912c271a140291dbfc523017844a1afc68bd5e4,,,"Renketsu Puzzle Tsunagete Pon! 2",,,,1999,Yumekobo,jp,,,,,,,,,,,,
"Puzzle Link 2",,d4522d1a454968cccd57b03c2aff99616d0b5174,,,,,,,1999,Yumekobo,,,,,,,,,,,,,
"Rockman Battle & Fighters",,6897404d76b022c303d40eac279e2820a59c7586,,,"Rockman - Battle & Fighters",,,,2000,Capcom,jp,a,"a 1",,,en,,,,,,,
"Rockman Battle & Fighters",,c0a6cdf9ba6c4e8f227ba52489f15f5053f0889c,,,"Rockman - Battle & Fighters",,,,2000,Capcom,jp,,,,,,,,,,,,
"Rockman Battle & Fighters",,ad9a3487f8dc6da62503fd265eeccc35c9babad7,,,"Rockman - Battle & Fighters",,,,2000,Capcom,jp,a,"a 2",,,en,,,,,,,
"Rockman Battle & Fighters",,bfeede434ac1268c4bb4ae3a4ed762b6f1eb5af5,,,"Rockman - Battle & Fighters",,,,2000,Capcom,jp,,,,,en,,,,,,,
"Samurai Shodown!",,2c6adfa69e7aeada7d4198b373436eee35b70d01,,,"Samurai Shodown! - Pocket Fighting Series",,,(en-ja),1998,SNK,,,,,,,,,,,,,
"Samurai Shodown! 2",,b517096899b569f1d1459f94168e684f1e7253c8,,,"Samurai Shodown! 2 - Pocket Fighting Series",,,(en-ja),1999,SNK,,a,"a 1",,,,,,,,,,
"Samurai Shodown! 2",,2ec4da369d3b91af15defa64429bd9daac7ee9b5,,,"Samurai Shodown! 2 - Pocket Fighting Series",,,(en-ja),1999,SNK,,,,,,,,,,,,,
"Shanghai Mini",,3e3e625852ac4997d3e3739e59c16e9a74f40f19,,,,,,(en-ja),1999,Activision,,,,,,,,,,,,,
"SNK Vs Capcom - Card Fighters Clash - Capcom Version",,3b1d5ac5b4aaf1aa04479e46961c4d7c458d70fb,,,"SNK vs. Capcom - Gekitotsu Card Fighters - Capcom Version",,,,1999,"Capcom - Moto Kikaku - SNK",jp,,,,,,,,,,,,
"SNK Vs Capcom - Card Fighters Clash - Capcom Version",,2a95ab1fe62b6a9dc30a05131ad212ba2de5c3cd,,,"SNK vs. Capcom - Card Fighters Clash - Capcom Version",,,,1999,"Capcom - Moto Kikaku - SNK",,,,,,,,,,,,,
"SNK Vs Capcom - Card Fighters Clash - Capcom Version",,7a3582c8f9bbb51821481dba357d25c2d32ea0b8,,,"SNK vs. Capcom - Gekitotsu Card Fighters - Capcom Version",,,,1999,"Capcom - Moto Kikaku - SNK",jp,a,"a 1",,,,,,,,,,
"SNK Vs Capcom - Card Fighters Clash - SNK Version",,dfb232a527647337d6274ddf9d8b3d94281fd86d,,,"SNK vs. Capcom - Card Fighters Clash - SNK Version",,,,1999,"Capcom - Moto Kikaku - SNK",,,,,,,,,,,,,
