"Group","SHA1","ID","Folder","FileName","Title","TransliteratedName","SortTitle","Version","Year","Publisher","Zone","DumpStatus","DumpInfo","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack"
MICKEY_MOUSE,,1952bf0d3142f81026511ed295d50be2356be858,,,MANUAL,,,,,,,,,,,,,,,,,,
Banana,,1af2af0d0bd565b88b0b078c8853852f3933c547,,,,,,,,,,,,,,,,,,,,,
DONKEY_KONG_JR_TABLE_TOP,,1bed85fe4fdb012100c285f19bd294c2c1844a72,,,MANUAL,,,,,,,,,,,,,,,,,,
SNOOPY_NINTENDO_,,1c1f831d774c743820966247216557dcc5db5c43,,,SNOOPYPS,,,,,,,,,,,,,,,,,,
DONKEY_KONG_JUNIOR_PANORAMA_SC,,20ef25d4f97e8a23536e81183f2f8e22a4d02eb0,,,DKONGJRT,,,,,,,,,,,,,,,,,,
"Armor Battle",,2103b9b80da9e9485341c406dcb70e53aac920a5,,,"Armor Battle: Manual",,,,,,,,,,,,,,,,,,
RAIN_SHOWER_1983_,,2519a605476679707b821ddc89fc96c7ff2210df,,,RSHOWER,,,,,,,,,,,,,,,,,,
FIRE,,2ab5504dcde02170b118772a2c45893471296cfe,,,SETUP,,,,,,,,,,,,,,,,,,
TRON_TOMY_TABLETOP_,,2ce8afbe37a1eb8426641e0b96012a3528cac81f,,,TOMYTRON,,,,,,,,,,,,,,,,,,
SNOOPY_TENNIS,,2d79f530cc1d87dce77676a40bad8f44459c7b27,,,SNTENNIS,,,,,,,,,,,,,,,,,,
MARIO_S_CEMENT_FACTORY,,314cbbdbd47d51ea9f38bcb2ab89edff80e7c19e,,,MARIOSCM,,,,,,,,,,,,,,,,,,
"Dungeons & Dragons",,371c01922e9ef70b58d653f59d1a20e7e3d93ce0,,,DND,,,,,,,,,,,,,,,,,,
DONKEY_KONG_JR,,397a9b13146ef855037f6a3194ca153923d87d62,,,DKONGJRP,,,,,,,,,,,,,,,,,,
TURTLE_BRIDGE_WIDE_SCREEN,,3ca3b9844dae4ecde5edb8ec1d1edc71b20402d6,,,TURTLEBR,,,,,,,,,,,,,,,,,,
OCTOPUS_1981,,3cbd5f0efb604199fe90d5a86afac7399874541c,,,OCTOPUS,,,,,,,,,,,,,,,,,,
SNOOPY_TABLE_TOP_NINTENDO,,3f77020c8056871f3e42a56ff621c859448b0c87,,,SNOOPYTT,,,,,,,,,,,,,,,,,,
"Dungeons & Dragons",,42bb04e2d99b4120811b0b6e939bb68e18045772,,,MANUAL,,,,,,,,,,,,,,,,,,
TOWERING_RESCUE,,45d733b88ceea94469e0263699e0ebb7be68b3d0,,,TOWERING,,,,,,,,,,,,,,,,,,
SNOOPY_TENNIS,,481d2a0c9bac435a1058a320c7841662f23b1c2d,,,MANUAL,,,,,,,,,,,,,,,,,,
DKONGC,,48d6a67382b467e0ef251b259191ca26c45ae346,,,Manual,,,,,,,,,,,,,,,,,,
TOM_JERRY_POPPER,,495c36f0ad773bc7880ef2fa149533b0eddad021,,,TJPOPPER,,,,,,,,,,,,,,,,,,
OIL_PANIC,,4b6c2da13e173edb7911518a410c282f321a1503,,,GW_OILP,,,,,,,,,,,,,,,,,,
PUCKMAN_TOMY_TABLETOP_,,4ec3f8d1007d2d330eb8a70803c3cb2c353ddfcd,,,MANUAL,,,,,,,,,,,,,,,,,,
DONKEY_KONG_JUNIOR_PANORAMA_SC,,5fcdade28e9844852539b71b96bd0cf0b114a659,,,MANUAL,,,,,,,,,,,,,,,,,,
Digimon,,66d033c109c6b710143dea526caa6c5d1291e3db,,,,,,,,,,,,,,,,,,,,,
SUB_CHASE,,68735fab054444c949ca32fcfe8fa2c7c4ee7ac3,,,MANUAL,,,,,,,,,,,,,,,,,,
DKONGC,,6b6e7d63ec5887e0b28e2258a4ee5dd0b9d85fb1,,,,,,,,,,,,,,,,,,,,,
PUCKMAN_TOMY_TABLETOP_,,6f8875d8945f619e7dc14163662d145068fc2573,,,TOMYPAC,,,,,,,,,,,,,,,,,,
DONKEY_ANGLER,,75d16e2d4dc55f0f5a39fe00d4d79d52d134873c,,,DKANGLER,,,,,,,,,,,,,,,,,,
MARIO_BROS,,75fd434b9f4ca32455287b5f439bb6e59c373c9d,,,MARIOBRO,,,,,,,,,,,,,,,,,,
MANHOLE_0_5,,7ab1123e201f98c0a5ec49f6b709c319e5f9f11b,,,MANHOLE,,,,,,,,,,,,,,,,,,
"Armor Battle",,7d9877910e26e55da05c771f7c2dd363c50d0749,,,,,,,,,,,,,,,,,,,,,
TURTLE_BRIDGE_WIDE_SCREEN,,814853bc2352f62ac80d7fb15864ae4036ea6c48,,,MANUAL,,,,,,,,,,,,,,,,,,
DONKEY_KONG_II,,8d1c4868e0895a54dea2f3b9064606a712bba21e,,,MANUAL,,,,,,,,,,,,,,,,,,
DONKEY_KONG_1982,,8dfc692212880f4db90eb41da28d0b7b81df92f7,,,MANUAL,,,,,,,,,,,,,,,,,,
MARIO_BROS,,904b70ea3b454716a3bd41a3fcedb37430a22c4b,,,MANUAL,,,,,,,,,,,,,,,,,,
TOWERING_RESCUE,,9086924b08332d7e4493fc2556955ffbff6346bd,,,MANUAL,,,,,,,,,,,,,,,,,,
DONKEY_KONG_CIRCUS,,916e56b2e0ebb3ea124b525407ef9511f5945a79,,,MANUAL,,,,,,,,,,,,,,,,,,
PENGUIN_LAND,,94b87c593d362e929aaae0d7c3afe10e2e626698,,,MANUAL,,,,,,,,,,,,,,,,,,
MOTOR_CROSS_SIMULATOR,,95edfff3e79106b80b4ce2e5aeb9dda3bd978aa2,,,MCROSS,,,,,,,,,,,,,,,,,,
Ball,,99b70bbf3f25996e3c33f5d9c63ea279e9d26bcf,,,BALL15B,,,,,,,,,,,,,,,,,,
DONKEY_KONG_1982,,a44496958c52d6b786028995d14995a38d3a29e2,,,DKONG,,,,,,,,,,,,,,,,,,
DONKEY_KONG_CIRCUS,,ae09fa8a9817e9da34e72ecff1d1fa40e0263f7b,,,DKCIRCUS,,,,,,,,,,,,,,,,,,
PARACHUTE,,ae3284649be785f273cf9963fc7d1f268ee0ac77,,,,,,,,,,,,,,,,,,,,,
PARACHUTE,,ae3284649be785f273cf9963fc7d1f268ee0ac77,,,,,,,,,,,,,,,,,,,,,
SUB_CHASE,,afbb04b9c1f2c182be6ede8cda6d93e79f5046b8,,,SUBCHASE,,,,,,,,,,,,,,,,,,
DONKEY_KONG_JR,,bda415b80095a077d2333964ae55bc3a9ef288df,,,MANUAL,,,,,,,,,,,,,,,,,,
POPEYE,,c4444be0bdf0de4dc94e44010b3da15347a33c3b,,,95POPEYE,,,,,,,,,,,,,,,,,,
POPEYE,,c4444be0bdf0de4dc94e44010b3da15347a33c3b,,,95POPEYE,,,,,,,,,,,,,,,,,,
MARIO_S_BOMBS_AWAY_PROTO,,c52eafb82e77d71b13eaeb2ce873904a72155fb5,,,MARIOSBA,,,,,,,,,,,,,,,,,,
MARIO_S_BOMBS_AWAY,,c52eafb82e77d71b13eaeb2ce873904a72155fb5,,,MARIOSBA,,,,,,,,,,,,,,,,,,
OXOTA,,c55778597245e8951a203560680d05a60fe3b5ed,,,EGG_MG18,,,,,,,,,,,,,,,,,,
OXOTA,,c55778597245e8951a203560680d05a60fe3b5ed,,,EGG_MG18,,,,,,,,,,,,,,,,,,
EGG_MG18,,c55778597245e8951a203560680d05a60fe3b5ed,,,Egg-MG18,,,,,,,,,,,,,,,,,,
EGG_MG18,,c55778597245e8951a203560680d05a60fe3b5ed,,,Egg-MG18,,,,,,,,,,,,,,,,,,
SNOOPY_TABLE_TOP_NINTENDO,,c932695a0fd659472eb6c0d956ba235faf035cac,,,MANUAL,,,,,,,,,,,,,,,,,,
GRAB_MAN,,cd59ac3385606d777e84d72264792ff19e21b526,,,GRABMAN,,,,,,,,,,,,,,,,,,
LIFE_BOAT,,d8f9b49705fbc4feca26c5a76616a0389c2c997c,,,LIFEBOAT,,,,,,,,,,,,,,,,,,
LIFE_BOAT,,dae190d4e65471d8c15d6deb951d24764ba929d0,,,MANUAL,,,,,,,,,,,,,,,,,,
DONKEY_KONG_II,,e1f65c89ebf8f9aa76e50de8576b50be7c5c93fe,,,DKONG2,,,,,,,,,,,,,,,,,,
TRON_TOMY_TABLETOP_,,e22e370d6992579568aa717d5a82609e219c69ab,,,MANUAL,,,,,,,,,,,,,,,,,,
GREENHOUSE,,e5b3e4b55c2fca8f4321b319472c9d17b701c586,,,GREENH,,,,,,,,,,,,,,,,,,
MANHOLE_0_85,,e7398cd66e35504b5ec2478d318b26f335cd31b5,,,MANHOLE,,,,,,,,,,,,,,,,,,
SNOOPY_NINTENDO_,,ea71524e45baa316d4df222efe691d79357274e5,,,MANUAL,,,,,,,,,,,,,,,,,,
Octopus,,f0826f7e8d818a6d64a24af1c16148d9759e6270,,,,,,,,,,,,,,,,,,,,,
HIPPO_TEETH,,f8e65b1e72bc4347df539855b585907773389c09,,,HIPPOTS,,,,,,,,,,,,,,,,,,
