"Group","SHA1","ID","Folder","FileName","Title","TransliteratedName","SortTitle","Version","Year","Publisher","Zone","DumpStatus","DumpInfo","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack"
@,,50763429d12206d7bf9fad6a6bd6076a34d54b51,,,"Stone Sling",@,,,1980,Philips,eu,,,,,,,,,,,,
@,,508d1475670ba561e7ddf961a4f0cf6d139d168c,,,"Conquest of the World",@,,,1981,Philips,"eu,us",,,,,,,,,,,,
@,,50eba68915b0ccc95f07719f80d9011ca2cf67c9,,,"Red Baron",@,,,19xx,@,eu,,,,,,,,,,,,
@,,5521ff83e3be32c38205472b2df49eb507249dc2,,,"Super Cobra",@,,,1983,"Parker Brothers",eu,,,,,,,,,,,,
@,,661a73bd490cc592815f742eb33b2d3f0066be41,,,"P.T. Barnum's Acrobats",@,,,1981,Philips,us,,,,,,,,,,,,
@,,671a43595b867b7877e723be18825e9e5d5c4ee9,,,"Catch the Ball + Noughts and Crosses",@,,,1980,Philips,eu,,,,,,,,,,,,
@,,68de402f57eb0c8afefdbc46d80d2bc5520afc68,,,"O Malabarista + Jogo da Velha",@,,,1980,Philips,br,,,,,,,,,,,,
@,,69661c91c984aa26bb971e989fe3aaca93ab718c,,,Spider-Man,@,,,19xx,"Parker Brothers - Philips",eu,a,"a 1",,,,,,,,,,
@,,6975cf9fed3ee1a2567477921eb851a669d42446,,,Atlantis,@,,,1983,Imagic,"eu,us",,,,,,,,,,,,
@,,6d6659539934255711357537d4fa6e969c3c4754,,,Monkeyshines,@,,,1982,Philips,"eu,us",,,,,,,,,,,,
@,,7162359313f66fe759bdd8a34755a5f62f3cadfb,,,Chess,@,,,19xx,Philips,eu,,,,,,,,,,,,
@,,7163c3e0d0e926287df670bfa5d5d5c42b5b3cf6,,,"Showdown in 2100 A.D.",@,,,1980,Philips,us,,,,,,,,,,,,
@,,7445f4df9017c4d2ea94542d0db335dc18c9d7ed,,,Musician,@,,,1981,Philips,eu,,,,,,,,,,,,
@,,759dc0efb9dbf64034d9fd78c12207206b173c0c,,,"Play Tag",@,,,19xx,Philips,eu,,,,,,,,,,,,
@,,7ea8e5ff3b9f86914774de2aa6f7a4652adcf47a,,,"Pairs + Space Rendezvous + Logic",@,,,1980,Philips,eu,,,,,,,,,,,,
@,,7ff030e8ba236c9f354b903b89b283886c7455d7,,,"Missao Impossivel",@,,,19xx,Ectron,br,,,,,,,,,,,,
@,,80d76d5c56fc716a8f7a55166390658c320e4c34,,,Qbert,@,,,1983,"Parker Brothers",eu,,,,,,,,,,,,
@,,8276ca41e571478eae2dd6add7f79bc7f8bd60de,,,"Keyboard Creations",@,,,1980,Philips,us,,,,,,,,,,,,
@,,830c9b3628f2e9c4f8c882024dd912b9d7610765,,,Volleyball,@,,,1981,Philips,"eu,us",,,,,,,,,,,,
@,,83d06385fd74e3f7c19309e6908a975fa8856f32,,,Munchkin,@,,,1982,Philips,eu,,,,,,,,,,,,
@,,8414605a62e78753e3f8474fa020035596292583,,,"Buraco Negro",@,,,19xx,Philips,br,,,,,,,,,,,,
@,,8431f56359d80ff6a67c83c50c12fa5d8bc46ff3,,,Morse,@,,,1983,Philips,eu,,,,,,,,,,,,
@,,85c567c8f38239350a5d04f8cfd9dd7872f448c9,,,"Labyrinth Game, A + Supermind",@,,,1981,Philips,eu,,,,,,,,,,,,
@,,8abd1057202ebac12acf3822ed4d965bba02b7de,,,"Pocket Billiards",@,,,1981,Philips,"eu,us",,,,,,,,,,,,
@,,8c181f4835d53a358ecb8e4385e087ee942b4b4f,,,"Take the Money and Run",@,,,1980,Philips,"eu,us",,,,,,,,,,,,
@,,908387d2446f4c62019017fe262b412dfa040d10,,,"Matchmaker + Logix + Buzzword",@,,,1980,Philips,us,,,,,,,,,,,,
@,,913c1961dfa17b5873428f57429e3809580ff906,,,"Computer Programmer",@,,,1980,Philips,eu,,,,,,,,,,,,
@,,95ccda2010f756069645e50269142a063c9aabc2,,,"Depth Charge + Marksman",@,,,1980,Philips,eu,,,,,,,,,,,,
@,,98c1f3a9726fe1ba880d43f0ba004821c4cbec6c,,,"Super Bee",@,,,1983,Philips,br,,,,,,,,,,,,
@,,9b73685f7d2008467d4449a3bfedef6e763b5948,,,"Kinder im Verkehr 1",@,,,1982,"CSV - Philips",de,,,,,,,,,,,,
@,,9ba0737fdee2918375725bb5230d075a2f847159,,,"Alien Invaders: Plus",@,,,1980,Philips,"eu,us",,,,,,,,,,,,
@,,9e44ca9fc9e5def58c61b24274f0cbfb57d559ee,,,"Course de Voitures + Autodrome + Cryptogramme",@,,,1980,Philips,fr,,,,,,,,,,,,
@,,9e7e16744b44fa83fa14c211b2365cf04604e06e,,,"Alpine Skiing",@,,,1980,Philips,"eu,us",,,,,,,,,,,,
@,,9ea8d921ca03699f74e53e25b139632391838c7d,,,"Volleyball Electronique",@,,,1981,Philips,fr,,,,,,,,,,,,
@,,9ec331ce8e50ef60de93e615c18327f08b4a24fb,,,Blackjack,@,,,1980,Philips,fr,,,,,,,,,,,,
@,,9f8f10c9e6e1a5e07eb5a6eee4e0fe19fcaee17f,,,"Cosmic Conflict",@,,,1980,Philips,eu,a,"a 1",,,,,,,,,,
@,,9ff434312fa9d3b7b63909a9ece01d4e3e87f3b7,,,"Secret of the Pharaohs",@,,,1980,Philips,eu,,,,,,,,,,,,
@,,a13e7b338ba15820949f51eb862b381ddc6870af,,,Popeye,@,,,1983,"Parker Brothers",eu,,,,,,,,,,,,
@,,a22f99dcc4aba3126f5b5bbbf2a3890878ac953b,,,"Cosmic Conflict",@,,,1980,Philips,eu,,,,,,,,,,,,
@,,a44587d48e76117838cb6a4cf964321d37efcde1,,,"Jumping Acrobats",@,,,1981,Philips,eu,,,,,,,,,,,,
@,,a6120aed50831c9c0d95dbdf707820f601d9452e,,,"Philips C52 BIOS",@,,,19xx,Philips,fr,,,,,,,,,,,,
@,,a6e07b727b4f48d13ce21442911995eb46b99c5d,,,Skiing,@,,,1980,Philips,fr,,,,,,,,,,,,
@,,ad11f3fad2dfd3716445fef3b7d83d479edee0ed,,,"Freedom Fighters",@,,,1982,Philips,"eu,us",,,,,,,,,,,,
@,,af9db337a2edbb3fe79a3d50f1b4ec1b007f4a52,,,"Wall Street",@,,,1983,Philips,br,,,,,,,,,,,,
@,,afa67f2110647753de9dfacb268d96e75d6d8657,,,"Chat et Souris",@,,,1983,Philips,fr,,,,,,,,,,,,
@,,b2e1955d957a475de2411770452eff4ea19f4cee,,,"Magnavox Odyssey2 BIOS",@,,,1978,Philips,"eu,us",,,,,,,,,,,,
@,,b446a2730aefafe71394dbb9850d43c5cf01d367,,,"Killer Bees",@,,,1983,Philips,us,,,,,,,,,,,,
@,,b5ec5ed9373372de6d70620094af06282c48968d,,,Gunfighter,@,,,1980,Philips,eu,,,,,,,,,,,,
@,,b83463b7c40367d4310f142fa15d06d12061f3be,,,"Las Vegas",@,"Vegas, Las",,1980,Philips,fr,,,,,,,,,,,,
@,,b979ed0c2b8947f764786fcf4444463b3d3ae87d,,,"Pickaxe Pete",@,,,1982,Philips,"eu,us",,,,,,,,,,,,
@,,ba42f5e642f5dc7be231bb0e230ffa77a766c805,,,"O Segredo do Farao",@,,,1980,Philips,br,,,,,,,,,,,,
@,,bedb714c88b9aa7a02da9ebcde12446ec8350d18,,,Frogger,@,,,1983,"Parker Brothers",br,,,,,,,,,,,,
@,,c07c1206db8d4fb5142b38ead52082d4682d70be,,,"Clay Pigeon",@,,,19xx,Philips,br,,,,,,,,,,,,
@,,c0b10b79461bc1939e08e4c05166126d2b8d7dda,,,Interpol,@,,,19xx,Philips,eu,,,,,,,,,,,,
@,,c2bf8d92b8827e3071d6ce4c43e34b21afc54f8d,,,Golf,@,,,1980,Philips,eu,,,,,,,,,,,,
@,,c4985a344be7da3d78656b6473a3a1ad3ebe6497,,,Tutankham,@,,,19xx,"Parker Brothers",eu,,,,,,,,,,,,
@,,c63ad4e9aaa903ded9fcf185caf24e76f8aaf3a9,,,"Attack of the Timelord",@,,,1983,Philips,us,,,,,,,,,,,,
@,,c6a79e721ee501d82d9a1c4f71f98bc23f1e7c7e,,,"Out of This World + Helicopter Rescue",@,,,1980,Philips,us,,,,,,,,,,,,
@,,c8736250ebf376543256d85cf853e825475e0af6,,,"Computer Golf",@,,,1980,Philips,us,,,,,,,,,,,,
@,,d0070e12d6b0f406dab6e1fa550ab01509c9362e,,,Thunderball,@,,,1980,Philips,"eu,us",,,,,,,,,,,,
@,,d12197942a99d5902de1352bbb5475ab4396c7d0,,,Popeye,@,,,1983,"Parker Brothers",br,,,,,,,,,,,,
@,,d12a242d273c4f4417806c3bcd868a9a0f553854,,,"Billard Electrique",@,,,1980,Philips,fr,,,,,,,,,,,,
@,,d273cf993dfcbca3b65cd4959b45a3009f242bc6,,,"K.C. Munchkin",@,,,1982,Philips,us,,,,,,,,,,,,
@,,d54b1d5667bf90368dddab55a91955b1789f177c,,,"The Great Wall Street Fortune Hunt",@,"Great Wall Street Fortune Hunt, The",,1983,Philips,"eu,us",,,,,,,,,,,,
@,,d6a3f2def966b798099dbf3c754ab12f69bb4ee8,,,"Martian Threat",@,,,19xx,Philips,eu,a,"a 1",,,,,,,,,,
@,,d7593ade4d60a6e314e4f18711e8ea59e3c8c3ad,,,"Football Electronique + Hockey Electronique",@,,,1981,Philips,fr,,,,,,,,,,,,
@,,d96c65670b9a3a4feedcb720807292708951fcd5,,,"Mathematicien + Echo",@,,,1980,Philips,fr,,,,,,,,,,,,
@,,dccbf881e21dd02cbaf15ec049e0801118fb9c96,,,"Cosmic Conflict",@,,,1980,Philips,us,,,,,,,,,,,,
@,,dfcfd9c019773e703aa130bc55f5b2f972ece8f0,,,"Super Bee",@,,,1983,Philips,eu,,,,,,,,,,,,
@,,dfed128d213d4192313f85fe2b8716579c2fc995,,,"Sid the Spellbinder",@,,,1978,Philips,us,,,,,,,,,,,,
@,,e0383dd98b85dc2156a859e731ff904b6ebad95b,,,"Satellite Attack",@,,,1981,Philips,eu,,,,,,,,,,,,
@,,e0aa46211967c880bf7ff39836fe5e73c0302460,,,"Comando Noturno",@,,,1983,Philips,br,,,,,,,,,,,,
@,,e15f778efeb95530f8108854b14c404cf63f213a,,,"Bombardeio Submarino + Tiro ao Alvo",@,,,1980,Philips,br,,,,,,,,,,,,
@,,e54fe13ee27884524255063aa6fd69e4598a5104,,,"Conflit Cosmique",@,,,1980,Philips,ca,,,,,,,,,,,,
@,,e56b674c832e5a7cad977cc76779548fdd2f338e,,,"War of Nerves",@,,,1981,Philips,"eu,us",,,,,,,,,,,,
@,,e81570282b8ade6b7c0d126c819a95c7011cd063,,,"Power Lords",@,,,1978,Philips,us,,,,,,,,,,,,
@,,e90f2a33e41d9bd4c50e96eacc483bc99e53993b,,,"Verkehrsspiele Traffic Games 1",@,,,1982,"CSV - Philips",de,,,,,,,,,,,,
@,,e9a8996c4fb87120d8620ab8876b90ddb48335db,,,"4 in 1 Row",@,,,1982,Philips,eu,,,,,,,,,,,,
@,,ec364634c2a8160da1916a43246b76d78932be1d,,,Nightfighter,@,,,19xx,@,eu,,,,,,,,,,,,
@,,eca31e4d8a9e198a8661f6b6e63b33c184e9b22b,,,"Shark Hunter",@,,,19xx,Philips,eu,,,,,,,,,,,,
@,,ee456305397ecbd54fffa0bb7a894f53976d2a7c,,,Turtles,@,,,1983,Philips,us,,,,,,,,,,,,
@,,ee5c0471fc192570fe4575ca65882d3d7b85350d,,,"Jumping Acrobats",@,,,1981,Philips,eu,a,"a 1",,,,,,,,,,
@,,f39c9801984f97d5a685a4b7a1accd0164a49b43,,,"Hockey + Soccer",@,,,1981,Philips,"eu,us",,,,,,,,,,,,
@,,f93c448243db428a4c9e2354596844ed07bb7530,,,"Computer Intro",@,,,1980,Philips,us,,,,,,,,,,,,
@,,f9727e6c5a941518187c08e5f5d104460ac3b3e3,,,"The Mousing Cat",@,"Mousing Cat, The",,1983,Philips,eu,,,,,,,,,,,,
@,,fc798f3cf770e8bf5f9a4064b6a4ca66e5a4eb71,,,Smithereens,@,,,1980,Philips,us,,,,,,,,,,,,
@,,fd354b726bd86dcbe97bcc284cf1e09485dd81ac,,,Samurai,@,,,1980,Philips,eu,,,,,,,,,,,,
@,,ff0ebe9efc275011a0534fd98ca1f4112dae3dab,,,"Le Mur Magique",@,"Mur Magique, Le",,1981,Philips,fr,,,,,,,,,,,,
@,,ff92b024ef80919146e822ce947882d0744ac09f,,,"Robot City",@,,,19xx,Philips,eu,,,,,,,,,,,,
@,,ffd525d5c6023409afdcdb2afbda227bc4568304,,,Pachinko,@,,,1981,Philips,"eu,us",,,,,,,,,,,,
