"Group","SHA1","ID","Folder","FileName","Title","[Removed]","Sort Title","Version","Year","Publisher","Zone","DumpStatus","Dump Info","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack","Extra Parameters"
"Blue Print",,1ec1038c030f917863856569ba9888e0783eaad8,,,,,,,1983,"CBS Electronics | Bally Midway",us,b,80033,,,,,,,,@,,,
H.E.R.O.,,1f30acf5babffe9b5123ff6f0fec3ec9337939b0,,,,,,,1984,Activision,us,o,FZ-007,,,,,,,,@,,,
"Bounty Bob Strikes Back!",,1f8b7651379976afae39201361cda708c0121f61,,,,,,$A000,1984,"Big Five Software",us,?,,,,,,,,,@,,,
"Dig Dug",,1fc1dddf5ab581d3f0b2950723509b23392dd811,,,,,,,1983,Atari,us,b,CX5211,,,,,,,,@,,,
"PAM SALT",,2071e69941a10ebec44d0f39e9e43c74b6288fee,,,,,,v1.0,1982,Atari,,o,,,,,,,,,@,,,
"!Public Domain",,2140b60ba5908adcd93851fe860b61c758f835be,,,"Irata's Quest",,,,2002/12/12,"John Swiderski",,?,,,,,,,,,,,,
"Jr. Pac-Man",,231da71f7ce6b99709bbb8995b77ae69ede52222,,,,,,Prototype,1984,Atari,us,b,CX5251,,,,,,,,@,,,
"Super Pac-Man",,238cb448555d8bb5c96aa0354718411e8777c613,,,,,,Prototype,1982,Atari,us,?,,,,,,,,,@,,,
@,,261a10a189f9369ba9215a682fe9a0064f32b14e,,,"Cross Chase",,,@,2020/04/02,"Caruso, Fabrizio",@,@,@,@,@,@,@,@,@,@,@,,,
Frogger,,279211d86c556d90164fb400102dd7ff79feb3b7,,,,,,,1983,"Parker Brothers",us,b,9530,,,,,,,,@,,,
@,,27983e9e5bbcd649cdee00c0d93ec3e052bd2115,,,"Cross Horde",,,@,2021/04/25,"Caruso, Fabrizio",@,@,@,@,@,@,@,@,@,@,@,,,
@,,286e0dab627779eccb7b609755f2f728de949cfa,,,"Cross Chase",,,@,2018/02/03,"Caruso, Fabrizio",@,@,@,@,@,@,@,@,@,@,@,,,
"!Public Domain",,29bc826818f387cb1ea45e35cda84c5b1bc979f8,,,"Irata's Quest",,,,2002/12/23,"John Swiderski",,?,,,,,,,,,,,,
@,,2a7e63b32febf4b99e88d75ba610b38a0a39d8b5,,,"Cross Bomber",,,@,2021/05/13,"Caruso, Fabrizio",@,@,@,@,@,@,@,@,@,@,@,,,
@,,2b43f74db4833272d2048de8fa32b857af8e090f,,,"RealSports Basketball",,,proto,1982/11/05,Atari,us,@,CX5219,@,@,@,@,@,@,@,@,,,
"Carol Shaw's River Raid",,2b8e157b8708eb2d3aefe0154300680642684c33,,,,,,,1983,Activision,us,b,FZ-002,,,,,,,,@,,,
"!Public Domain",,2c546869356bea09e01dbdda26aec4742b983ce9,,,"5200Basic: Hello World",,,,2001,"Johnston, Jeffry | Johnston, Jeffry",,?,,,,,,,,,,,,
"Mr. Do!'s Castle",,2c99d142b42d613905de075c2fad561db2c5efe7,,,,,,,1984,"Parker Brothers",us,b,9420,,,,,,,,@,,,
"Realsports Tennis",,2e6c7472e37926cdfd3d855a4bd37a18fa83d8cf,,,"RealSports Tennis",,,,1986,Atari,us,?,CX5214,,,,,,,,@,,,
"Mountain King",,2e7ae57260624d1f5710d445a0936f0c280a6655,,,,,,,1983,"CBS Electronics",us,?,80083,,,,,,,,@,,,
"Micro-gammon SB",,2f152a857a8a58d602b3c717612d9744423ee495,,,,,,Prototype,1983,Atari,us,?,,,,,,,,,@,,,
Asteroids,,2f1645a868b24301fbeee4f7bcf725a01e511636,,,"Asteroids: Vector Edition",,,,,,,?,,,,,,,,Asteroids,,,,
Meteorites,,32d86a381feff43149b66336dcc4ba2523273228,,,,,,,1983,"Electra Concepts",us,?,,,,,,,,,@,,,
"Looney Tunes Hotel",,337bf6dad1c210f16268f32fc483bbf3d85dd97d,,,,,,Prototype,1983,Atari,us,b,,,,,,,,,@,,,
@,,33a892c51972b1161b7a6ebae2ca792f46555ea8,,,"Cross Chase",,,@,2018/08/04,"Caruso, Fabrizio",@,@,@,@,@,@,@,@,@,@,@,,,
"Space Invaders",,38690f7335fa1c6a61d4fedc5b834c3e50adf015,,,,,,,1982,Atari,us,o,CX5204,,,,,,,,@,,,
"Dig Dug",,387a76ba5912251e2285b7722004ad75e9ede523,,,,,,,1983,Atari,us,?,CX5211,,,,,,,,@,,,
"Robotron 2084",,38f9b99b1357e66d1e89f24254136427e8902ae1,,,,,,,1983,Atari,us,o,CX5225,,,,,,,,@,,,
"Mario Bros.",,39cd2d87c4fefd2fe12a4d6485101235fe55b070,,,,,,,1983,Atari,us,,CX5247,,,,,,,,@,,,
"Miniature Golf",,3d6e153d4e17423e6998659e0bb0149ae3977de6,,,,,,Prototype,1983,Atari,us,b,CX5230,,,,,,,,@,,,
"Frogger II: Threeedeep!",,3d815594cf674694b04bb0ff90bf635d7d402fc2,,,,,,,1984,"Parker Brothers",us,?,9090,,,,,,,,@,,,
"Micro-gammon SB",,3ddf277bb7344b0173182a55bb8df2bd8a2cd6ee,,,,,,Prototype,1983,Atari,us,b,,,,,,,,,@,,,
@,,3fb06a362ad361299080c3e796812b677e2f9bde,,,"Cross Horde",,,@,2021/04/16,"Caruso, Fabrizio",@,@,@,@,@,@,@,@,@,@,@,,,
"Star Trek: Strategic Operations Simulator",,3ff0dbe6359cd0709ed938a78323505b87649067,,,,,,,1983,Sega,us,b,004-02,,,,,,,,@,,,
"Last Starfighter",,4046f60602254a7d86d2a6efd1a330455eaec119,,,,,,Prototype,1984,Atari,us,?,CX5260,,,,,,,,@,,,
Kangaroo,,40a5b74e41b1db01d24cc3556d362546a06cc655,,,,,,,1983,Atari,us,b,CX5229,,,,,,,,@,,,
"Xari Arena",,425fa8284c84253a47b4fc190aea728d22636c1d,,,,,,Prototype,1983,Atari,us,b,,,,,,,,,@,,,
"!Public Domain",,42d1b70c05aa1f6399446259e7d62fa804683e2a,,,"5200Basic: 3-D Maze",,,,2002,"Johnston, Jeffry | Johnston, Jeffry",,?,,,,,,,,,,,,
"Yellow Submarine",,4342cb2edaf69fd5da213b84d487a0491856c705,,,,,,Prototype,1982,Atari,us,o,,,,,,,,,@,,,
"Blue Print",,4475d737497369415d10040f075d529ad7c6d9a5,,,,,,,1983,"CBS Electronics | Bally Midway",us,b,80033,,,,,,,,@,,,
Defender,,44f6dbf5013a70e646d5c5232981d517069fc449,,,,,,,1982,Atari,us,?,CX5218,,,,,,,,@,,,
"Blue Print",,46958241e9619a5ab34a493ac19c1b417bf67514,,,,,,,1983,"CBS Electronics | Bally Midway",us,o,80033,,,,,,,,@,,,
"Final Legacy",,48625af4f3e9fe538dab2a0b463887fc8c6b138d,,,,,,Prototype,1984/02/23,Atari,us,?,CX5256,,,,,,,,@,,,
"Bounty Bob Strikes Back!",,490b93950537c04ed28a9551a95475a22e1cc891,,,,,,Merged,1984,"Big Five Software",us,?,,,,,,,,,@,,,
"Wizard of Wor",,49debdf3c133fde9905d6d9137da5d8dff8d6283,,,,,,,1983,"CBS Electronics",us,?,80003,,,,,,,,@,,,
Zaxxon,,4a4c4a25c8ed1b0ae79ca22684d7d311a564a7b5,,,,,,,1984,Sega,us,?,008-02,,,,,,,,@,,,
"Missile Command",,4af5825b38cfc49f55e4ca03e0ae7bd3b8f46c9c,,,,,,,1982,Atari,us,b,CX5202,,,,,,,,@,,,
"Quest for Quintana Roo",,4bbbf5ea988440d9613322062bb19e2066513574,,,,,,,1984,Sunrise,us,o,1603,,,,,,,,@,,,
"Realsports Soccer",,4c05cd4bea310a580eda58a919a0861756d309ea,,,"RealSports Soccer",,,,1983,Atari,us,b,CX5213,,,,,,,,@,,,
@,,4e022e101d7346a0a8618018372740e7333b4a36,,,"Castle Crisis",,,@,2004,"Edewaard, Bryan",us,@,@,@,@,@,@,@,@,@,@,,,
Pengo,,4ff603fad1f2c49c3f1b525725cefa1ef2c5748b,,,,,,,1983,Atari,us,b,CX5236,,,,,,,,@,,,
"Realsports Baseball",,510ccb20df2ecdbe7f8373de6a9fc11493e8c3f2,,,"Barroom Baseball",,,Prototype,1983,Atari,us,?,,,,,,,,,@,,,
"Mario Bros.",,518d3409b07840547a3d731ddea85e42e7dabb4a,,,,,,,1983,Atari,us,b,CX5247,,,,,,,,@,,,
"Xari Arena",,519d5a07cb609787840035a0f2175bf666f52e8a,,,,,,Prototype,1983,Atari,us,b,,,,,,,,,@,,,
Boogie,,5236bc13e4b06d2e16d70b0a0c98588e1726da0c,,,,,,Prototype,198x,Atari,us,?,,,,,,,,,@,,,
Q*bert,,524133e9a5eabd1a6d534847effd23469e90acea,,,,,,,1983,"Parker Brothers",us,o,9500,,,,,,,,@,,,
"Castle Blast",,527d478832df8b06a7b2208a255d950f865d59df,,,,,,Demo,2002,"Habot, Ronen",us,?,CX5280,,,,,,,,@,,,
"Realsports Soccer",,53533275d3cf8ce64399c11f3e798f375f07af7b,,,"RealSports Soccer",,,,1983,Atari,us,,CX5213,,,,,,,,@,,,
Zenji,,55da563b4394508c23d866fb1e543262fb45536d,,,,,,,1984,Activision,us,?,FZ-010,,,,,,,,@,,,
"Frogger II: Threeedeep!",,5644f3d7e68379d7162ddec30cfbe160688e660c,,,,,,,1984,"Parker Brothers",us,o,9090,,,,,,,,@,,,
Beamrider,,57254ee0e3d154635433713dbfdfdd157b59f76e,,,,,,,1983,Activision,us,o,FZ-009,,,,,,,,@,,,
"Star Raiders",,57dfc22c9805555f957ed51a2dc7bf35ad00c9d9,,,,,,,1982,Atari,us,?,CX5202,,,,,,,,@,,,
Berzerk,,58541271ed2e5105c9c4ef0edd59787e351a7673,,,,,,,1983,Atari,us,o,CX5221,,,,,,,,@,,,
"Jr. Pac-Man",,585f3d24c508f6ed101a7b040013c5dd183c6c81,,,,,,Prototype,1984,Atari,us,?,CX5251,,,,,,,,@,,,
Gorf,,587f6db470a8524e5c5ee8000aab54ec2b6c18cb,,,,,,,1983,"CBS Electronics | Bally Midway",,o,80013,,,,,,,,@,,,
Millipede,,5a91f331c2a073c2f968bb5ad4ff23db43ca4ff5,,,,,,Prototype,1984,Atari,us,o,CX5248,,,,,,,,@,,,
"Space Shuttle: Journey Into Space",,5ae20e767d9819fe601f3b1ea6d4506ae2f2ceef,,,,,,,1983,Activision,us,?,FZ-012,,,,,,,,@,,,
Pitfall!,,5b39c6bbff1b5a38236d59e7bf68f9605654d985,,,,,,,1982,Activision,,?,,,,,,,,"Two Port",,,,
"Congo Bongo",,5c4e6dc4298628cbd7a0ef869d73f5d9b6b9efc1,,,,,,,1983,Sega,us,b,006-02,,,,,,,,@,,,
@,,5c55cc7d3f8dd30efc24a37697a0be6372a7c267,,,RatCatcher,,,"NTSC | GPL",2016/06,"Witmer, Ryan",@,@,@,@,@,@,@,@,@,@,@,,,
"!Public Domain",,5c84c1d0a33b997333df79451611eb88bd1842ff,,,"5200Basic: Missile",,,,2002,"Johnston, Jeffry | Johnston, Jeffry",,?,,,,,,,,,,,,
"Missile Command",,5c8ec22e131810ccac08066ca96e9944ccfa4ecb,,,,,,,1982,Atari,us,?,CX5202,,,,,,,,@,,,
Diagnostics,,5cc3b4245faf01c30f77ac20b0b4940f4f8f83d8,,,"PAM Diag",,,v2.0,1982,Atari,,?,,,,,,,,,@,,,
"!Public Domain",,5d2821316b89c45f502af06276abaa4051e987bb,,,"5200Basic: 99 Bottles of Beer",,,,2001,"Johnston, Jeffry | Johnston, Jeffry",,?,,,,,,,,,,,,
Frogger,,5dcba2e5791812fa381ea7a192db38b937b19434,,,,,,,1983,"Parker Brothers",us,o,9530,,,,,,,,@,,,
"Sport Goofy",,5f0354d8792d652313e5a0fa5d395e091c801d97,,,,,,Prototype,1983,Atari,us,?,CX5237,,,,,,,,@,,,
"Robotron 2084",,5f29df45a68ab2be0b9e71118834a2011b1688be,,,,,,,1983,Atari,us,o,CX5225,,,,,,,,@,,,
Pac-Man,,618c91ba081840d54fe205ccd1d8d048af86942b,,,,,,,1982,Atari,us,b,CX5208,,,,,,,,@,,,
Zaxxon,,621356518f216291a7b4cabc0e1806b75f1c54a2,,,,,,,1984,Sega,us,b,008-02,,,,,,,,@,,,
"!Public Domain",,626b398cc2103db6e6b57027e5091d0755506236,,,DEBUG52,,,v1.10,2002/03,"Johnston, Jeffry",,?,,,,,,,,,@,,,
Boogie,,6425d1e2409a6ee62ee64a0300c8c7388da8f318,,,,,,Prototype,198x,Atari,us,o,,,,,,,,,@,,,
"Super Breakout",,657d01bf47730398349af04e7fcbed696017e83c,,,,,,,1982,Atari,us,b,CX5203,,,,,,,,@,,,
"Adventure II",,67406cb5da7ea52d439fa191a8f372b693a1fcee,,,,,,Demo,2002,"Lloyd, Ron",,?,,,,,,,,,,,,
"Astro Chase",,67e405c37e55dec4071018e8166ab4faf9f21df5,,,,,,,1983,"Parker Brothers",us,?,9560,,,,,,,,@,,,
Spitfire,,688133761c462d6865bf673ed298b4d828120940,,,,,,Prototype,1984,Atari,us,?,,,,,,,,,@,,,
"Frisky Tom",,69dcc8f59ca449f13dc896b4b29b534762d97064,,,,,,Prototype,1982,Atari,us,?,,,,,,,,,@,,,
"David Crane's Pitfall II: Lost Caverns",,69e4d56e1b202824f602f5e320dfc5d23cb4ba2e,,,,,,,1984,Activision,us,o,FZ-011,,,,,,,,@,,,
@,,6ad7a1e8c9fad486fbec9498cb48bf5bc3adc530,,,"Atari 5200 BIOS",,,@,1982,Atari,@,@,@,@,@,@,@,@,@,@,@,,,
Kangaroo,,6ba0d478c6b16f67422a7c370d78739c4e505586,,,,,,,1983,Atari,us,o,CX5229,,,,,,,,@,,,
Popeye,,6bb08ce601efcd89be0f7a6de74ade07579c3dc7,,,,,,,1984,"Parker Brothers",us,b,9510,,,,,,,,@,,,
Vanguard,,6c633de50e6cc0c0c40061cd24e6f78f552a438f,,,,,,,1983,Atari,us,?,CX5216,,,,,,,,@,,,
"!Public Domain",,6c91197fad5f47e4bcc50241520a0dca270cf656,,,"5200 Doom",,,,2002/07,"Johnston, Jeffry",,?,,,,,,,,,@,,,
@,,6d2fd36437d818c20a7e4881e4252c57c79d2d89,,,"Cross Chase",,,@,2018/07/19,"Caruso, Fabrizio",@,@,@,@,@,@,@,@,@,@,@,,,
"Up N' Down 5200 Conversion",,6e040fe026b1f8af9cd7808304a5d2c10885858e,,,,,,,2004,Sega,,?,,,,,,,,,,,,
Defender,,6e589c0d8ad9f278e7725d4b92528231e6a6e4b6,,,,,,,1982,Atari,us,b,CX5218,,,,,,,,@,,,
"Super Cobra",,6f3c94fca88459cc2a3ec56d643edfddde8c2d21,,,,,,,1983,"Parker Brothers",us,o,9550,,,,,,,,@,,,
"Mountain King",,6f716bbf3c340e546a23f55ea312d45e4225029f,,,,,,,1983,"CBS Electronics",us,o,80083,,,,,,,,@,,,
"!Public Domain",,704e743023ca98b8a61ba8bc0a7ffed67c597ece,,,"Jum's Pong",,,,2000,Jum,,?,,,,,,,,,@,,,
Kangaroo,,708df3437f75064fbd1631a566ba9a91a36f8a01,,,,,,,1983,Atari,us,b,CX5229,,,,,,,,@,,,
Galaxian,,71a6ad7d5b3022ad7b82fdaa26438199317a5cb7,,,,,,,1982,Atari,us,o,CX5206,,,,,,,,@,,,
"!Public Domain",,74b298df85cdf128e866988cbb7369ae4a3ccdae,,,"Crystal Castles",,,V0.6,2002,"Clay Cowgill",,?,,,,,,,,,,,,
@,,77a38fc951a9772833d84627a59ab9597e0de2d4,,,"Shooting Gallery",,,@,2012,"Mihai, Sebastian",@,@,@,@,@,@,@,@,@,@,@,,,
QIX,,786cdf54d1625e0d3ea8814506fdeeba5e4ece48,,,Qix,,,,1982,Atari,us,?,CX5221,,,,,,,,@,,,
QIX,,79c83e3c5c61ab95c11efc389d38089ffe47aab5,,,Qix,,,,1982,Atari,us,b,CX5221,,,,,,,,@,,,
"Dig Dug",,79e746524520da546249149c33614fc23a4f2a51,,,,,,,1983,Atari,,b,,,,,,,,,,,,
@,,7dd38de4568ba26a2420aae146308f227a594328,,,"Cross Chase",,,@,2018/05/19,"Caruso, Fabrizio",@,@,@,@,@,@,@,@,@,@,@,,,
"Montezuma's Revenge featuring Panama Joe",,7e2a05625598c7e6615f969aa695e64315cd9846,,,,,,,1984,"Parker Brothers",us,?,9460,,,,,,,,@,,,
"Blue Print",,7f9cc441c4d37b62e24ae7f053bf8e7af0b5b92f,,,,,,,1983,"CBS Electronics | Bally Midway",us,b,80033,,,,,,,,@,,,
Zenji,,7faf5222837b2eb348c0e07936f966db3ba9309b,,,,,,,1984,Activision,us,o,FZ-010,,,,,,,,@,,,
Gorf,,80926bb270ea66cb5cacc379de1fc16d8a3d814b,,,,,,,1983,"CBS Electronics | Bally Midway",us,?,80013,,,,,,,,@,,,
"Sport Goofy",,81a391fbc37349fcec6ed7813e53b0febec76d4d,,,,,,Prototype,1983,Atari,us,b,CX5237,,,,,,,,@,,,
"Super Cobra",,8205093f5fb1fdf0ccb71d667ea0a3849fb0a0f2,,,,,,,1983,"Parker Brothers",us,?,9550,,,,,,,,@,,,
"Super Pac-Man",,857ad66951e118009c5ccfa7e4fb0f885ab88e8a,,,,,,Prototype,1982,Atari,,?,,,,,,,,1,,,,
Tempest,,85fcea0a4d4d1f22437801c96229ba96e0f6b711,,,,,,Prototype,1983,Atari,us,!,CX5220,,,,,,,,@,,,
Frogger,,866bd3740e142e83797d76824345261b25741830,,,,,,,1983,"Parker Brothers",us,b,9530,,,,,,,,@,,,
"Sport Goofy",,86ce1d1ac92484b2604dc9c17905d99efecd56fa,,,,,,Prototype,1983,Atari,us,b,CX5237,,,,,,,,@,,,
"Realsports Football",,885c5a2f490e304c9b293a691096589783645803,,,"RealSports Football",,,,1982,Atari,us,b,CX5207,,,,,,,,@,,,
"Dreadnaught Factor",,894282d22bfc24469c0d16484a2a72bfc850b4e5,,,,,,,1983,Activision,us,o,FZ-005,,,,,,,,@,,,
"K-Razy Shoot-Out",,8ab1e1db2fb042e9e463292e0b9e18082c325296,,,,,,,1982,CBS,,?,,,,,,,,"Two Port",,,,
"Xari Arena",,8b5512d3d2a952c99b9377919f0e06481161d81e,,,,,,Prototype,1983,Atari,us,?,,,,,,,,,@,,,
@,,8eefee452517cb1d1855c7a5d4b638f7e8461fe8,,,Intellidiscs,,,"NTSC | GPL",2021/05,"Witmer, Ryan",@,@,@,@,@,@,@,@,@,@,@,,,
@,,90ac425a55606d5ba9dd1eced182ffd734a9b0a6,,,"Cross Chase",,,@,2018/04/15,"Caruso, Fabrizio",@,@,@,@,@,@,@,@,@,@,@,,,
Boogie,,9115686a6c617f2d359715dd1d0cab126a3537aa,,,,,,Prototype,198x,Atari,us,o,,,,,,,,,@,,,
"Robotron 2084",,9175e6daca58102ac8b9729d7b0336cf09977d12,,,,,,,1983,Atari,us,?,CX5225,,,,,,,,@,,,
"Moon Patrol",,91d30c5922d3f03528ff1b15f76788eded5d4604,,,,,,,1983,Atari,us,o,CX5241,,,,,,,,@,,,
"Rescue on Fractalus!",,9253d7286cf87999474b37df242ba23b4358ef4a,,,,,,,1986,"Atari | Lucasfilm",us,?,CX5254,,,,,,,,@,,,
"Koffi: Yellow Kopter",,92db4db418c3324ee09e8cd6d8f8e4fce88dd390,,,FireFight,,,"Koffi Yellow Kopter Demo",2002,"Lloyd, Ron",,?,,,,,,,,,,,,
"Mountain King",,950f3843180907571b3e044339a8ccf8a6fa62f5,,,,,,,1983,"CBS Electronics",us,o,80083,,,,,,,,@,,,
"Koffi: Yellow Kopter",,9547c56e2951e1b3a713b0b99d3edb43c9d3cdd8,,,,,,"Demo-Feb 24",2002,"Lloyd, Ron",us,?,RL5201,,,,,,,,@,,,
"Miner 2049er starring Bounty Bob",,95edf282c2cef2f8a0eeeca38146f8f708c7d521,,,,,,,1983,"Big Five Software",us,o,BF1912,,,,,,,,@,,,
"!Public Domain",,96efcc48d91a2d0ee05ad05978652879b0947af4,,,"Irata's Quest",,,,2002/12/16,"John Swiderski",,?,,,,,,,,,,,,
@,,9b21ac7fec8d556585c6970231318ef1f501b2b5,,,"RealSports Basketball",,,@,1983,Atari,us,@,CX5219,@,@,@,@,@,@,@,@,,,
"Black Belt",,9b7ecd444b6239442ef1f54cd8e14c294c064da2,,,,,,Prototype,1983/01/06,Atari,us,?,CX5231,,,,,,,,@,,,
Gremlins,,9c15e327ab32defbbb0be5eb10fccf3337c000bf,,,,,,,1986,Atari,us,b,CX5257,,,,,,,,@,,,
@,,9cb28e90f6c65338f4e986504c45f3738fea902f,,,"Magical Fairy Force",,,"NTSC | GPL",2020/10,"Witmer, Ryan",@,@,@,@,@,@,@,@,@,@,@,,,
"Track and Field",,9dfbb5d8b77504c66ce3ac4382daf79820393dd8,,,,,,Prototype,1984,Atari,us,?,CX5258,,,,,,,,@,,,
"Realsports Basketball",,9edb066a37ca7657979952c946ab89be7926f4f8,,,"RealSports Basketball",,,Prototype,1983/10/31,Atari,us,?,CX5219,,,,,,,,@,,,
