"Group","SHA1","ID","Folder","FileName","Title","Media Filename","Sort Title","Version","Year","Publisher","Zone","DumpStatus","Dump Info","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack","Extra Parameters"
005,,005,,,,005,,,,,,,,,,,,,,,,,,
1941,,1941u,,,"1941: Counter Attack","1941 - Counter Attack",,"(USA 900227)",,,us,,,,,,,,,,,,,
1942,,1942,,,,1942,,"(Revision B)",,,,,,,,,,,,,,,,
1942,,1942a,,,,1942,,"(Revision A)",,,,,,,,,,,,,,,,
1942,,1942abl,,,,1942,,"(Revision A, bootleg)",,,,,,,,,Bootleg,,,,,,,
1942,,1942b,,,,1942,,"(First Version)",,,,,,,,,,,,,,,,
1942,,1942h,,,"Supercharger 1942","Supercharger 1942",,,,,,,,,,,,,,,,,,
1942,,1942p,,,,1942,,"(Tecfri PCB, bootleg?)",,,,,,,,,Bootleg,,,,,,,
1942,,1942w,,,,1942,,"(Williams Electronics license)",,,,,,,,,,,,,,,,
1943,,1943,,,"1943: The Battle of Midway","1943 - The Battle of Midway",,(Euro),,,eu,,,,,,,,,,,,,
1943,,1943b,,,"1943: Battle of Midway","1943 - Battle of Midway",,"(bootleg, hack of Japan set)",,,jp,,,,,,Bootleg,,,,,,,
1943,,1943bj,,,"1943: Midway Kaisen","1943 - Midway Kaisen",,(bootleg),,,,,,,,,Bootleg,,,,,,,
1943,,1943j,,,"1943: Midway Kaisen","1943 - Midway Kaisen",,"(Japan, Rev B)",,,jp,,,,,,,,,,,,,
1943,,1943ja,,,"1943: Midway Kaisen","1943 - Midway Kaisen",,(Japan),,,jp,,,,,,,,,,,,,
1943,,1943jah,,,"1943: Midway Kaisen","1943 - Midway Kaisen",,"(Japan, no protection hack)",,,jp,,,,,,,,,,,,,
1943kai,,1943kai,,,"1943 Kai: Midway Kaisen","1943 Kai - Midway Kaisen",,(Japan),,,jp,,,,,,,,,,,,,
1943mii,,1943mii,,,"1943: The Battle of Midway Mark II","1943 - The Battle of Midway Mark II",,(US),,,us,,,,,,,,,,,,,
1943,,1943u,,,"1943: The Battle of Midway","1943 - The Battle of Midway",,"(US, Rev C)",,,us,,,,,,,,,,,,,
1943,,1943ua,,,"1943: The Battle of Midway","1943 - The Battle of Midway",,(US),,,us,,,,,,,,,,,,,
1944,,1944,,,"1944: The Loop Master","1944 - The Loop Master",,"(USA 000620)",,,us,,,,,,,,,,,,,
1944,,1944d,,,"1944: The Loop Master","1944 - The Loop Master",,"(USA 000620 Phoenix Edition) (bootleg)",,,us,,,,,,Bootleg,,,,,,,
1944,,1944j,,,"1944: The Loop Master","1944 - The Loop Master",,"(Japan 000620)",,,jp,,,,,,,,,,,,,
1945kiii,,1945kiii,,,"1945k III","1945k III",,"(newer, OPCX2 PCB)",,,,,,,,,,,,,,,,
1945kiii,,1945kiiin,,,"1945k III","1945k III",,"(newer, OPCX1 PCB)",,,,,,,,,,,,,,,,
1945kiii,,1945kiiio,,,"1945k III","1945k III",,"(older, OPCX1 PCB)",,,,,,,,,,,,,,,,
39in1,,19in1,,,"19 in 1 MAME bootleg","19 in 1 MAME bootleg",,,,,,,,,,,,,,,,,,
19xx,,19xx,,,"19XX: The War Against Destiny","19XX - The War Against Destiny",,"(Euro 960104)",,,eu,,,,,,,,,,,,,
19xx,,19xxa,,,"19XX: The War Against Destiny","19XX - The War Against Destiny",,"(Asia 960104)",,,xa,,,,,,,,,,,,,
19xx,,19xxar1,,,"19XX: The War Against Destiny","19XX - The War Against Destiny",,"(Asia 951207)",,,xa,,,,,,,,,,,,,
19xx,,19xxb,,,"19XX: The War Against Destiny","19XX - The War Against Destiny",,"(Brazil 951218)",,,br,,,,,,,,,,,,,
19xx,,19xxd,,,"19XX: The War Against Destiny","19XX - The War Against Destiny",,"(USA 951207 Phoenix Edition) (bootleg)",,,us,,,,,,Bootleg,,,,,,,
19xx,,19xxh,,,"19XX: The War Against Destiny","19XX - The War Against Destiny",,"(Hispanic 951218)",,,,,,,,,,,,,,,,
19xx,,19xxj,,,"19XX: The War Against Destiny","19XX - The War Against Destiny",,"(Japan 960104, yellow case)",,,jp,,,,,,,,,,,,,
19xx,,19xxjr1,,,"19XX: The War Against Destiny","19XX - The War Against Destiny",,"(Japan 951225)",,,jp,,,,,,,,,,,,,
19xx,,19xxjr2,,,"19XX: The War Against Destiny","19XX - The War Against Destiny",,"(Japan 951207)",,,jp,,,,,,,,,,,,,
19xx,,19xxu,,,"19XX: The War Against Destiny",@,@,"(USA 951207)",@,@,us,@,@,@,@,@,,@,@,@,,,,
1on1gov,,1on1gov,,,"1 on 1 Government","1 on 1 Government",,(Japan),,,jp,,,,,,,,,,,,,
2001tgm,,2001tgm,,,"2001: The Game Machine",@,@,,@,@,@,@,@,@,@,@,,@,@,@,,,,
2020bb,,2020bb,,,"2020 Super Baseball","2020 Super Baseball",,"(set 1)",,,,,,,,,,,,,,,,
2020bb,,2020bba,,,"2020 Super Baseball","2020 Super Baseball",,"(set 2)",,,,,,,,,,,,,,,,
2020bb,,2020bbh,,,"2020 Super Baseball","2020 Super Baseball",,"(set 3)",,,,,,,,,,,,,,,,
20pacgal,,20pacgal,,,"Ms. Pac-Man/Galaga - 20th Anniversary Class of 1981 Reunion","Ms. Pac-Man%Galaga - 20th Anniversary Class of 1981 Reunion",,(V1.08),,,,,,,,,,,,,,,,
20pacgal,,20pacgalr0,,,"Ms. Pac-Man/Galaga - 20th Anniversary Class of 1981 Reunion","Ms. Pac-Man%Galaga - 20th Anniversary Class of 1981 Reunion",,(V1.00),,,,,,,,,,,,,,,,
20pacgal,,20pacgalr1,,,"Ms. Pac-Man/Galaga - 20th Anniversary Class of 1981 Reunion","Ms. Pac-Man%Galaga - 20th Anniversary Class of 1981 Reunion",,(V1.01),,,,,,,,,,,,,,,,
20pacgal,,20pacgalr2,,,"Ms. Pac-Man/Galaga - 20th Anniversary Class of 1981 Reunion","Ms. Pac-Man%Galaga - 20th Anniversary Class of 1981 Reunion",,(V1.02),,,,,,,,,,,,,,,,
20pacgal,,20pacgalr3,,,"Ms. Pac-Man/Galaga - 20th Anniversary Class of 1981 Reunion","Ms. Pac-Man%Galaga - 20th Anniversary Class of 1981 Reunion",,(V1.03),,,,,,,,,,,,,,,,
20pacgal,,20pacgalr4,,,"Ms. Pac-Man/Galaga - 20th Anniversary Class of 1981 Reunion","Ms. Pac-Man%Galaga - 20th Anniversary Class of 1981 Reunion",,(V1.04),,,,,,,,,,,,,,,,
21064,,21064,,,"DEC Alpha 21064",@,@,,@,@,@,@,@,@,@,@,,@,@,@,,,,
22vp931,,22vp931,,,"Philips 22VP931","Philips 22VP931",,,,,,,,,,,,,,,,,,
22vp932,,22vp932,,,"Philips 22VP932",@,@,,@,@,@,@,@,@,@,@,,@,@,@,,,,
24_150,,24_130,,,"24 v1.30","24 v1.30",,,,,,,,,,,,,,,,,,
24_150,,24_140,,,"24 v1.40","24 v1.40",,,,,,,,,,,,,,,,,,
24_150,,24_144,,,"24 v1.44","24 v1.44",,,,,,,,,,,,,,,,,,
24_150,,24_150,,,"24 v1.50","24 v1.50",,,,,,,,,,,,,,,,,,
24c01,,24c01,,,"24C01 I2C Memory",@,@,,@,@,@,@,@,@,@,@,,@,@,@,,,,
24c02,,24c02,,,"24C02 I2C Memory",@,@,,@,@,@,@,@,@,@,@,,@,@,@,,,,
24c08,,24c08,,,"24C08 I2C Memory",@,@,,@,@,@,@,@,@,@,@,,@,@,@,,,,
24c16,,24c16,,,"24C16 I2C Memory",@,@,,@,@,@,@,@,@,@,@,,@,@,@,,,,
24c16a,,24c16a,,,"24C16A I2C Memory",@,@,,@,@,@,@,@,@,@,@,,@,@,@,,,,
24c64,,24c64,,,"24C64 I2C Memory",@,@,,@,@,@,@,@,@,@,@,,@,@,@,,,,
24cdjuke,,24cdjuke,,,"Midcoin Juke Box 24CD","Midcoin Juke Box 24CD",,,,,,,,,,,,,,,,,,
25pacman,,25pacman,,,"Pac-Man - 25th Anniversary Edition","Pac-Man - 25th Anniversary Edition",,"(Rev 3.00)",,,,,,,,,,,,,,,,
25pacman,,25pacmano,,,"Pac-Man - 25th Anniversary Edition","Pac-Man - 25th Anniversary Edition",,"(Rev 2.00)",,,,,,,,,,,,,,,,
28010,,28010,,,"Parallel EEPROM 28010",@,@,(131072x8),@,@,@,@,@,@,@,@,,@,@,@,,,,
28020,,28020,,,"Parallel EEPROM 28020",@,@,(262144x8),@,@,@,@,@,@,@,@,,@,@,@,,,,
2804,,2804,,,"Parallel EEPROM 2804",@,@,(512x8),@,@,@,@,@,@,@,@,,@,@,@,,,,
28040,,28040,,,"Parallel EEPROM 28040",@,@,(524288x8),@,@,@,@,@,@,@,@,,@,@,@,,,,
280zzzap,,280zzzap,,,280-ZZZAP,280-ZZZAP,,,,,,,,,,,,,,,,,,
2816,,2816,,,"Parallel EEPROM 2816",@,@,(2048x8),@,@,@,@,@,@,@,@,,@,@,@,,,,
28256,,28256,,,"Parallel EEPROM 28256",@,@,(32768x8),@,@,@,@,@,@,@,@,,@,@,@,,,,
28512,,28512,,,"Parallel EEPROM 28512",@,@,(65536x8),@,@,@,@,@,@,@,@,,@,@,@,,,,
2864,,2864,,,"Parallel EEPROM 2864",@,@,(8192x8),@,@,@,@,@,@,@,@,,@,@,@,,,,
2joysnd,,2joysnd,,,"PET Dual Joysticks and Sound",@,@,,@,@,@,@,@,@,@,@,,@,@,@,,,,
2mindril,,2mindril,,,"Two Minute Drill","Two Minute Drill",,"(Ver 2.93A 1994/02/16)",,,,,,,,,,,,,,,,
2spicy,,2spicy,,,"2 Spicy",@,@,,@,@,@,@,@,@,@,@,,@,@,@,,,,
30test,,30test,,,"30 Test","30 Test",,(Remake),,,,,,,,,,,,,,,,
315_5296,,315_5296,,,"Sega 315-5296 I/O",@,@,,@,@,@,@,@,@,@,@,,@,@,@,,,,
315_5338a,,315_5338a,,,"Sega 315-5338A I/O Controller",@,@,,@,@,@,@,@,@,@,@,,@,@,@,,,,
315_5641_pcm,,315_5641_pcm,,,"Sega 315-5641 PCM",@,@,,@,@,@,@,@,@,@,@,,@,@,@,,,,
315_5649,,315_5649,,,"Sega 315-5649 I/O Controller",@,@,,@,@,@,@,@,@,@,@,,@,@,@,,,,
32x,,32x,,,"Genesis with 32X","Genesis with 32X",,"(USA, NTSC)",,,us,,,,,,,,,,,,,
32x_scd,,32x_mcd,,,"Mega-CD with 32X","Mega-CD with 32X",,"(Europe, PAL)",,,eu,,,,,,,,,,,,,
32x_scd,,32x_mcdj,,,"Mega-CD with 32X","Mega-CD with 32X",,"(Japan, NTSC)",,,jp,,,,,,,,,,,,,
32x_scd,,32x_scd,,,"Sega CD with 32X","Sega CD with 32X",,"(USA, NTSC)",,,us,,,,,,,,,,,,,
32x,,32xe,,,"Mega Drive with 32X",@,@,"(Europe, PAL)",@,@,eu,@,@,@,@,@,,@,@,@,,,,
32x,,32xj,,,"Mega Drive with 32X",@,@,"(Japan, NTSC)",@,@,jp,@,@,@,@,@,,@,@,@,,,,
ngen,,386i,,,386i,386i,,,,,,,,,,,,,,,,,,
ibm5170,,386sc,,,"386 SC Rev A2",@,@,,@,@,@,@,@,@,@,@,,@,@,@,,,,
ibm5170,,386sc2c,,,"386 motherboard using the Symphony chipset",@,@,,@,@,@,@,@,@,@,@,,@,@,@,,,,
39in1,,39in1,,,"39 in 1 MAME bootleg","39 in 1 MAME bootleg",,,,,,,,,,,,,,,,,,
3b1,,3b1,,,"UNIX PC Model 3B1","UNIX PC Model 3B1",,,,,,,,,,,,,,,,,,
3bagflvt,,3bagflnz,,,"3 Bags Full","3 Bags Full",,"(3VXFC5345, New Zealand)",,,nz,,,,,,,,,,,,,
3bagflvt,,3bagflvt,,,"3 Bags Full","3 Bags Full",,"(5VXFC790, Victoria)",,,,,,,,,,,,,,,,
3c505,,3c505,,,"3Com EtherLink Plus","3Com EtherLink Plus",,,,,,,,,,,,,,,,,,
3countb,,3countb,,,"3 Count Bout / Fire Suplex","3 Count Bout % Fire Suplex",,"(NGM-043 ~ NGH-043)",,,,,,,,,,,,,,,,
3do,,3do,,,,3do,,(NTSC),,,,,,,,,,,,,,,,
3do_m2,,3do_m2,,,"3DO M2",,,,,,,,,,,,,,,,,,,
3do,,3do_pal,,,,@,@,(PAL),@,@,@,@,@,@,@,@,,@,@,@,,,,
3dobios,,3dobios,,,"3DO Bios","3DO Bios",,,,,,,,,,,,,,,,,,
3in1semi,,3in1semi,,,"New HyperMan","New HyperMan",,"(3-in-1 with Cookie & Bibi & HyperMan)",,,,,,,,,,,,,,,,
3kokushi,,3kokushi,,,Sankokushi,Sankokushi,,(Japan),,,jp,,,,,,,,,,,,,
3lilpigs,,3lilpigs,,,"3 Lil' Pigs","3 Lil' Pigs",,,,,,,,,,,,,,,,,,
3on3dunk,,3on3dunk,,,"3 On 3 Dunk Madness","3 On 3 Dunk Madness",,"(US, prototype? 1997/02/04)",,,us,,,,,,,,,,,,,
3stooges,,3stooges,,,"The Three Stooges In Brides Is Brides","The Three Stooges In Brides Is Brides",,"(set 1)",,,,,,,,,,,,,,,,
3stooges,,3stoogesa,,,"The Three Stooges In Brides Is Brides","The Three Stooges In Brides Is Brides",,"(set 2)",,,,,,,,,,,,,,,,
3super8,,3super8,,,"3 Super 8","3 Super 8",,(Italy),,,it,,,,,,,,,,,,,
3wishrd,,3wishrd,,,"Three Wishes Red","Three Wishes Red",,"(Russia) (Atronic)",,,ru,,,,,,,,,,,,,
3wonders,,3wonders,,,"Three Wonders","Three Wonders",,"(World 910520)",,,xw,,,,,,,,,,,,,
3wonders,,3wondersb,,,"Three Wonders","Three Wonders",,(bootleg),,,,,,,,,Bootleg,,,,,,,
3wonders,,3wondersh,,,"Three Wonders","Three Wonders",,(hack),,,,,,,,,,,,,,,,
3wonders,,3wondersr1,,,"Three Wonders","Three Wonders",,"(World 910513)",,,xw,,,,,,,,,,,,,
3wonders,,3wondersu,,,"Three Wonders","Three Wonders",,"(USA 910520)",,,us,,,,,,,,,,,,,
3x3puzzl,,3x3puzzl,,,"3X3 Puzzle","3X3 Puzzle",,(Enterprise),,,,,,,,,,,,,,,,
3x3puzzl,,3x3puzzla,,,"3X3 Puzzle","3X3 Puzzle",,(Normal),,,,,,,,,,,,,,,,
4004clk,,4004clk,,,"4004 Nixie Clock","4004 Nixie Clock",,,,,,,,,,,,,,,,,,
40love,,40love,,,Forty-Love,Forty-Love,,(World),,,xw,,,,,,,,,,,,,
40love,,40lovej,,,Forty-Love,Forty-Love,,(Japan),,,jp,,,,,,,,,,,,,
47pie2,,47pie2,,,"Idol Janshi Suchie-Pai II",,,(v1.1),,,,,,,,,,,,,,,,
47pie2,,47pie2o,,,"Idol Janshi Suchie-Pai II",,,(v1.0),,,,,,,,,,,,,,,,
ibm5170,,486ccv,,,486-CCV,@,@,,@,@,@,@,@,@,@,@,,@,@,@,,,,
39in1,,48in1,,,"48 in 1 MAME bootleg","48 in 1 MAME bootleg",,"(set 1, ver 3.09)",,,,,,,,,,,,,,,,
39in1,,48in1a,,,"48 in 1 MAME bootleg","48 in 1 MAME bootleg",,"(set 3, ver 3.02)",,,,,,,,,,,,,,,,
39in1,,48in1b,,,"48 in 1 MAME bootleg","48 in 1 MAME bootleg",,"(set 2, ver 3.09, alt flash)",,,,,,,,,,,,,,,,
4d20,,4d20,,,"Personal IRIS 4D/20",@,@,,@,@,@,@,@,@,@,@,,@,@,@,,,,
4d25,,4d25,,,"Personal IRIS 4D/25",@,@,,@,@,@,@,@,@,@,@,,@,@,@,,,,
4d30,,4d30,,,"Personal IRIS 4D/30",@,@,,@,@,@,@,@,@,@,@,,@,@,@,,,,
4d35,,4d35,,,"Personal IRIS 4D/35",@,@,,@,@,@,@,@,@,@,@,,@,@,@,,,,
4d410,,4d410,,,4D/410,@,@,,@,@,@,@,@,@,@,@,,@,@,@,,,,
4dwarrio,,4dwarrio,,,"4-D Warriors","4-D Warriors",,(315-5162),,,,,,,,,,,,,,,,
4enlinea,,4enlinea,,,"Cuatro en Linea","Cuatro en Linea",,,,,,,,,,,,,,,,,,
4enlinea_cga,,4enlinea_cga,,,"ISA8 CGA - 4enlinea",@,@,,@,@,@,@,@,@,@,@,,@,@,@,,,,
4enraya,,4enraya,,,"4 En Raya","4 En Raya",,"(set 1)",,,,,,,,,,,,,,,,
4enraya,,4enrayaa,,,"4 En Raya","4 En Raya",,"(set 2)",,,,,,,,,,,,,,,,
4in1,,4in1,,,"4 Fun in 1","4 Fun in 1",,,,,,,,,,,,,,,,,,
39in1,,4in1a,,,"4 in 1 MAME bootleg","4 in 1 MAME bootleg",,"(set 1, ver 3.00)",,,,,,,,,,,,,,,,
39in1,,4in1b,,,"4 in 1 MAME bootleg","4 in 1 MAME bootleg",,"(set 2)",,,,,,,,,,,,,,,,
4in1boot,,4in1boot,,,"Puzzle King","Puzzle King",,"(PacMan 2, Tetris, HyperMan 2, Snow Bros.)",,,,,,,,,,,,,,,,
ibm5170,,4nd04a,,,386-4N-D04A,@,@,"(UMC chipset)",@,@,@,@,@,@,@,@,,@,@,@,,,,
4psimasy,,4psimasy,,,"Mahjong 4P Simasyo","Mahjong 4P Simasyo",,(Japan),,,jp,,,,,,,,,,,,,
4roses,,4roses,,,"Four Roses","Four Roses",,"(encrypted, set 1)",,,,,,,,,,,,,,,,
4roses,,4rosesa,,,"Four Roses","Four Roses",,"(encrypted, set 2)",,,,,,,,,,,,,,,,
500gp,,500gp,,,"500 GP","500 GP",,"(US, 5GP3 Ver. C)",,,us,,,,,,,,,,,,,
5061_3001,,5061_3001,,,"Hewlett-Packard HP-5061-3001",@,@,,@,@,@,@,@,@,@,@,,@,@,@,,,,
5061_3011,,5061_3011,,,"Hewlett-Packard HP-5061-3011",@,@,,@,@,@,@,@,@,@,@,,@,@,@,,,,
50lionrr,,50lionrr,,,"50 Lions - Roaring Riches","50 Lions - Roaring Riches",,"(20301311, NSW/ACT)",,,,,,,,,,,,,,,,
50lions,,50lions,,,"50 Lions","50 Lions",,"(10120511, NSW/ACT)",,,,,,,,,,,,,,,,
50lions,,50lionsm,,,"50 Lions","50 Lions",,"(10156111, Malaysia)",,,,,,,,,,,,,,,,
5a22,,5a22,,,"Ricoh 5A22",@,@,,@,@,@,@,@,@,@,@,,@,@,@,,,,
5acespkr,,5acespkr,,,"5-Aces Poker","5-Aces Poker",,,,,,,,,,,,,,,,,,
5clown,,5clown,,,"Five Clown","Five Clown",,"(English, set 1)",,,,,,,,,,,,,,,,
5clown,,5clowna,,,"Five Clown","Five Clown",,"(English, set 2)",,,,,,,,,,,,,,,,
5clown,,5clownsp,,,"Five Clown","Five Clown",,"(Spanish hack)",,,sp,,,,,,,,,,,,,
5drag,,5drag,,,"5 Dragons","5 Dragons",,"(20161011, NSW/ACT)",,,,,,,,,,,,,,,,
5drag,,5dragce,,,"5 Dragons - Cash Express","5 Dragons - Cash Express",,"(0152309, US)",,,us,,,,,,,,,,,,,
5drag,,5dragsp,,,"5 Dragons","5 Dragons",,"(20161011, NSW/ACT, Show Program)",,,,,,,,,,,,,,,,
5koipp,,5koipp,,,"5 Koi - Power Pay","5 Koi - Power Pay",,"(10250711, NSW/ACT)",,,,,,,,,,,,,,,,
turtles,,600,,,600,600,,,,,,,,,,,,,,,,,,
39in1,,60in1,,,"60 in 1 MAME bootleg","60 in 1 MAME bootleg",,"(ver 3.00)",,,,,,,,,,,,,,,,
64street,,64street,,,"64th. Street - A Detective Story","64th. Street - A Detective Story",,(World),,,xw,,,,,,,,,,,,,
64street,,64streetj,,,"64th. Street - A Detective Story","64th. Street - A Detective Story",,"(Japan, set 1)",,,jp,,,,,,,,,,,,,
64street,,64streetja,,,"64th. Street - A Detective Story","64th. Street - A Detective Story",,"(Japan, set 2)",,,jp,,,,,,,,,,,,,
68ksbc,,68ksbc,,,"68k Single Board Computer","68k Single Board Computer",,,,,,,,,,,,,,,,,,
705p5prg,,705p3prg,,,"MC68705P3 Programmer",@,@,,@,@,@,@,@,@,@,@,,@,@,@,,,,
705p5prg,,705p5prg,,,"MC68705P5 Programmer",@,@,,@,@,@,@,@,@,@,@,,@,@,@,,,,
705p5prg,,705r3prg,,,"MC68705R3 Programmer",@,@,,@,@,@,@,@,@,@,@,,@,@,@,,,,
705p5prg,,705u3prg,,,"MC68705U3 Programmer",@,@,,@,@,@,@,@,@,@,@,,@,@,@,,,,
720,,720,,,"720 Degrees","720 Degrees",,"(rev 4)",,,,,,,,,,,,,,,,
720,,720g,,,"720 Degrees","720 Degrees",,"(German, rev 2)",,,de,,,,,,,,,,,,,
720,,720gr1,,,"720 Degrees","720 Degrees",,"(German, rev 1)",,,de,,,,,,,,,,,,,
720,,720r1,,,"720 Degrees","720 Degrees",,"(rev 1)",,,,,,,,,,,,,,,,
720,,720r2,,,"720 Degrees","720 Degrees",,"(rev 2)",,,,,,,,,,,,,,,,
720,,720r3,,,"720 Degrees","720 Degrees",,"(rev 3)",,,,,,,,,,,,,,,,
74148,,74148,,,"74148 TTL",@,@,,@,@,@,@,@,@,@,@,,@,@,@,,,,
7474,,7474,,,"7474 TTL",@,@,,@,@,@,@,@,@,@,@,,@,@,@,,,,
7951om,,7951om,,,,@,@,,@,@,@,@,@,@,@,@,,@,@,@,,,,
7in1ss,,7in1ss,,,"7 in 1 Sports Stadium","7 in 1 Sports Stadium",,,,,,,,,,,,,,,,,,
7jigen,,7jigen,,,"7jigen no Youseitachi - Mahjong 7 Dimensions","7jigen no Youseitachi - Mahjong 7 Dimensions",,(Japan),,,jp,,,,,,,,,,,,,
7mezzo,,7mezzo,,,"7 e Mezzo","7 e Mezzo",,,,,,,,,,,,,,,,,,
7ordi,,7ordi,,,"7 Ordi","7 Ordi",,(Korea),,,kr,,,,,,,,,,,,,
7smash,,7smash,,,"7 Smash","7 Smash",,,,,,,,,,,,,,,,,,
mgakuen,,7toitsu,,,Chi-Toitsu,Chi-Toitsu,,,,,,,,,,,,,,,,,,
mariner,,800fath,,,"800 Fathoms","800 Fathoms",,,,,,,,,,,,,,,,,,
mariner,,800fatha,,,"800 Fathoms",@,@,(older),@,@,@,@,@,@,@,@,,@,@,@,,,,
86lions,,86lions,,,"86 Lions","86 Lions",,,,,,,,,,,,,,,,,,
88games,,88games,,,"'88 Games","'88 Games",,,,,,,,,,,,,,,,,,
8ball,,8ball,,,"Video Eight Ball","Video Eight Ball",,,,,,,,,,,,,,,,,,
8ball,,8ball1,,,"Video Eight Ball","Video Eight Ball",,(Rev.1),,,,,,,,,,,,,,,,
8ballact,,8ballact,,,"Eight Ball Action","Eight Ball Action",,"(DK conversion)",,,,,,,,,,,,,,,,
8ballact,,8ballact2,,,"Eight Ball Action","Eight Ball Action",,"(DKJr conversion)",,,,,,,,,,,,,,,,
8ballact,,8bpm,,,"Eight Ball Action","Eight Ball Action",,"(Pac-Man conversion)",,,,,,,,,,,,,,,,
8x300,,8x300,,,"Signetics 8X300",@,@,,@,@,@,@,@,@,@,@,,@,@,@,,,,
8x305,,8x305,,,"Signetics 8X305",@,@,,@,@,@,@,@,@,@,@,,@,@,@,,,,
93c06_16,,93c06_16,,,"Serial EEPROM 93C06",@,@,(16x16),@,@,@,@,@,@,@,@,,@,@,@,,,,
93c46_16,,93c46_16,,,"Serial EEPROM 93C46",@,@,(64x16),@,@,@,@,@,@,@,@,,@,@,@,,,,
93c46_8,,93c46_8,,,"Serial EEPROM 93C46",@,@,(128x8),@,@,@,@,@,@,@,@,,@,@,@,,,,
93c56_16,,93c56_16,,,"Serial EEPROM 93C56",@,@,(128x16),@,@,@,@,@,@,@,@,,@,@,@,,,,
93c56_8,,93c56_8,,,"Serial EEPROM 93C56",@,@,(256x8),@,@,@,@,@,@,@,@,,@,@,@,,,,
93c57_16,,93c57_16,,,"Serial EEPROM 93C57",@,@,(128x16),@,@,@,@,@,@,@,@,,@,@,@,,,,
93c57_8,,93c57_8,,,"Serial EEPROM 93C57",@,@,(256x8),@,@,@,@,@,@,@,@,,@,@,@,,,,
93c66_16,,93c66_16,,,"Serial EEPROM 93C66",@,@,(256x16),@,@,@,@,@,@,@,@,,@,@,@,,,,
93c66_8,,93c66_8,,,"Serial EEPROM 93C66",@,@,(512x8),@,@,@,@,@,@,@,@,,@,@,@,,,,
93c76_16,,93c76_16,,,"Serial EEPROM 93C76",@,@,(512x16),@,@,@,@,@,@,@,@,,@,@,@,,,,
93c76_8,,93c76_8,,,"Serial EEPROM 93C76",@,@,(1024x8),@,@,@,@,@,@,@,@,,@,@,@,,,,
93c86_16,,93c86_16,,,"Serial EEPROM 93C86",@,@,(1024x16),@,@,@,@,@,@,@,@,,@,@,@,,,,
93c86_8,,93c86_8,,,"Serial EEPROM 93C86",@,@,(2048x8),@,@,@,@,@,@,@,@,,@,@,@,,,,
98best44,,98best44,,,"Neo Print - '98 NeoPri Best 44","Neo Print - '98 NeoPri Best 44",,"(Japan) (T4i 3.07)",,,jp,,,,,,,,,,,,,
990189,,990189,,,"TM 990/189 University Board microcomputer","TM 990%189 University Board microcomputer",,,,,,,,,,,,,,,,,,
