"Group","SHA1","ID","Folder","FileName","Title","Transliterated Name","Sort Title","Version","Year","Publisher","Zone","DumpStatus","Dump Info","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack","Extra Parameters"
BESTSHOT,,225b76d58aa6c1654f33c686911354356c016045,,,,,,,,,,?,,,,,,,,,,,,
MARKII,,247069c8cfc91ea72d4876d452e882ddee988df5,,,,,,,,,,?,,,,,,,,,,,,
RAZOR,,279caae65b8d570d33a0613be3af31824d6d38eb,,,,,,,,,,?,,,,,,,,,,,,
RAVEN2,,287b4606cdf1f6f4e50def71eb6bd3068e501cc3,,,,,,,,,,,,,,,,,,,,,,
XMIKEL,,2a8eac3d18b11e9a02f9ef19e337a773213e4f54,,,,,,,,,,,,,,,,,,,,,,
SABREMAU,,2c7ee7b607acb21f3593bc73fd26fa617fcb02e0,,,,,,,,,,?,,,,,,,,,,,,
SPANKME2,,2d4c57633fab211dce58f6e80669454bc85a5523,,,,,,,,,,?,,,,,,,,,,,,
MIKE4,,2dd06b9f799620a297321fd8a650f8b56219b138,,,,,,,,,,?,,,,,,,,,,,,
DRKSUL,,2edca453fcd889b818e8d27aa74771254a9d726f,,,,,,,,,,?,,,,,,,,,,,,
QUIKISGD,,2f3dcda8d9edfbc99082c26c0743b3956857a6e7,,,,,,,,,,?,,,,,,,,,,,,
THE,,334d8138b67984b65c97cc9d2e2f5f0960b76970,,,,,,,,,,?,,,,,,,,,,,,
ONE_LAST,,364ae7e157b948d3620158d45d079505f7fbb2c5,,,,,,,,,,?,,,,,,,,,,,,
LEVEL1,,377193848f9444eb1ce726a58ee540d413f8ead3,,,,,,,,,,,,,,,,,,,,,,
MAPROOM,,37ca7f7ee65e8d66285e8169c97b52493ed837ce,,,,,,,,,,?,,,,,,,,,,,,
DM2MAP1,,387afb93f9f49c38589d6d3ad560533c9b0baa32,,,,,,,,,,?,,,,,,,,,,,,
01JMP4IT,,394304e164763149c01be4de28ef1996f873b057,,,"Jump for It ",,,,,,,?,,,,,,,,,map05,,,
TPMANIA1,,3a910a3acfc392e0ccb894fb30b4e1232414cd68,,,,,,,,,,?,,,,,,,,,,,,
ARES8,,3d7b54f67993dde55b24682215cdfaeabfe2a5ef,,,,,,,,,,?,,,,,,,,,,,,
HELLSPEK,,3ff855e75480c47614702c79b1a1f5a12c39446f,,,,,,,,,,?,,,,,,,,,,,,
BASEONE,,40807925aa59219ad30a3be89891c366d802dbb2,,,,,,,,,,,,,,,,,,,,,,
CASTLEOF,,424fb7f6bc0f1faac91ea91044a769739740ee06,,,,,,,,,,?,,,,,,,,,,,,
APOCALYP,,4408a6ecdc8058a8ba80941476f63ccfd016167d,,,,,,,,,,,,,,,,,,,,,,
BCKALLEY,,44ca18d8f8ea86673c0c013b89d136a58298f3f4,,,,,,,,,,,,,,,,,,,,,,
NewYork1,,45bf1e77449ac5dacdf858b250232b8e996f40a4,,,,,,,,,,?,,,,,,,,,,,,
FTHILL2,,45f9894826e9afb9301d9930dd0994a5bb7c7775,,,,,,,,,,,,,,,,,,,,,,
FREEK03,,50018c07b8898ec92201d17547ca3fa6b2e06a98,,,,,,,,,,?,,,,,,,,,,,,
RADPLANT,,503c8ce1505ad52f8890bba76b506754e9105655,,,,,,,,,,?,,,,,,,,,,,,
PRIMOLEV,,54ffaf43dea35f8f832326c0db0b4c776b377cb0,,,,,,,,,,?,,,,,,,,,,,,
LNKMRSND,,557dd2cefced6565f6f1b0541ab03e3d2e0e589a,,,,,,,,,,?,,,,,,,,,,,,
ADAMDM1,,5625dad486f3c480e17c674615432fe1680fa74b,,,,,,,,,,?,,,,,,,,,,,,
STAND,,59186b1bc86774d3e5d7c3e03deb503b26ba4a09,,,,,,,,,,?,,,,,,,,,,,,
CARLIN,,59858224ce615a04db3b6f035a90ef9ff747e2f9,,,,,,,,,,?,,,,,,,,,,,,
DMCY2,,59cbce86d1de94f643d6c6c775560b2840d48c9e,,,,,,,,,,?,,,,,,,,,,,,
COMEPLAY,,5a245dbf8091afea6beea4e224609658f58f1cf4,,,,,,,,,,?,,,,,,,,,,,,
QTBUGNME,,5a45cbaa6378ebf41cc9c4b9a3c81ab010d9a253,,,,,,,,,,,,,,,,,,,,,,
5THDOOR,,5c300cf909efdbc9cbe7714bbf45adfcf2ff4274,,,,,,,,,,,,,,,,,,,,,,
SLAPME2,,5d383749555a9766b0256624e3bea53837f5c262,,,,,,,,,,?,,,,,,,,,,,,
CLARK,,5d70814b2145cbbd0ba74e73e58dc6b7816cfc64,,,,,,,,,,?,,,,,,,,,,,,
DETHPOST,,5de652bf2a6f1085aeb5f50b653e3f0a4ff4e694,,,,,,,,,,?,,,,,,,,,,,,
AZTEC01,,5e80c52792e600006f02e113daf878e0631765aa,,,,,,,,,,?,,,,,,,,,,,,
ETPT2,,5ef795d7d2869569b9dde9a6389d75b974b08a86,,,,,,,,,,?,,,,,,,,,,,,
BRIKS_DM,,5f3041225ba18039891b83f6e5baaba57ca50588,,,,,,,,,,?,,,,,,,,,,,,
ITP1_V2C,,5fb83ffca9903048f12d93c56704731ab5c42723,,,,,,,,,,?,,,,,,,,,,,,
2DIEFOR,,66b87ccfff5ee7b8c6798fb77d28b52511f79aa7,,,,,,,,,,,,,,,,,,,,,,
NEFCAT,,68e054ddbf01e4f4d2c396d0816d969465249d16,,,,,,,,,,?,,,,,,,,,,,,
MK3,,69ce402165301aedc34dd2234b03055f81e8d77b,,,,,,,,,,,,,,,,,,,,,,
DOOM2DM2,,6a316daaea5ec0a409a8e89d7773839ad31d1968,,,,,,,,,,,,,,,,,,,,,,
FIASCO2,,6c3ca6e8a8d4cf19d253a751c439d501866294d3,,,,,,,,,,?,,,,,,,,,,,,
DRUNK,,7736d236cc6431b4cd95d2513ea5f318f6200f30,,,,,,,,,,,,,,,,,,,,,,
ARESF,,7a9ee2ad492a63e2b9bebb79e9105179f3643c50,,,,,,,,,,?,,,,,,,,,,,,
LOWERWRD,,7c8cf7ab04070dba859b0056dd4752676e9573e1,,,,,,,,,,?,,,,,,,,,,,,
RAVEN10,,7daa37f0a143fe11d0c4e683b3be5bd7467760b0,,,,,,,,,,,,,,,,,,,,,,
MASSACRE,,83490309cf4e8741daa1562427d455393f22b224,,,,,,,,,,?,,,,,,,,,,,,
UNDERGRD,,845bbce955ce0222a1f49ac4bbce668f4dae3cf0,,,,,,,,,,?,,,,,,,,,,,,
RAVEN7,,852d1ee91441c904d8d8c0a66590c4234a270b13,,,,,,,,,,,,,,,,,,,,,,
FUZZ1,,8773b7ffb151ad8237485d0891e56dea9eb43382,,,,,,,,,,?,,,,,,,,,,,,
WOOF,,91c929ce8c3b648fef7bd3f537c728737ec41aa4,,,,,,,,,,,,,,,,,,,,,,
SLAPME3,,98a776a156ab4566ea5e447e88870f34e50cab39,,,,,,,,,,?,,,,,,,,,,,,
ARES7,,9a38f6e43d82882acccdaba65194e46c61ec8850,,,,,,,,,,?,,,,,,,,,,,,
SAFARI,,9b6e6b54b7e66d44a72bc5332acac159dad388c1,,,,,,,,,,,,,,,,,,,,,,
NewYork2,,9c6d2af7330a13727bf0d564c626bd0fb7fb4071,,,,,,,,,,?,,,,,,,,,,,,
SQUALOR,,9da758b5cfef9dc5f4e3ba10960f1cd9ac933c6b,,,,,,,,,,?,,,,,,,,,,,,
GILMORE,,9ee6d43523a3210701f77581504ef57200dc7507,,,,,,,,,,?,,,,,,,,,,,,
GEMETZEL,,9f7da73664b2dbdb9d200176cdf005d60a80a27b,,,,,,,,,,?,,,,,,,,,,,,
RAVEN1,,a17f27dadfa04b4437ad269f0865ac0343e1b216,,,,,,,,,,,,,,,,,,,,,,
BASE01,,a5d2d69634fac2535460081a74bad4f97f6278a9,,,,,,,,,,,,,,,,,,,,,,
KOKO,,a7c79c519f423e82af6d2b9695ac0e39089ca524,,,,,,,,,,?,,,,,,,,,,,,
RAVEN11B,,a988f5898565914a4c96586b705e8e8769a6d80f,,,,,,,,,,,,,,,,,,,,,,
FROGFRAG,,a99654b0fa3d55eb29890db363cb2ad5432fee4b,,,,,,,,,,?,,,,,,,,,,,,
DAWGALOT,,abb3eac435b94a2702925e84c0e8f1ab8d9c01c0,,,,,,,,,,,,,,,,,,,,,,
GUSANOS,,ad446c8a5789659b6941515e4ae425f2ad5d9d84,,,,,,,,,,?,,,,,,,,,,,,
ASD2,,ae58d2833c1d5d373db4f780bd403c1682f12c6f,,,,,,,,,,?,,,,,,,,,,,,
FORSAKEN,,aed739f41b0d3a730b27410224b1a05acbe15a48,,,,,,,,,,?,,,,,,,,,,,,
HOTELHEL,,b2f0db7600a68b3c3c0ae82810fa8db9552e0faf,,,,,,,,,,?,,,,,,,,,,,,
KLAUS1-1,,b5ef9ff6672fe5e0e7e70120437096e40b0dd1b1,,,,,,,,,,?,,,,,,,,,,,,
7_10SPLT,,b678aea14adcc4d50fc0c05f3938220053a9d116,,,,,,,,,,,,,,,,,,,,,,
CITY1,,b70ca91ffa148ae8f6d3c9f89d0bf69a890fa8fc,,,,,,,,,,?,,,,,,,,,,,,
02PHBWAR,,ba85130400c08e80ee36af332f49424fef3e6731,,,,,,,,,,?,,,,,,,,,,,,
MANIFEST,,bc24fa56888c0d7266f75eb3e7df21e5e1a77894,,,,,,,,,,,,,,,,,,,,,,
BKW3,,be37c3500318ff3de4a787651cae7834ab88a1a8,,,,,,,,,,?,,,,,,,,,,,,
PIGGYWAV,,c1488a655e0984b9521d7b39abd13ed0f10a12ff,,,,,,,,,,,,,,,,,,,,,,
RAVEN11,,c348606554193aead7a770b0977bc0575d51db6c,,,,,,,,,,,,,,,,,,,,,,
ALTAIR3A,,c7924051d83411eb03c29c423a156b418f1b1970,,,,,,,,,,?,,,,,,,,,,,,
ROBV,,c8867f511e8a9771e75e0c6b56a0debbe0838e4b,,,,,,,,,,?,,,,,,,,,,,,
GRTRWRLD,,c895a5817a035b4769979dccce939aea45c366a1,,,,,,,,,,?,,,,,,,,,,,,
HCASTLE,,ca9550e7105a6ea230d89aadebe0feff063507fd,,,,,,,,,,?,,,,,,,,,,,,
IDMAP01,,cd7a9c61a929eaafdefb66645e9087cdcdd54f77,,,,,,,,,,?,,,,,,,,,,,,
NOSTROMO,,cffc240a5f9f3ac346fae06aa1ec4221a9efa2ca,,,,,,,,,,,,,,,,,,,,,,
BOXING,,d04e302f4bcb3ab412c5c9aca1e0197ffbe410ef,,,,,,,,,,,,,,,,,,,,,,
ARCARENA,,d44bce5559659b3b02576bbf457f02fcc5acfe94,,,,,,,,,,?,,,,,,,,,,,,
LEVEL3,,d5106a2d9a29d6a07e8fd26540fc19e2cd223e41,,,,,,,,,,,,,,,,,,,,,,
COOL,,da7697bfe59cfeada4bc8d1b6843054bab21d72d,,,,,,,,,,,,,,,,,,,,,,
FRAGHOUS,,db23076659c08b4e1a741e157046fe4419536f35,,,,,,,,,,?,,,,,,,,,,,,
AKMWAD1,,e3b81e5efb68ed102f1b0c423739373cb3d50ada,,,,,,,,,,,,,,,,,,,,,,
SHRINE2,,e603d86e795f3840355f74b2bdfe190dfeda0240,,,,,,,,,,?,,,,,,,,,,,,
"Arena II",,e6454dcdbb3ba6a483203b4e877260309c5f9cf0,,,,,,,,,,,,,,,,,,,,,,
D9-2,,e700029bcc415be7462e33f0fb1d6a9c176fb29e,,,,,,,,,,,,,,,,,,,,,,
CAMPUS2,,e722431c1db8bb6aae2c2391b27d46a843e3931d,,,,,,,,,,?,,,,,,,,,,,,
TWO_PITS,,e7505dbf9f5a7f66bb8d2f2c2a546aa2bddb2827,,,,,,,,,,?,,,,,,,,,,,,
ABATTOIR,,e957283aa02b58c6c11e5a674f03841846e6c18c,,,,,,,,,,?,,,,,,,,,,,,
DWANGO8,,ed8d68a0a6528222182c2636a01ba2dd85736908,,,,,,,,,,?,,,,,,,,,,,,
RAVEN4,,eec1e6b8f82be010ce70c7632a148ba742a6f4fe,,,,,,,,,,?,,,,,,,,,,,,
COLO_DM2,,ef95d1b68f3e792c77ee17f57a3013367de06530,,,,,,,,,,,,,,,,,,,,,,
LANKHMAR,,f2513fb72d5df2f1d1e05a8e2aa94fc85e122724,,,,,,,,,,?,,,,,,,,,,,,
D2PENDPP,,f599b62492e2d18ea98574b10a8b99a988a6d969,,,,,,,,,,,,,,,,,,,,,,
CYBRDTH2,,f5bb58796ec1080bfe5cbaba80a7a19663ee57f8,,,,,,,,,,,,,,,,,,,,,,
HOPE,,f91b1d860d067ded8dd7bd8f761539532d0cbf30,,,,,,,,,,?,,,,,,,,,,,,
!FUBAR2,,fbc31e8c09570735e07dc7f4caded9108e02e235,,,,,,,,,,!,,,,,,,,,map01,,,
01MKSTND,,fd49501814f6135d3e3312bcb0eaa32f3e3fe35a,,,,,,,,,,?,,,,,,,,,,,,
01PHBWAR,,fd8be5f75e67284f13dc3c1fd26d5355537eacef,,,,,,,,,,?,,,,,,,,,,,,
