"Group","SHA1","ID","Folder","FileName","Title","TransliteratedName","SortTitle","Version","Year","Publisher","Zone","DumpStatus","DumpInfo","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack"
@,,0dba9c26709bc6a407a4ea7b136e1ffd129361f8,,,AceDOS128,@,,,2010/04/07,MIRKOSOFT,@,a,"a 1",,,,,,,,,,
@,,0f6bacd10704b9e2d8cca9f93164980b40ded9bf,,,"80 Column Games 2nd Relase",@,,"Copyright Shareware",1994/03,"Tim Dotson",@,a,"a utoboot; [80 column]",,,,,,,,,,
@,,0f73056062d5a6ab5c871bfdb70a373e278d487e,,,"Slovak keyboard",@,,,2011/01/22,MIRKOSOFT,@,,,,,,,,,,,,
@,,10643b56627ce79f88b2a679b4436f473fe6bc72,,,"A Mind Forever Voyaging",@,"Mind Forever Voyaging, A","(Side A)",1985,Infocom,@,a,"a utoboot; [80 column]",,,,,,,,,,
@,,106cea0835348da4473bb7519cb12e1f9e940074,,,QuantumLink,@,,"v 4",19xx,@,@,,,,,,,,,,,,
@,,10700373cfd1d60965edb740906779d17338a5db,,,"Mikes Maze",@,,,19xx,"Mike Deming",@,a,"a 1",,,,,,,,,,
@,,1204b643426006847d730fb732c8a661c06cb60a,,,"Klondike Jones",@,,,199x,"Maurice Jones & Fender Tucker",@,a,"a utoboot; [80 column]",,,,,,,,,,
@,,13a484b8c024338ddc6f5a86c957cadfc8e7b048,,,CBM-Command,@,,"v 2.1",2011/10/26,"Payton Byrd & Greg King",@,,"[80 column]",,,,,,,,,,
@,,13de5e762450fddc2e9f5dbcfa91e6ea5d6b8140,,,"Burst Nibbler",@,,"v 1.9",2011/09/04,"Atomic Demo Heroes",@,,,,,,,,,,,,
@,,147ff8b7822d6af77ff76b41bc7cae305024e218,,,"Ultima V: Warriors of Destiny",@,,"(Disk 3 of 4 Side B); (Dwelling)",1988,"Origin Systems",@,,,,,,,,,,,,
@,,14be13bde2cc255a02113300a25ba3aa70c147d2,,,"VDC VGA Mania",@,,,2013/09/21,"Akronyme Analogiker",@,,"[80 column]",,,,,,,,,,
@,,15bf7b561f0032e592319c059451360f50ff1f0f,,,PX-Term,@,,"v 3.5",19xx,@,@,,"[80 column]",,,,,,,,,,
@,,169b91f8733cce68e3fc0e2e5739a303a5221a73,,,"Big Blue Reader 128",@,,"v 4.10",1993,Sogwap,@,a,"a utoboot",,,,,,,,,,
@,,178e7d182dc82534dee19fcb022a552ac6085ea8,,,"CPM System Fast",@,,"(Side B)",1987/05/28,Commodore,@,,,,,,,,"Linards Ticmanis",,,,
@,,17befc484bf64bb274fa5c48045b1abac410a5d0,,,N.U.R.S.E,@,,"v 1.0",1988,Freespirit,@,,,,,,,,,,,,
@,,182ee591d4ec309b331e11b0872a8866d4aa99ef,,,"Particles BBS",@,,,2017/09/25,particles.org,@,,"[80 column]",,,,,,,,,,
"Beyond Zork",,186ba5a10364e63144d1adb7bc359e76ee60fa48,,,"Beyond Zork",,,"(Side A)",1987,Infocom,,a,"a utoboot; [80 column]",,,,,,,,,,
@,,186ca10f335f1e691498c80fc3a2b6801b2c6b36,,,"Adventure Games 128",@,,,19xx,@,@,a,"a 8",,,,,,,,,,
"Alien Invaders",,19388bd6ddf361e20aedc02e80094509234ae889,,,"Alien Invaders",,,,19xx,Spiceware,,,"[80 column]",,,,,,,,,,
@,,19be5a4696364f624ed8ccaf6c61eb3f6f776569,,,"CBM Filebrowser",@,,"v 1.5",2013/03/03,nbla000,@,,"[40-80 column]",,,,,,,,,,
@,,1a1400cd794627e8e5131f1fa83ea6458b44d9b7,,,"CBM Filebrowser",@,,"v 1.6",2013/08/20,nbla000,@,,"[40-80 column]",,,,,,,,,,
@,,1bbdcc35abbb752baffb5b6709b4853ff6c4b4f1,,,Bureaucracy,@,,"(Side B)",1987,Infocom,@,,"[80 column]",,,,,,,,,,
@,,1c1f56ed8b21092d683bae932e95aa2e2cb7d459,,,"FontMaster 128",@,,"v rev1.3; (Disk 1 of 3); (Program)",1987,Xetec,@,a,"a utoboot; [80 column]",,,,,,,,,,
@,,1c6b3f95e2054a2d02a845123352d0d3a785c8c4,,,"AA BBS 128",@,,"v 12.5; (Disk 1 of 6)",1990,"Nick Smith",@,a,"a utoboot; [40-80 column]",,,,,,,,,,
@,,1d6e7565889d22b4db8083e15e2cfddb21b31a5a,,,"A Mind Forever Voyaging",@,"Mind Forever Voyaging, A","(Side B)",1985,Infocom,@,,"[80 column]",,,,,,,,,,
@,,1e56620565f82c8a3b3a590dc4c3958d17c079bf,,,"VDC Mode Mania",@,,"v 1.1; (Disk 1 of 5); (Side A)",2015/01/13,"Akronyme Analogiker",@,a,"a utoboot; [80 column]",,,,,,,,,,
@,,1e95f36ba95a6953729fad28619388c13293ddf2,,,"Dir manipulator 128",@,,"v 9",19xx,@,@,,,,,,,,,,,,
@,,1f48489f7ad667288fc6cf9513c02b9dba4a34f3,,,"Oxford Pascal v2.0 + Petspeed compiler",@,,,19xx,@,@,,,,,,,SNA,,,,,
"Elite 128",,1f7b84428b2a35739d0cfec65614f614d0e4e93d,,,Elite128,,,(1985)(Firebird)(de-en)[b],,,,,,,,,,,,,,,
@,,1fabcaeb9cb92b6b0c374a04af047ea009dbca5c,,,"Beyond Zork",@,,"(Side B)",1987,Infocom,@,,"[80 column]",,,,,,,,,,
@,,203ef252727725f8ce357db318dd26732fd623d3,,,"C128 Demo #2",@,,,1988,Sphinx,@,,,,,,,,,,,,
@,,20bd84cf7e57a932a2b6bc91795f867bea12ff7a,,,"The C128 Cannon",@,"C128 Cannon, The","(Side B)",1987,"Kracker Jax",@,a,"a utoboot",,,,,,,,,,
@,,2150dbefa764ac08220fe5b71ee42c361395dc82,,,"C128 World Record",@,,,1988,"New Formula Crew",@,,,,,,,,,,,,
@,,21dfbfb14c4429f4e67743c3d541e8857292ef61,,,"Ultima V: Warriors of Destiny",@,,"(Disk 1 of 4 Side B); (Dungeon)",1988,"Origin Systems",@,,,,,,,,,,,,
@,,2290e1b98dcc7758d4900a9ae7d472d09921a586,,,"C128 Data File",@,,"v 4",1986/04/15,"Mike Dissinger",@,,"[80 column]",,,,,,,,,,
@,,23e053b508d1f73a24c1fee00f57be177ef4a3d6,,,"The C128 Cannon",@,"C128 Cannon, The","(Side A)",1987,"Kracker Jax",@,a,"a utoboot",,,,,,,,,,
@,,23f54921ffde568c6d09b8d30b99fd9c3e1e20af,,,"Wumpus 2.0",@,,,1996,"Reinhard Kratzberg",de,,"[80 column]",,,,,,,,,,
"Wumpus 2.0",,23f54921ffde568c6d09b8d30b99fd9c3e1e20af,,,"Wumpus 2.0",,,,1996,"Reinhard Kratzberg",de,,"[80 column]",,,,,,,,,,
@,,24a28e6879f4ddd03b385dc377b17647a601dece,,,"Mudfrog Math 128",@,,,1990,Compute!,@,,,,,,,,,,,,
@,,2533880098cc539dd49aa5121aa5c0bfc5b068bf,,,"Teenage Mutant Runner Turtle",@,,,1991,Erasoft,@,,,,,,,,,,,,
@,,260a82a47b672bd856caa5a6b5b22b5b03d8fe5d,,,"DirMenu 128-81",@,,"v 2.0",19xx,"Joseph Rose",@,,,,,,,,,,,,
@,,26ad7809a1d308167a41776c91ed9936cbc459a6,,,"LHARC 128",@,,,19xx,@,@,,,,,,,,,,,,
@,,273fb6069abf6dd1b956ae72a4150c42d886088a,,,"Adventure Games 128",@,,,19xx,@,@,a,"a 9",,,,,,,,,,
@,,27429ba222ccaa46402dd0cc96b0c107c442299d,,,"gateWay 128",@,,,1996,"Creative Micro Designs",@,a,"a 1; [Req GEOS]",,,,,,,,,,
@,,27449ba73c1544aa0e2ad06d4d6d52ece8ac582f,,,CBM-Command,@,,"v 1.7",2010/08/19,"Payton Byrd & Greg King",@,,"[80 column]",,,,,,,,,,
@,,286979936a58f5605569ee818596575358a64155,,,"VDC Mode Mania",@,,"v 1.1; (Disk 4 of 5); (Side A)",2015/01/13,"Akronyme Analogiker",@,,"[80 column]",,,,,,,,,,
@,,28941e78b5d7d4d038ceb602257075c364fb86cc,,,Unzip128,@,,"v 2.13",1998,"Errol Smith",@,,,,,,,,,,,,
@,,28a51f43208f5dca535cac75a638c8f8555a537b,,,"CBM Filebrowser",@,,"v 1.5",2013/03/03,nbla000,@,,"[40-80 column]",,,,,,,,,,
@,,28ab5c95a24a3c17ddacea9ff20e219a56aac460,,,"C128-1571 SD 70 Track Backup",@,,"v 1.0",1988,"Georg Schwarz",@,a,"a 1; [80 column]",,,,,,,,,,
@,,29cab51391aa29ea72eaf738eee22db65442418a,,,"Brett-Games 128",@,,,19xx,@,@,a,"a 4",,,,,,,,,,
@,,2bf26f87b74776f42d204d65412ffaa648a922ce,,,"Sound Studio 128",@,,"v 3.6",1994/04/23,"Digital Audio Concepts",@,,"[80 column]",,,,,,,,,,
@,,2c861c89be4e556982435d076b012362545f03ca,,,"C128 Diagnostic",@,,"v rev785260",19xx,Commodore,@,,,,,,,,,"arness 326070-01",,,
@,,2c9200acefbb3128babf0eadb291650e7576fe3e,,,"Kipperterm 128",@,,"Copyright Shareware",2015/06/12,Badco,@,,"[80 column]",,,,,,,,,,
@,,2e4213626a07323f07880904712048ce1b3f4e54,,,"Gradebook 128",@,,,1985,"Frederick Goddard",@,,,,,,,,,,,,
@,,30493c1e2d3345898bd105ea9f3a03d2de1f7054,,,"C128DCR Integral",@,,"v 1.0",19xx,Commodore,@,,[325109-10],,,,,,,,,,
@,,30527b3ca256b92ee837945b1a4f730988da3a57,,,"geoMerge 128",@,,"v 2.1",1987,"Berkeley Softworks",@,,,,,,,,,,,,
@,,306ed28cf4d617bd720e51702e70f4f11b561017,,,"C128 Demo #2",@,,,1988,Sphinx,@,a,"a 1",,,,,,,,,,
@,,30c89dfb47740b9016f51c948c5582923aec05de,,,"The 128 Sprite Editor",@,"128 Sprite Editor, The",,19xx,@,@,,,,,,,,,,,,
@,,3109dc66ec9eb098adf4d57b6c6a4e859e30d7fe,,,"ACE BIOS BETA version 1",@,,,2010/12/24,MIRKOSOFT,@,,,,,,,,,,,,
@,,319a94c9f7e1874245ab29a08d96589ffe0ba696,,,"Your Commodore C128",@,,,1985,"Total Learning Systems",@,,"[40-80 column]",,,,,,,,,,
@,,32647e6dae805f380d952c6ab0852b7e7579f9d5,,,"Brett-Games 128",@,,,19xx,@,@,a,"a 9",,,,,,,,,,
"Chess 128",,328b10bceb7a28dce48538f777a1b427e89712b4,,,"Chess 128",,,,19xx,,,b,"b 1",,,,,,,,,,
@,,339f66c04d88586c007e78a3981694bf8cf1ac83,,,Flickermac,@,,"v 5.0",19xx,@,@,,"[80 column]",,,,,,,,,,
"Mind Forever Voyaging, A",,33e2200074ff38824154c9ba8b065f7996b8972a,,,"A Mind Forever Voyaging",,"Mind Forever Voyaging, A","(Side A)",1985,Infocom,,a,"a utoboot; [80 column]",,,,,,,,,,
@,,34cfd8d1d3315663fa50efa1ef556ad913e02473,,,"VDC Demo 1",@,,,1995/03/03,@,@,,,,,,,,,,,,
@,,35aafa2d2ba6a9d91f031d42f522027eeca23027,,,"AA BBS 128",@,,"v 12.5; (Disk 2 of 6)",1990,"Nick Smith",@,,"[40-80 column]",,,,,,,,,,
@,,38546cb1767fce0b4f1bca3030df1f5a52c5ec7c,,,"VDC Demo 5",@,,,1995/03/03,@,@,,,,,,,,,,,,
@,,38712dc5d92ea53cc85fe6b140bab2ccd34179b8,,,"Happymeal 80",@,,,2016/01/01,ADH,@,,[80column],,,,,,,,,,
@,,39851a6b8ff9efd736d42419274f40df8524a807,,,"BusyPack 128 Økonomisystem",@,,"(Disk 2 of 3)",1985,DSC,@,,[Programdiskette],,,,,,,,,,
@,,3b3e601951f1fd8a4ba2152ce3c8b14393547b21,,,"Beyond Zork",@,,"(Side A)",1987,Infocom,@,a,"a utoboot; [80 column]",,,,,,,,,,
@,,3ccfa6827d23873eaa4f3d8e83959735de8888e0,,,"Mikes Maze",@,,,19xx,"Mike Deming",@,,,,,,,,,,,,
@,,3eeb8181186d5cf52b26e830f3e51a8848673097,,,"Star Painter",@,,"v 1.1",1987,Sybex-Verlag,de,a,"a utoboot",,,,,,,,,,
@,,4080449b77f48820d511c03b64a8c291faa473d3,,,"Brett-Games 128",@,,,19xx,@,@,a,"a 3",,,,,,,,,,
@,,40c8f9acf6e320790adbc09f3e56b037d0735dd3,,,"Brett-Games 128",@,,,19xx,@,@,a,"a 8",,,,,,,,,,
@,,4143f400cc2ac83c147e1c5565791589b2a0b0c7,,,"DesTerm 128",@,,"v 2.0; Copyright Shareware; (Disk 2 of 3)",199x,"Matthew Desmond",@,,"[80 column]",,,,,,,,,,
"Klondike Jones",,41c3ba2ff93a73f50427d70879d077c2fb7b05af,,,"Klondike Jones",,,,199x,"Maurice Jones & Fender Tucker",,,"[80 column]",,,,,,,,,,
"Millifoot 80",,42c6949d05691d4f0e933831fa68430ae406f9bf,,,"Millifoot 80",,,,1988,"Snyder, L.K.",,,,,,,,,,,,,
@,,43dc349cc870ee196132705ef865ca3501c88a89,,,"GEOS 128",@,,"v 2.0",1988,"Berkeley Softworks",@,,"[40-80 column]",,,,,,,,,,
@,,4446f9ce919268d5408cb62e5f379afff294c57e,,,Diskat_v3.1,@,,,1988,"Lonnie de Cloedt",@,,"[80 column]",,,,,,,,,,
@,,4462ba1da13d0ade036c16730e492e367232c481,,,Last,@,,"v 8",19xx,Mastertronic,@,a,"a utoboot",,,,,,,,,,
@,,45cc9b0bec43bef5fa1325d9be6326c1ee6478b9,,,Snoozing,@,,,2012/05/04,Cosine,@,,"[80 column]",,,,,,,,,,
@,,46758c5c8ed0bcca93f6ec05e9b784007d7d4ce8,,,64Hz-Viewers,@,,,2001,"The Dreams",@,,[source],,,,,,,,,,
"Adventure Games 128",,469e6cc4641750f1cd314e8afdd0dd7eeff64cf1,,,"Adventure Games 128",,,,19xx,,,,,,,,,,,,,,
@,,492434d6ba725fc4bf49ca180c2c9b8b14d2a845,,,"DesTerm 128",@,,"v 2.0; Copyright Shareware; (Disk 1 of 3)",199x,"Matthew Desmond",@,,"[80 column]",,,,,,,,,,
@,,4a379b5829582a37df51e1ae4ff0c19bf1b94c1a,,,Backgammon,@,,,1989,"Gerhard Maier",de,a,"a 1; [80 column]",,,,,,,,,,
Seeräuber,,4a9969483c4c07e5d9483d4fc1651e1cb2f0089b,,,Seeräuber,,,,19xx,"Christian Behnke",de,a,"a 1; [80 column]",,,,,,,,,,
Solitaire-80,,4b400b4c5a2f6a92ab90b1c3a07c02c04c4b6272,,,Solitaire-80,,,,1992/08,"Aaron Peromsik",,,"[80 column]",,,,,,,,,,
@,,4b5cf534198901d94e02b7ff4d32ab3e33d20fdd,,,"1581 Manipulator",@,,"v 2",1990/03/20,"Geoff Sullivan",@,,"[40-80 column]",,,,,,,,,,
@,,4c6705eeb89840804e642e9abf51203c1f5d9438,,,"Programmi per Commodore 128",@,,"Language it",19xx,Jackson,@,,,,,,,,,,,,
@,,4cca9283b2a621103b3da9d8fda97da281f1b7f9,,,"Superscript 128",@,,"(Side A)",1986/03/03,"Precision Software",dk,a,"a utoboot; [Program]; [80 column]",,,,,,,,,,
@,,4d08852356247d9da13fef5bf348d7a8a255bfb3,,,"Disk Whiz 128",@,,"v 1.1; Copyright Shareware",1987/07/30,"Kevin Hisel",@,,"[80 column]",,,,,,,,,,
@,,4df0f2ec4e92a5835b07309dd09851cfe4909095,,,CBM-Command,@,,"v 2.0",2011/03/17,"Payton Byrd & Greg King",@,,"[80 column]",,,,,,,,,,
@,,4fb4d0118dd21d99c0d312b568c050d13509aa04,,,Backgammon,@,,,1989,"Gerhard Maier",de,a,"a utoboot; [80 column]",,,,,,,,,,
@,,4fb7dc30b699181ea87fd31a54a95d97e80d9abf,,,"AA BBS 128",@,,"v 12.5; (Disk 4 of 6)",1990,"Nick Smith",@,,[source],,,,,,,,,,
@,,508ef390d7c7faffc82e501e61367151e1b698d1,,,Geopublisher,@,,,1986,"Berkeley Softworks",@,,,,,,,,,,,,
@,,516cb3082eaf1e8ae23af1625fdd30ba726869e1,,,Unicopy,@,,"v 1.0",19xx,"Jim Butterfield",@,a,"a 1",,,,,,,,,,
@,,518f746baf5caf1912c70d2a1f55782c0810051f,,,"CBM Filebrowser",@,,"v 1.6",2013/08/20,nbla000,@,,"[40-80 column]",,,,,,,,,,
"Kik-start 2",,519861e75a1a5bc72bf72580dbb38042137c5933,,,"Kik-start 2",,,,1985,Mastertronic,,a,"a utoboot",,,,,,,,,,
@,,51ecc712bc44acb6c210208ac0b9b941ee33ad9f,,,Trinity,@,,"(Side B)",1986,Infocom,@,,"[80 column]",,,,,,,,,,
@,,51f3baa57d8ec2b0524009f30a6223fbde05b88f,,,"Little Red Reader 128",@,,"v 2.5",1996/06/03,"Craig Bruce",@,,"[40-80 column]",,,,,,,,,,
@,,52fcd347428a813b25b57219374d602c5142b82c,,,"C128 World Record",@,,,1988,"New Formula Crew",@,a,"a 1",,,,,,,,,,
@,,53367d2105234f0d10ff30c400cf8759d80e83f7,,,"30 Secs Copy C128",@,,,1986,"Reiner Koukal",de,,"[80 column]",,,,,,,,,,
@,,541a66ede84b0f5b610ab10d88b86f241a4ec439,,,"vt100 128",@,,"v 2.1",1988,"Microtechnic Solutions",@,,,,,,,,,,,,
@,,5551bc1d99175d2d9a013ae1fcfa71b84be00cd2,,,"VDC Mode Mania",@,,"v 1.1; (Disk 5 of 5); (Side B)",2015/01/13,"Akronyme Analogiker",@,,"[80 column]",,,,,,,,,,
@,,55c268b3a6cdb4eb6dc92d67d29d607051a1cf7a,,,"Adventure Games 128",@,,,19xx,@,@,a,"a 3",,,,,,,,,,
@,,56a992d0ae5af38398d928a187c3ae12eee7a0a0,,,Hearts-128,@,,"Copyright Public Domain",19xx,"John Zielinsky",@,a,"a 1; [80 column]",,,,,,,,,,
@,,56ad6f887a559f7dfff59851f884a46b48b7d1f3,,,"Superscript 128",@,,"(Side B)",1986/03/03,"Precision Software",dk,,"[Dictionary]; [80 column]",,,,,,,,,,
@,,56cc7574a969cae7b22d3cdbcb174bceda654fb6,,,"C128 File Integrity Tool",@,,"v 1.2",2014/07/26,Graham,@,,,,,,,,,,,,
@,,5703b5264c367a3371559b30d9d3f9e2a6a2aca8,,,"AA BBS 128",@,,"v 12.5; (Disk 6 of 6)",1990,"Nick Smith",@,,[source],,,,,,,,,,
@,,575614e635b3ce02bb6d1488dd08597425ed8750,,,"Quest of the Unicorn",@,,,19xx,"Reverend Elijah",@,a,"a utoboot; [80 column]",,,,,,,,,,
@,,579bab5226287cfba00055bd734cacc803ddcea0,,,"Calendar Jog",@,,,19xx,@,@,,,,,,,,,,,,
@,,58750239b74b55901506a528af5f17d3c1dc9696,,,"DesTerm 128",@,,"v 2.0; Copyright Shareware; (Disk 3 of 3)",199x,"Matthew Desmond",@,,"[80 column]",,,,,,,,,,
@,,58db54a94b09bd1b92b8d500645727ac793bc29e,,,"Risen from Oblivion VDC",@,,"v 2",2006/12/25,"Crest - Oxyron",@,a,"a utoboot; [80 column]",,,,,,,,,,
"Trader v2.2",,58ff8d747c70d0fb80e6ed1233eb0e8158ea5dcd,,,Trader,,,"v 2.2; Copyright Public Domain",1990/11,Tradersoft,,,"[80 column]",,,,,,,,,,
@,,59008cc03624e88dd62dfcfbb710f1b7abf6e19c,,,"Electropaint 128",@,,"v 2.0",1990/12/22,"Howard Lew",@,,"[80 column]",,,,,,,,,,
@,,5adf48f951274788d33ba28ed759bfce18cfa669,,,"C128 Demo #2",@,,,1988,Sphinx,@,,,,,,,,,,,,
@,,5c1a7a810441a8ddaae6a4d7ae3d6107fbafe064,,,"C128 World Record",@,,,1988,"New Formula Crew",@,,,,,,,,,,,,
@,,5cca8376aabd6a2702b4eaa54a978a2bdfa905a3,,,Seeräuber,@,,,19xx,"Christian Behnke",de,,"[80 column]",,,,,,,,,,
@,,5ccecce895b0b220c434714df00424b61b60fe25,,,"Superscript 128",@,,,1985,Commodore,@,,"[UK Dictionary]",,,,,,,,,,
"Thai Boxing",,5d645e03c82a1ad15ad70302b80d49726c1a18c1,,,"Thai Boxing",,,,1986,Anco,,a,"a utoboot",,,,,,,,,,
@,,5daa6bef6cf21d8a1c51959b803bcbf94caff454,,,Trader,@,,"v 2.2; Copyright Public Domain",1990/11,Tradersoft,@,a,"a utoboot; [80 column]",,,,,,,,,,
@,,5dc641fa9fde470153f8c261bc8dd05ca0225dd3,,,"Power 128 #1",@,,,1993/01,Doc-Atlantis,de,a,"a utoboot",,,,,,,,,,
@,,5f2e2ae158c452e1763d6f772c4fabd68916cf33,,,"AA BBS 128",@,,"v 12.5; (Disk 2 of 6)",1990,"Nick Smith",@,,[source],,,,,,,,,,
Uniquest,,5f2eccea9fa1bede333a6685bcbb4089f2509fa4,,,,,,"(19xx)(-)(80 Column Mode)",,,,,,,,,,,,,,,
@,,601c24894ee53c5d2124b183680db3de46798763,,,"C128 Demo #1",@,,,1988,Sphinx,@,,,,,,,,,,,,
"Alien Invaders",,6043fe2245fcb5b4d9c195ad4ccfb1c66d38e27f,,,"Alien Invaders",,,,19xx,Spiceware,,,"[80 column]",,,,,,,,,,
@,,61b671928a48b666b4d676dd0cd95212eb31e595,,,Race,@,,,1990,Erasoft,ar,,,,,,,,,,,,
"Risen from Oblivion",,61e597904fb9cb456f4f8660b9957fbaab51b91a,,,"Risen from Oblivion",,,"(Side A)",2001,"Crest - Oxyron",,a,"a utoboot",,,,,,,,,,
@,,63a04dd6f93f7d56baa427ff7de76a554260fd13,,,"Millifoot 80",@,,,1988,"Snyder, L.K.",@,a,"a utoboot",,,,,,,,,,
@,,63d33cab634cfd0fcf83c34decd17f6f86f67e17,,,"Galactic Empire",@,,,1987/03,"Paul Kellam",@,a,"a utoboot; [80 column]","Bob Dodson",,,,,,,,,
@,,6468557ffdf85cd83df9c6baecdd97de79df545b,,,"VDC Mode Mania",@,,"v 1.1; (Disk 3 of 5); (Side B)",2015/01/13,"Akronyme Analogiker",@,,"[80 column]",,,,,,,,,,
@,,647fab198a5eda8a901e9195f1651bde250b2aaa,,,"Funny Tablets",@,,,2009/12/31,Megabytes,@,,,,,,,,,,,,
@,,6518346e4d5a437d58b8ba7a85e8fcdc0817f37c,,,"Sex Games III",@,,,1989,Erasoft,ar,,,,,,,,,,,,
@,,651be2c720b8c0a37f757f55a04da5d5ee2c661d,,,"C128 Demo #1",@,,,1988,Sphinx,@,,,,,,,,,,,,
@,,679b499b3f09e77b15ac8c68a7293b72bdbf45e8,,,"C128 File Integrity Tool",@,,"v 1.1",2014/07/20,Graham,@,,,,,,,,,,,,
@,,69004a56a1c38584adfae4fcdff2258e8d92882d,,,"Halloween Demo",@,,,19xx,@,@,,,,,,,,,,,,
@,,692bd881a9b8f54641ddd596ee9ba69b4f5ecc42,,,"Copy II 128 Utilities",@,,"v 4.0; (Side B)",1988/08,"Central Point",@,,,,,,,,,,,,
"Baseball Trivia Quiz",,696f0101c42124d36b9480d01ab8fc30ea419720,,,"Baseball Trivia Quiz",,,,19xx,,,,,,,,,,,,,,
@,,6a12b12eb2496bed53b691dc89d9378fa719bd8b,,,Booter,@,,"v 1.0.3",2015/01/22,MIRKOSOFT,@,,,,,,,,,,,,
@,,6a1d4e4c57bc6e2c26ae97838e6eb617ee230119,,,"Superscript 128",@,,,1985,Commodore,@,,"[US Dictionary]",,,,,,,,,,
@,,6a21404a4ad5e149384e7180577f379d0e9f3adb,,,"Speedscript 128+",@,,,19xx,"Charles Brannon & Bob Kodadek",@,,"[80 column]",,,,,,,,,,
@,,6b4386cbc425e0f4a11cad904bb27998a381f1c6,,,"Ultima V: Warriors of Destiny",@,,"(Disk 1 of 4 Side A)",1988,"Origin Systems",@,a,"a utoboot",,,,,,,,,,
"Last v8",,6bbb145ea8865e52f643edba1b2d31d25f90bb87,,,Last,,,"v 8",19xx,Mastertronic,,a,"a 1; [autoboot]",,,,,,,,,,
@,,6bbb145ea8865e52f643edba1b2d31d25f90bb87,,,Last,@,,"v 8",19xx,Mastertronic,@,a,"a 1; [autoboot]",,,,,,,,,,
@,,6c7a6b71b8f1823614ef6c732d37da2afe20d112,,,"A Mind Forever Voyaging",@,"Mind Forever Voyaging, A","(Side A)",1985,Infocom,@,a,"a utoboot; [80 column]",,,,,,,,,,
