"Group","SHA1","ID","Folder","FileName","Title","TransliteratedName","SortTitle","Version","Year","Publisher","Zone","DumpStatus","DumpInfo","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack"
burrowp,,518cbcf92a448410751131c5c447ca2e0e5a040c,,,,,,,,,,,,,,,,,,,,,
footballfortunes,,53576baf6d5abcc77bbc12b45747b011bc6103e5,,,,,,,,,,,,,,,,,,,,,
"Lokal Memory",,5552e839d4e29c022dbf555f1c3dd832c99b4f01,,,,,,,,,,,,,,,,,,,,,
"Mr Gas",,55e7cb5ef3fde09407605e9296bd7c84310ca667,,,,,,,,,,,,,,,,,,,,,
Pacmania_9512,,5716bd87f7d28a703be220ebb97df5f0af42748c,,,,,,,,,,,,,,,,,,,,,
BATMAN,,57a36d4fa800dc935ab44c70da8d58655ef9e63c,,,,,,,,,,,,,,,,,,,,,
dangerp,,5b0cdc1881abf2c47eeb6875f68e240916ea9f82,,,,,,,,,,,,,,,,,,,,,
"Zork III: The Dungeon Master",,5b1694d5fed6c7a093e2ffd85349cbf3ccbcce14,,,,,,,,,,,,,,,,,,,,,
sublevep,,5ba3b1a5f57dc187669cd8d9c1b1f8e792c63138,,,,,,,,,,,,,,,,,,,,,
"Leather Goddesses Of Phobos",,5be1c8fc7e921c12ec6f0b54a2a62fbb8ddbe810,,,,,,"(UK) (PCW)",,,,,,,,,,,,,,,
Samegame,,5d60c6cb187d40f16897eaca2727261921be39c0,,,,,,,,,,,,,,,,,,,,,
ulises_pcw,,5e4900b63a004e29966f01bfb9136e836bad5a1e,,,,,,,,,,,,,,,,,,,,,
"3D Clock Chess",,5ecca53cc9e8af720cbac6886d13343dfbe30caa,,,,,,"(1986)(ACE Software)",,,,,,,,,,,,,,,
colossus4chess,,6091f95ed2e53d7e3f7129a4d95d2e68dc3da3a6,,,,,,,,,,,,,,,,,,,,,
StationfallB,,60db03c720f00a8cb9d236d404bbaeb48b66051c,,,,,,,,,,,,,,,,,,,,,
entertap,,6165686303af4553843faf1e4b87b04158f0563e,,,,,,,,,,,,,,,,,,,,,
Ballyhoo,,628fbb5a1b6e49d446fe8dc5a67d003cd94d1c95,,,,,,"(1986)(Infocom)(UK)[Side A]",,,,,,,,,,,,,,,
tankattackb,,63bd1a0433d68d1a1e95afecfc5b3483b65d0897,,,,,,,,,,,,,,,,,,,,,
sbelle&atc,,6423085ede42247c2101bcbedb0775093a337be7,,,,,,,,,,,,,,,,,,,,,
"Silicon Dreams",,690a819df5854e01d7c8c8e945d5f60d1bc96471,,,,,,,,,,,,,,,,,,,,,
Blagger,,6a04798c09c6035720f9e6893007dcdd57c6e563,,,,,,,,,,,,,,,,,,,,,
Guardian,,6a04798c09c6035720f9e6893007dcdd57c6e563,,,,,,,,,,,,,,,,,,,,,
losbarcos,,6d22f631e492f91b3ee498bd4177718cdf16ec77,,,,,,,,,,,,,,,,,,,,,
2048,,6db803dd15e0b89104fd59ab4c039ae82a606ad3,,,,,,(2016)(-)(PD),,,,,,,,,,,,,,,
astrop,,6f1ca92f187f9d30b52fb1bbb9a12929baa8c57a,,,,,,,,,,,,,,,,,,,,,
fairlight2,,70989003e3b39d9822a75e8e7024bdc988438b53,,,,,,,,,,,,,,,,,,,,,
FrankBrunosBoxing,,7375e42260dbfc3d3661c42f06cfc623303ffa6d,,,,,,,,,,,,,,,,,,,,,
geisterp,,7638f1cf10fc389185f6efcfed04d0fd627ceb40,,,,,,,,,,,,,,,,,,,,,
SquareX,,799e3105cd308388eee4bf152b27112b96baae3d,,,,,,(PCW),,,,,,,,,,,,,,,
shipp,,7a0d50b0e0f15183102457369d88bf62652b683d,,,,,,,,,,,,,,,,,,,,,
LocoScript,,7b72a1ecd34116afac318511e73b521214d31b71,,,,,,(v1.11),,,,,,,,,,,,,,,
sbelle,,7d2d3ab91e7aefb21a6ecbf6eb2049ba6ab6b678,,,,,,,,,,,,,,,,,,,,,
sirlancelot,,7da7714ba71586b9ca0851392d39e06b399ceee2,,,,,,,,,,,,,,,,,,,,,
StripPoker,,7de9c0db1b47f66b2906147d5eac1ef69c8899de,,,,,,,,,,,,,,,,,,,,,
Golden_Basket,,81376b2d140f5e02f476f389c714311915df69e2,,,,,,,,,,,,,,,,,,,,,
"Armaggedon Man",,82b9508ace15730492aa481ca892e9f825156a08,,,,,,(1987)(Martech),,,,,,,,,,,,,,,
minap,,82d188fb7937c7cae8dcfbc25573a99e3e16fde9,,,,,,,,,,,,,,,,,,,,,
CLASSIC1,,83b01a6f6b62e3cfa7a9ba2d1821cf49bf00a54d,,,,,,,,,,,,,,,,,,,,,
pawn1,,855c20da52dd000d10821ce39ee6af5cbf329510,,,,,,,,,,,,,,,,,,,,,
bouncep,,85b37eb07861dba92043c6bae77a3b55915cc316,,,,,,,,,,,,,,,,,,,,,
master,,87083ec7d97efa0d7c65276ccf56a7b2714e2a5c,,,,,,,,,,,,,,,,,,,,,
JINXTER1,,87b07e9026d81deb9e8af86c8c093c5d11a44d29,,,,,,,,,,,,,,,,,,,,,
deimosp,,87c43dac30386fab0f2c1f499043ec9d73993b05,,,,,,,,,,,,,,,,,,,,,
Suspect,,89503e30aba7c3a53e09435b19538d666d713a24,,,,,,"(UK) (PCW)",,,,,,,,,,,,,,,
Othello,,898b4a25eec97b5c0a20dc816e09867dcaf95e3a,,,,,,,,,,,,,,,,,,,,,
"Zork II: The Wizard Of Frobozz",,8a4c3390135d2c654b5eab84b69c92b6f58ae3c1,,,,,,,,,,,,,,,,,,,,,
match2,,8a57456a4349997cb501a029959b83ba4dfd7886,,,,,,,,,,,,,,,,,,,,,
"Match Day 2",,8a57456a4349997cb501a029959b83ba4dfd7886,,,,,,,,,,,,,,,,,,,,,
wishbrip,,8a72fcfa2ea5c75cc2f0b1e78eb1dc4b0ddc52dd,,,,,,,,,,,,,,,,,,,,,
"Graham Gooch´s Test Cricket",,8dfd6fa4ac9b2a4fdc8a8aabc1548bcf286033b5,,,,,,,,,,,,,,,,,,,,,
navesp,,8e158fe6411316d0900e74c16ab91bf9d0e858e1,,,,,,,,,,,,,,,,,,,,,
patiencp,,8f4286caa075bbf85efebc91c2ee66fe08b29ed3,,,,,,,,,,,,,,,,,,,,,
Witness,,8fdf1ac6cb0f8f1725522f6a76d15b31d8ea3cad,,,,,,,,,,,,,,,,,,,,,
Suspended,,90a252227a426dd9cf534e027ec4450ea4792768,,,,,,"(UK) (PCW)",,,,,,,,,,,,,,,
herbert,,90ecb89a94aa28c70acc4fcbfcde12451572c93d,,,,,,,,,,,,,,,,,,,,,
santap,,928a4486a2dc2767e6cd17abe968fb5cd89cdec2,,,,,,,,,,,,,,,,,,,,,
magicmathsb,,93612f59ec1b5da893c6205c3aea0dcd1f2bda8f,,,,,,,,,,,,,,,,,,,,,
inhum,,9600a38f6a5e162e15069737669baa54d6cf0cd7,,,,,,,,,,,,,,,,,,,,,
krompcw,,9653c51015bb04dc9a6fac439fdead1501715666,,,,,,,,,,,,,,,,,,,,,
mot,,97605206e3f030f3cf0e3102ba8a6ad555adac97,,,,,,,,,,,,,,,,,,,,,
PAW,,97fb86d4bb14d3a758c07014978d58b039d8f2b7,,,PAW,,,,19xx,"Gilberts, Tim - Yeandle, Graeme",,,,,,,,,,,,,
"Apple Jack",,9919d4ea423e43ad9ec283591b74b4759c42eb8c,,,,,,"(1986)(Boothroyd, K.)",,,,,,,,,,,,,,,
JPAscii,,9a3cba710c4cf4b412a9a7811a5960000d95ab1d,,,,,,,,,,,,,,,,,,,,,
packpcw,,9cbf0bf116243d3dfeb3d3306c0805652ca69fcf,,,,,,,,,,,,,,,,,,,,,
PacMania_8256,,9e46f1de7b06ea23f42b8879efee7f7b6323d0d1,,,,,,,,,,,,,,,,,,,,,
Spellbreaker,,9f00497fdb342ea19cee639d5d05744fadf30915,,,,,,,,,,,,,,,,,,,,,
"The Hithhikers Guide To The Galaxy",,9fb16ae107e0f4df71543eac067a12a56340d371,,,,,,"(UK) (PCW)",,,,,,,,,,,,,,,
squashp,,a08d079fbb443fc2a85ca3b023b7560e8f0d45eb,,,,,,,,,,,,,,,,,,,,,
LancelotB,,a294d19bba726790c8b13b3f6ded3d5481cfc024,,,,,,,,,,,,,,,,,,,,,
buran,,a31e465787f0d5986e582e6ae2146e8bce94f88c,,,,,,,,,,,,,,,,,,,,,
psi,,a43cf8e89cb91327091f7ae0865f4ec1085a079f,,,,,,,,,,,,,,,,,,,,,
corona,,a4a80b054076d2f36526641d73701e08a0ecb5dc,,,,,,,,,,,,,,,,,,,,,
Starcross,,a60698ab012d577ac9126f9796029f7ce2735e43,,,,,,,,,,,,,,,,,,,,,
Living,,a738d1d8087e2c292ce1daf4f94eb7547f2eb9a2,,,,,,,,,,,,,,,,,,,,,
seastalker,,a87604870356c040e604782ec44fcbe205600dd6,,,,,,,,,,,,,,,,,,,,,
chancelp,,a92f48fe3d4bbe47a2402fc44e733e80705ebd11,,,,,,,,,,,,,,,,,,,,,
Dagoba,,a9e744e7bb2b48c9402ebd95e84e9637e8c5e5ea,,,,,,,,,,,,,,,,,,,,,
"HeroQuest 9512",,aa12413a830a59597bcf524d4a661ecd764629be,,,,,,,,,,,,,,,,,,,,,
"Cetro 2",,adb9330766dfc7fed3accea0242d20ba7f279fba,,,,,,(PCW),,,,,,,,,,,,,,,
elf,,aea06d6bd14d956ade6adb79946bac5a5be66f5e,,,,,,,,,,,,,,,,,,,,,
"Time And MagikB",,afad039ffd0e8c6f36d1686dc1ad6912c73ebdac,,,,,,,,,,,,,,,,,,,,,
solitario,,afbad70f9bd3d7c0e57c060458abecf3acbe3f8c,,,,,,,,,,,,,,,,,,,,,
"Ángel Nieto Pole 500",,b204c46cb187a64899e9bacde9ce03a5826d44fd,,,,,,(1986)(Opera),,,,,,,,,,,,,,,
pawn2,,b3de01d66a404dd542f9f60ac14635174e8d7c0a,,,,,,,,,,,,,,,,,,,,,
leaderbp,,b414709ec14cf0c1d528764ce9f2e47072c8c3b3,,,,,,,,,,,,,,,,,,,,,
Enchanter,,b4e9f5c6412e40d5b2ddb1d3ece0e742d5f593c1,,,,,,"(UK) (PCW)",,,,,,,,,,,,,,,
templosbpcw,,b58f37cc55c49363fde6edd425413e1d8f563dcd,,,,,,,,,,,,,,,,,,,,,
pestenp,,b5fcce8e79565a63b47fa3a098aee249651fca8d,,,,,,,,,,,,,,,,,,,,,
paranoip,,b8e5726345e7709f2b350cfc00bb87764765cef6,,,,,,,,,,,,,,,,,,,,,
"Plundered Hearts",,ba2c6dc09689dd2f41ea17f2075912c90ff2716a,,,,,,"(UK) (PCW)",,,,,,,,,,,,,,,
odiosump,,ba7c12aed3a20d660a903b3021f201673207ff4e,,,,,,,,,,,,,,,,,,,,,
ScapeghostB,,baf17b2ebba89cbb29af430be2399c05f03d4ad3,,,,,,,,,,,,,,,,,,,,,
corsarios,,bd58e9826291b25a93a5db70a7d513916d2ba8b8,,,,,,,,,,,,,,,,,,,,,
CYRUS2chess,,c06d30183a1bc2f13829034635d1240329cfcfbd,,,,,,,,,,,,,,,,,,,,,
CATCH23,,c0f6584c35cdc366e65a20ba236642fe966a4b55,,,,,,,,,,,,,,,,,,,,,
"Ingrid's BackA",,c15eb32cc8c21ab3dc5919d3699ffbf707a52d6f,,,,,,,,,,,,,,,,,,,,,
"Cetro 1",,c638b103243bf256869a3dcbbcf8e3c5c6faecd5,,,,,,(PCW),,,,,,,,,,,,,,,
"Zork I: The Great Underground Empire",,c75f0bd9656a564336853f252ff1e2df62173327,,,,,,,,,,,,,,,,,,,,,
morta2,,c892ec5e3f671c83c8d48779ff3a21a9ecaa47d7,,,,,,,,,,,,,,,,,,,,,
Tomahawk,,caff058ea7586eae70a3dc2f2bc31a0bbc7ad390,,,,,,,,,,,,,,,,,,,,,
formula1,,cb445a5c673d69dd41f1170f10437d4dd10078f1,,,,,,,,,,,,,,,,,,,,,
"Gnome RangerB",,cb60320983e5293c988ad59ff8d855e947662345,,,,,,,,,,,,,,,,,,,,,
SportriA,,cba874600da245a2fa59d2bdd9c4884c067580e4,,,,,,,,,,,,,,,,,,,,,
blkstarp,,cbe78bcafd6aacabbd00aea8b7755bc9fb0f6df2,,,,,,,,,,,,,,,,,,,,,
Infidel,,cc9fd1f658944ec48d4f3203046f518e2a7bf1f3,,,,,,,,,,,,,,,,,,,,,
safecrap,,ccc43e768e2f1b59dd04ef1552c04d39890e1431,,,,,,,,,,,,,,,,,,,,,
mundial,,cceaf90d88fdb61ca3d06ecdfed40c01c625ab01,,,,,,,,,,,,,,,,,,,,,
distractions,,cdf8fb04840ab6a9010e098605dd2e8a67d54265,,,,,,,,,,,,,,,,,,,,,
trafalgp,,ce864b175d5bef874c614bd897ac42c940366c32,,,,,,,,,,,,,,,,,,,,,
bounder,,cf0ac80e710cccab86cf3a9f83bb0653cf182094,,,,,,,,,,,,,,,,,,,,,
"The Jewels Of Darkness",,cfbf69885d21d3ecdde1bdac5dce91e41c9dbb71,,,,,,,,,,,,,,,,,,,,,
Gonzalezz,,d058bafc9bc2c1f561e3b011a2e64a55deed985b,,,,,,,,,,,,,,,,,,,,,
atc,,d13886a345970565f46d4e76f5b2ceb4af2974a2,,,,,,,,,,,,,,,,,,,,,
"Hollywood Hijinx",,d1edd83e34b6df0cd56be649cb42d413ded34a30,,,,,,"(UK) (PCW)",,,,,,,,,,,,,,,
magicway,,d34d122d53382a104ebc13bbe5435605f0911c9e,,,,,,,,,,,,,,,,,,,,,
"Ingrid's BackB",,d401c963d2fd9a7cd80641e5c5ea34ffe54ae8a7,,,,,,,,,,,,,,,,,,,,,
"Lord of the Rings",,d73e49a0c9d622078178001fc19be0dfd8e49744,,,,,,,,,,,,,,,,,,,,,
"Abadía del Crimen, La",,d7742ca772da7174fa1e83f58c17af5d6444e561,,,,,,(2012)(Habisoft)[8256],,,,,,,,,,,,,,,
templosapcw,,d80aa27a5b6c97b42e09de2b6554259e4e0b240d,,,,,,,,,,,,,,,,,,,,,
snakeyp,,da404f6b61c874011579746760a5cb4e766cdfd7,,,,,,,,,,,,,,,,,,,,,
headoverheels,,dba57491dcca0f56d207ba44bf57b6384a35df89,,,,,,,,,,,,,,,,,,,,,
StationfallA,,dbd8faf189749b74df9252e52c2077b2a3b56267,,,,,,,,,,,,,,,,,,,,,
Ballyhoo,,dc0b27e02957cd492e0b9fc7b33a83851919471d,,,,,,"(1986)(Infocom)(UK)[Side B]",,,,,,,,,,,,,,,
"007: The Living Daylights",,dd55a7f5bf41180b4fdb796e674acfb75cdd6909,,,,,,,,,,,,,,,,,,,,,
livinday,,dd55a7f5bf41180b4fdb796e674acfb75cdd6909,,,,,,,,,,,,,,,,,,,,,
Terracom,,de812e96b2701477f42e25f96e160ccb89c0d825,,,,,,,,,,,,,,,,,,,,,
"Trivial Pursuit Genus A-en",,e01c8afcb4fa3adafa9095a8908f2c08b1ed92b1,,,,,,,,,,,,,,,,,,,,,
"Trivial Pursuit Genus B-en",,e08883dcd27a982ed784a7f62cd7b92aeac7714c,,,,,,,,,,,,,,,,,,,,,
irisshow,,e165dfc2a7b3181e8c15452a29382a401c605b1e,,,,,,,,,,,,,,,,,,,,,
"Space Combat",,e19cbf27bb799cede95d3ed5b384ee6e50119bcb,,,,,,,,,,,,,,,,,,,,,
goody,,e1b549bf2e418ff09d0712bb98bcd8e0df412b82,,,,,,,,,,,,,,,,,,,,,
roswellp,,e3c578cd1e3e6f964ecf22c306966fcad45791f6,,,,,,,,,,,,,,,,,,,,,
Moonmist,,e45dab1451c0026aa71ac8f7454074fb8456d8cd,,,,,,"(UK) (PCW)",,,,,,,,,,,,,,,
GOT2,,e5a7782b54eb57a5a33f65e9961f6c666f7762b2,,,,,,,,,,,,,,,,,,,,,
SGLIDER,,ead4ae2ea6f5cad45a09acaab5a88a8d2a460260,,,,,,,,,,,,,,,,,,,,,
sargon,,ecb76ebb8292d26858c865d7616f1a424d811ec0,,,,,,,,,,,,,,,,,,,,,
Cutthroats,,edabb8f477009c661d20937205ddac2200d2e129,,,,,,"(UK) (PCW)",,,,,,,,,,,,,,,
BobA,,ee086f0d87740e5d06fcff11b68d8dfa12e851e4,,,,,,,,,,,,,,,,,,,,,
sapiensp,,eff8c49f7c5cadabe5735bfc54d44e6b3c429890,,,,,,,,,,,,,,,,,,,,,
mithos,,f09ee1a1f0c709e1c87eeefa3bd9d1dafb40dc56,,,,,,,,,,,,,,,,,,,,,
visitap,,f0e866559c55485f6b2a6edce49601db88368b00,,,,,,,,,,,,,,,,,,,,,
crplumbp,,f141a0d5503955d502696873a93765b26b298201,,,,,,,,,,,,,,,,,,,,,
"The Lurking Horror",,f60c8cb2967204a1f9fbf5ba80816ee86f0708d9,,,,,,,,,,,,,,,,,,,,,
suburbip,,f61141aef0f40f703cf6a4ce6deae15423ed0e95,,,,,,,,,,,,,,,,,,,,,
"After Shock",,f8b2afdd2ad6cd2cd7195aac4996f6245e5a60a9,,,,,,"(1986)(Interceptor)[Side B]",,,,,,,,,,,,,,,
mines,,fb1dc5dc27ef655b5498c84ef564d815c158ccf1,,,,,,,,,,,,,,,,,,,,,
dracosp,,fc18fa84d25aa55ce0ded23a23e35c821669d54b,,,,,,,,,,,,,,,,,,,,,
Sovietpcw,,fd0c73ee1a37f60401a699afc14f2f0d775a76e2,,,,,,,,,,,,,,,,,,,,,
"After Shock",,fd1694fc80f925fec703f6bc8a1e55ea97e078f2,,,,,,"(1986)(Interceptor)[Side A]",,,,,,,,,,,,,,,
scrabble,,fdd4142e821f577773acc43fbe314318e202badd,,,,,,,,,,,,,,,,,,,,,
Sol_Negropcw,,fe14e9ae1a0a2b0b82aa98cb3ee3a151f2f2b52f,,,,,,,,,,,,,,,,,,,,,
