"Group","SHA1","ID","Folder","FileName","Title","TransliteratedName","SortTitle","Version","Year","Publisher","Zone","DumpStatus","DumpInfo","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack"
@,,098c4f5a487eba0a4aec351bdb5ed3e52f7b2969,,,"VecSports Kingpin Bowling",@,,"v 0.4; Copyright Public Domain",2002/08/26,"Parssinen, Manu",@,,,,,,,,,,,,
@,,0a01f3991ddc555095a198269d075e3466811f9b,,,Nonagalf,@,,"Copyright Public Domain",2003/03/10,"Parssinen, Manu",@,,,,,,,,,,,,
@,,0a82ca2ace9db627829dd4b5e2390e8d3614ad7d,,,"Rockaroids Remix: 3rd Rock",@,,"Copyright Public Domain",1996,"Dondzila, John",@,,,,,,,,,,,,
@,,0bcefc0b83f8f2d71be0a7e922c28c5c10ab7aa8,,,"Vectrex YM-Sound: Robin Hood",@,,"Copyright Public Domain",1998,"Salomon, Christopher",@,,,,,,,,,,,,
@,,0c229dd12a55044681585f7fdabd37dbc1243b59,,,"Space Wars",@,,,1982,GCE,@,,,,,,,,,,,,
@,,0c452f25fb3f42ae455b0fab9f5d621408fd0efa,,,"Spike Goes Skiing v.03",@,,"Copyright Public Domain",1998,@,@,,,,,,,,,,,,
@,,0c64fa53d87a199200d8fffe10c89c25a0d8ba27,,,"Pole Position",@,,,1983,GCE,@,b,"b 1",,,,,,,,,,
@,,0c8b899b22d35784b73e1c3b3d9156c139aac14c,,,"Vecmania Part 2",@,,"Copyright Public Domain",1999,"Dondzila, John",@,,,,,,,,,,,,
@,,0caf0962f4b46dddc10f3cde048f055ca60fa1ec,,,"Vectrex YM-Sound: Count05",@,,"Copyright Public Domain",1998,"Salomon, Christopher",@,,,,,,,,,,,,
@,,1142f7570efccd7d03b4f5a64472534303bfcfdf,,,"Mine Storm",@,,,1982,GCE,@,,,,,,,,,1,,,
@,,12dc9716d7621555c8c2dfcf4646cadde9196909,,,"Star Castle",@,,,1983,@,@,,"[spinner controller]",,,,,,,1,,,
@,,13380cac0ae0918a0a7ee2a465f75783f0830bec,,,"Vectrex Demo 3",@,,"Copyright Public Domain",2000,"Parssinen, Manu",@,,,,,,,,,,,,
@,,139891ccaf0fc7c4ce0d24f05b2999498eac3f66,,,Labyrinth,@,,"v rev2; Copyright Public Domain",1998,"Salomon, Christopher",@,,,,,,,,,,,,
@,,144b29a9ce58edbc51de479b0586e0ee95b903ec,,,"Vectrex YM-Sound: Monty on the Run 2",@,,"Copyright Public Domain",1998,"Salomon, Christopher",@,,,,,,,,,,,,
@,,1510d6a139fe9a21d8eb88a7238c051066918744,,,"My Bonnie Lies Over The Ocean",@,,"Copyright Public Domain",1985,"Woolsey, Jeff",@,,,,,,,,,,,,
@,,15577afe813b2421bccc952cdb1abb11263af0eb,,,"Battle Earth Terror Hazard",@,,"v 3; Copyright Public Domain",2000,"Parssinen, Manu",@,,,,,,,,,,,,
@,,15b4fa6c266e6bee43550be39738c03f61bf2bbf,,,"Vectrex YM-Sound: Jaws theme",@,,"Copyright Public Domain",1998,"Salomon, Christopher",@,,,,,,,,,,,,
@,,161db68a5c87653f87bb34e0bdd395fcbf0ce079,,,Spinball,@,,,1983,GCE,@,b,"b 2",,,,,,,,,,
@,,164d1dc97e2c7e9d1d1e1ef0651a0ee6bfa32bde,,,"Mike's Molecules",@,,"Demo 1; Copyright Public Domain",1985,"Blackwell, Mike",@,b,"b 1",,,,,,,,,,
@,,16589b7be4774bb26d53c04f4433a73ddf5b19e1,,,Animaction,@,,,1983,GCE,@,b,"b 1; [lightpen]",,,,,,,,,,
@,,16aa5973850c5386ec81213872af41adf1cc9f67,,,"Line Demo",@,,"Copyright Public Domain",2001,@,@,,,,,,,,,,,,
@,,1731e892da8945fe4945b43847d23960c581682a,,,"3-D Mine Storm",@,,,1983,GCE,@,,,,,,,,,,,,
@,,17de7250a48f4a5da536956697751369fd9b7524,,,"3-D Mine Storm",@,,,1983,GCE,@,b,"b 1",,,,,,,,,,
@,,18af445e5fc0a1bd8b160eb36a1c57efbef24208,,,"Star Spangles Banner",@,,"Copyright Public Domain",1985,"Woolsey, Jeff",@,,,,,,,,,,,,
@,,18cb76846bc5d632b781bd4fad52d3f75d48cc4e,,,"Calibration Demo",@,,"Copyright Public Domain",19xx,"Tumber, Christopher",@,,,,,,,,,,,,
@,,1a4343635345ec0ac45ac5a5a72d3118c53134aa,,,"Magic 8 Ball",@,,,2001,"Tumber, Christopher",@,,,,,,,,,,,,
@,,1a4ed43e03cb6cd8da7bf0bbeb57fc158630a871,,,"Vaboom! + Vectrace",@,,"Copyright Public Domain",2000/07,"Habot, Ronen",@,a,"a 1; [vetrace]",,,,,,,,,,
@,,1a947684579d697c9600897639ee0edd2ed26a60,,,"Star Trek: The Motion Picture",@,,,1982,GCE,@,o,"o 1",,,,,,,,,,
@,,1c79e8a995f814ce2c0273139089dd99575f5610,,,Hyperchase,@,,,1982,GCE,@,b,"b 1",,,,,,,,,,
@,,1db76a96327738be20e60539f05ef6e351413519,,,"ZZAP: Scrolling Space Game",@,,"Copyright Public Domain",1989,"Krumlinde, Ville",@,,,,,,,,,,,,
@,,1fdcc6e54ae5177bc9cdc79ce616ae3401e5c229,,,"Mine Storm II",@,,,1983,GCE,@,,,,,,,,,,,,
@,,21707811e544edae66ca076351bf0743842b46e5,,,"Star Trek: The Motion Picture",@,,,1982,GCE,@,a,"a 1",,,,,,,,,,
@,,21b56455b1a782196a9210b3ad4bd8e99c85bf52,,,"Vectrex YM-Sound: Ghosts 'n' Goblins 9best",@,,"Copyright Public Domain",1998,"Salomon, Christopher",@,,,,,,,,,,,,
@,,228dc86174f12aca8717b4fc782049b9e1a56c30,,,Patriots,@,,"Copyright Public Domain",1996,"Dondzila, John",@,,,,,,,,,,,,
@,,22f7a490f6f7aaa31e892b03a85178af211f62e3,,,Rip-Off,@,,,1982,GCE,@,,,,,,,,,,,,
@,,236a110bbb29f88b0d1e61145c7c42a1b4aae11d,,,"Vectrex YM-Sound: Ghosts 'n' Goblins 7",@,,"Copyright Public Domain",1998,"Salomon, Christopher",@,,,,,,,,,,,,
@,,23f8ea355bc8335f4c0b57fed25bced324c12374,,,Patriots,@,,"Copyright Public Domain",1996,"Dondzila, John",@,b,"b 1",,,,,,,,,,
@,,244758670486a71e0b85d960276ef6159d45eacc,,,"Vectrex YM-Sound: Fast Food 2",@,,"Copyright Public Domain",1998,"Salomon, Christopher",@,,,,,,,,,,,,
@,,25898388304ec608cfb2207e2757fcd2fc4f296b,,,"Clean Sweep",@,,,1982,GCE,@,b,"b 1",,,,,,,,,,
@,,25c4cf4609566564d406b28aec7190eff45af2c8,,,Tsunami,@,,"Copyright Public Domain",2001,"Tumber, Christopher",@,a,"a 1",,,,,,,,,,
@,,284592d4969c87a034f8028efa7a7f75b27ed86e,,,"We Wish You a Merry Christmas -",@,,"Copyright Public Domain",1985,"Woolsey, Jeff",@,a,"a 1",,,,,,,,,,
@,,286e061331289b031de33725a4966c379c1df47f,,,"Fortress of Narzod",@,,,1982,GCE,@,,,,,,,,,,,,
@,,2987e773cc47aadafa631491e685b5709ba49e3f,,,"Bach Prelude #1",@,,"Copyright Public Domain",1985,"Woolsey, Jeff",@,,,,,,,,,,,,
@,,299841a116e59399af4e74ccae23ddfc078e007b,,,"Clean Sweep: Mr. Boston Version",@,,,1982,@,@,,,,,,,,,,,,
@,,2a2f5a394f08be1e5f059432f3efb877558010fa,,,"Vectrex YM-Sound: Arkanoid: Revenge of DOH",@,,"Copyright Public Domain",1998,"Salomon, Christopher",@,,,,,,,,,,,,
@,,2aa0b01c2594ba5b15bbc65feac55738967c3c2f,,,"Art Master",@,,,1983,GCE,@,b,"b 1; [lightpen]",,,,,,,,,,
@,,2d727aad037f0f072a10d45d0c5355db8577de85,,,Bedlam,@,,,1983,GCE,@,b,"b 2",,,,,,,,,,
@,,2e8285061530ccadfa2d8d11c374ae244449ebfa,,,Spinball,@,,,1983,GCE,@,,,,,,,,,,,,
@,,2ea5f2ea3237a80c6aa96af10464adf5547409d8,,,"Armor Attack",@,,,1982,GCE,@,b,"b 1",,,,,,,,,,
@,,308107295ac4ed7bd1eb4c3bd1ccbdbd4c1d6c1a,,,"Battle Earth Terror Hazard & Vecsports Boxing",@,,"Copyright Public Domain",2000,"Parssinen, Manu",@,,,,,,,,,,,,
@,,31222acdf992e7e16aaf9930a63d97a29d5cfaab,,,"CGM Example",@,,"Copyright Public Domain",2000,Marq,@,,,,,,,,,,,,
@,,319974609e4292a0e6b6a7c34264cba082855509,,,"3-D Crazy Coaster",@,,,1983,GCE,@,b,"b 1",,,,,,,,,,
@,,34515c515f11afa2f57d4b03d5c213828158b3d5,,,"Narrow Escape 2-D",@,,,1983,GCE,@,,,,,,,,,,,,
@,,364f3ed4254f8f378e1065be744fa05721b92c1a,,,"Vectrex YM-Sound: Bubble Bobble 2",@,,"Copyright Public Domain",1998,"Salomon, Christopher",@,,,,,,,,,,,,
@,,36b9b0bd65480a7e92eadc78b7a67dd369a2077f,,,"VecSports Kingpin Bowling",@,,"Copyright Public Domain",2002/08/19,"Parssinen, Manu",@,,,,,,,,,,,,
@,,3772280f755b3dc6ee669cef98634d236f3e9878,,,"Vectrex YM-Sound: Ghosts 'n' Goblins 9",@,,"Copyright Public Domain",1998,"Salomon, Christopher",@,,,,,,,,,,,,
@,,38027413986ff31917f6ddb5346ada1ff96ebb63,,,Bedlam,@,,,1983,GCE,@,b,"b 1",,,,,,,,,,
@,,38072dc491d5c729c06f4c50bc310d361e0ff62a,,,"Solar Quest",@,,,1982,GCE,@,,,,,,,,,,,,
@,,383062cee645db9ce07ae5cd7767dc8e88af6f25,,,"Music Test",@,,"Copyright Public Domain",2001,@,@,,,,,,,,,,,,
@,,38e38b5c60466146d4648f8929b5ce3a08dcbe0d,,,Scramble,@,,,1982,GCE,@,,,,,,,,,,,,
@,,3a06ca37b2e5cbc37d2126d66cd01009106719ff,,,"Vectrex YM-Sound: Monty on the Run 1",@,,"Copyright Public Domain",1998,"Salomon, Christopher",@,,,,,,,,,,,,
@,,3a2ee61316fb316d9e9efdf5ee405e813475b466,,,"Star Trek: The Motion Picture",@,,,1982,GCE,@,,,,,,,,,,,,
@,,3b8de41101d7fb5b51a721d5d872f01b21d3394a,,,Animation,@,,"Copyright Public Domain",2002,"Parssinen, Manu",@,,,,,,,,,,,,
@,,3e8ffd3f569c69dd4aa647aa8f392ea338fefe42,,,"Patriots III: BALListics Busters",@,,"Copyright Public Domain",2002,"Dondzila, John",@,,,,,,,,,,,,
@,,3ff3fa4feda6d562dedff2a10cfa8679d8318044,,,Bedlam,@,,,1983,@,@,,,,,,,,,,,,
@,,4120a657ce2a702371d09fe7fd58dc9cc4b7e5cb,,,Gravitrex,@,,"Copyright Public Domain",2002,"Dondzila, John",@,,,,,,,,,,,,
@,,4318d453257b35991b926fbef824348088a631f3,,,"Lunar Lander",@,,"Demo 1; Copyright Public Domain",19xx,"Landspurg, Thomas",@,,,,,,,,,,,,
@,,4367a7fc3de661af325c0c5c7829ab8e9ed76e9a,,,"Joystick Test",@,,"Copyright Public Domain",2000,"Parssinen, Manu",@,,,,,,,,,,,,
@,,438e1cb5cd956b94a398ee3c70f81a885334669c,,,"3-D Demo",@,,"Copyright Public Domain",2000/03/06,"Salomon, Christopher",@,,,,,,,,,,,,
@,,44f23c2dc16946675346f69dd027d5d394c55acc,,,"Vectrex YM-Sound: Turrican 2",@,,"Copyright Public Domain",1998,"Salomon, Christopher",@,,,,,,,,,,,,
@,,451ba51be3f94b3a625627866877239aee61766d,,,Thrust,@,,"v 1.01; Copyright Public Domain",2004,"Krumlinde, Ville",@,,,,,,,,,,,,
@,,46278f9130dd876fcf73e95503d88a5483791ad6,,,"Vectrex YM-Sound: Klax Sound",@,,"Copyright Public Domain",1998,"Salomon, Christopher",@,,"[Level Begin]",,,,,,,,,,
@,,4761136fa2a7c96e0e98f1b68bea057ae7bb61af,,,"Tono Demo",@,,"Copyright Public Domain",2000,"Marq - Antti",@,,,,,,,,,,,,
@,,481aa3b761f34747fe769c8420564e4f37529c26,,,Patriots,@,,"Copyright Public Domain",1996,"Dondzila, John",@,a,"a 1",,,,,,,,,,
@,,496af545bc26e0b322fc5316710e6260bb92aeca,,,"Vectrex YM-Sound: Horror Zombies From The Crypt",@,,"Copyright Public Domain",1998,"Salomon, Christopher",@,,,,,,,,,,,,
@,,4a833e4869221f832dacb7ef0fb2997c870b7d7f,,,"3-D Crazy Coaster",@,,,1983,GCE,@,,,,,,,,,,,,
@,,4a8521998e6ded2fbdcebde34a2848cd0846f67f,,,"Pokemon Demo 2",@,,"Copyright Public Domain",2000,"Parssinen, Manu",@,,,,,,,,,,,,
@,,4b1e43808aefc8235b130d2dbac41fa087d9aedf,,,"Vectrex Pong",@,,"Copyright Public Domain",1998,"Salomon, Christopher",@,,,,,,,,,,,,
@,,4bb008ea3129b22b9827178d7a9de2c468658f2f,,,"Pole Position",@,,,1983,GCE,@,,"[spinner controller]",,,,,,,1,,,
@,,4cfedf2ae3d919988b8efaf842bb5da554438657,,,"Vectrex YM-Sound: Fast Food 1",@,,"Copyright Public Domain",1998,"Salomon, Christopher",@,,,,,,,,,,,,
@,,4db372a56e7d173d9c265fbe1bd68c1e1fa057fa,,,"We Wish You a Merry Christmas -",@,,,1985,"Woolsey, Jeff",@,,[newer],,,,,,,,,,
@,,4dced2d73bb7e73fb7bd83220d457d962893cd68,,,"Vectrex YM-Sound: Rainbow Islands",@,,"Copyright Public Domain",1998,"Salomon, Christopher",@,,,,,,,,,,,,
@,,4deda85d726606505daf9e0596889fd08cd70eca,,,"Vectrex YM-Sound: Pac-Mania 1",@,,"Copyright Public Domain",1998,"Salomon, Christopher",@,,,,,,,,,,,,
@,,4e916c6251e9e172cdf6b87280d1a9724a75ece0,,,"Vaboom! + Vectrace",@,,"Copyright Public Domain",2000/07,"Habot, Ronen",@,a,"a 1; [vaboom!]",,,,,,,,,,
@,,4f461b0b51c82433e70130eac5494f26239b4453,,,"Tour De France",@,,"Language proto",1983,GCE,@,,,,,,,,,,,,
@,,4ff2caa11ba111b256610d34a19de97b28053026,,,"3-D Narrow Escape",@,,,1983,GCE,@,b,"b 1",,,,,,,,,,
@,,503aa23f63ffadad37084a541c213cb8b96a5c15,,,"Da Vecdemo 2k2",@,,"Copyright Public Domain",2002,"Parssinen, Manu",@,,,,,,,,,,,,
@,,50926f2dba0ce469e91775839f9ecaf7c123ec9d,,,"Space Frenzy",@,,"v 1.0; (beta)",200x,"Dondzila, John",@,,,,,,,,,,,,
@,,5131f6eddaa7e9555ff8600942c4eac360ef0fa1,,,"Vectrex YM-Sound: Axel F: Beverly Hills Cop",@,,"Copyright Public Domain",1998,"Salomon, Christopher",@,a,"a 1",,,,,,,,,,
@,,526b347bc02a47c8bda326b1f6da50284127f038,,,"Rocket Sledge",@,,"Language proto",1983,GCE,@,b,"b 1",,,,,,,,,,
@,,53e038e736e8e5c78dcd908a9fa950c787a6db07,,,Etch-a-Sketch,@,,"Copyright Public Domain",1985,"Woolsey, Jeff",@,,[lightpen],,,,,,,,,,
@,,557cdd878b90d8939bd3f5ae58d1d1cfe66e7973,,,ZZZ-UNK-VecVox,@,,"Copyright Public Domain",19xx,@,@,b,"b 1",,,,,,,,,,
@,,55a6d6a2c56996d16a7c39ca0878b33bc2fe4f03,,,"Melody Master",@,,,1983,GCE,@,b,"b 1; [lightpen]",,,,,,,,,,
@,,5608ced5aa8b4c1e8bdd23784b46aaa698cb2874,,,Pop,@,,"Demo 1; Copyright Public Domain",19xx,"Tumber, Christopher",@,,,,,,,,,,,,
@,,567616c50b49c03539daeff90efcb6479039107b,,,Vectrace,@,,"Copyright Public Domain",2000,"Habot, Ronen",@,,,,,,,,,,,,
@,,56a7f277bf09f94461dda542c04c36266d838b86,,,"Cosmic Chasm",@,,,1982,GCE,@,,,,,,,,,,,,
@,,56cea447704286d88533db99fd209816ae1b96a4,,,"Vectrex YM-Sound: Star Wars Theme",@,,"Copyright Public Domain",1998,"Salomon, Christopher",@,,,,,,,,,,,,
@,,5750bb463e264160b6f45ee4e586e71f1c210672,,,"Vectrex YM-Sound: Pac-Mania 4",@,,"Copyright Public Domain",1998,"Salomon, Christopher",@,,,,,,,,,,,,
@,,58aecc7fb1d26a22b09e9a13d845e4ed12e2449d,,,"Melody Master",@,,,1983,GCE,@,,[lightpen],,,,,,,,,,
@,,59bac071532fb9fabcbc71af7a57aac508ea0abc,,,0ldsk00l,@,,"Copyright Public Domain",2002,"Parssinen, Manu",@,,,,,,,,,,,,
@,,5d38c627a5d551637ec67aaccf938eb214b010d7,,,"Vectrex YM-Sound: Monty on the Run: HiScore Sound",@,,"Copyright Public Domain",1998,"Salomon, Christopher",@,,,,,,,,,,,,
@,,5e8f6f9e9c6c6f784b910773ca387048a5941726,,,"Heads Up: Action Soccer",@,,,1983,GCE,@,b,"b 1",,,,,,,,,,
@,,5f942034ed8e953361d2c01898b80b81489618f6,,,"Vaboom! + Vectrace",@,,"Copyright Public Domain",2000/07,"Habot, Ronen",@,,,,,,,,,,,,
@,,5fd16b524c54cb734775e572c343e8616b5c9801,,,"Vectrex YM-Sound: Bubble Bobble 0",@,,"Copyright Public Domain",1998,"Salomon, Christopher",@,,,,,,,,,,,,
@,,60893dfada42cf50c94083d45ad5bd14d0c031c8,,,"Blitz!: Action Football",@,,,1982,MB,@,b,"b 1",,,,,,,,,,
@,,62469ad35eafd546f595b3f98468e0ad30cc6cd0,,,"Mine Storm II",@,,,1983,@,@,,"[spinner controller]",,,,,,,1,,,
@,,62d1fbb2e0012916deba2623da31281951f9de9b,,,"Spike's Slam Pit",@,,"Demo 1; Copyright Public Domain",2001,Gauze,@,,,,,,,,,,,,
@,,6330b98fc860edf42b6ff664516096e152d48964,,,"Vectrex YM-Sound: Great Giana Sisters: Title",@,,"Copyright Public Domain",1998,"Salomon, Christopher",@,,,,,,,,,,,,
@,,657b1f47ceaa7fd15534116440b44ec32d15b389,,,"Vectrex YM-Sound: Star Wars",@,,"Copyright Public Domain",1998,"Salomon, Christopher",@,,,,,,,,,,,,
@,,65d07426b520ddd3115d40f255511e0fd2e20ae7,,,"Mine Storm",@,,,1982,GCE,@,,,,,,,,,,,,
@,,66ef12db183ae0443eb322bed71e0483b733bcab,,,"Star Wars Clone",@,,"Copyright Public Domain",19xx,"Dondzila, John",@,,,,,,,,,,,,
@,,67f8513958c04e936b135740ed4ec6e6fa1763d5,,,"Clean Sweep",@,,,1982,GCE,@,,,,,,,,,,,,
@,,68e3121eda4ebbb82f7ebfa4ee82ecefdd8216bc,,,"ROM Music",@,,"Copyright Public Domain",2000,"Parssinen, Manu",@,,,,,,,,,,,,
@,,696b1a030c34a2caf1b021bd24407f753db10441,,,"Star Hawk",@,,,1982,GCE,@,b,"b 1",,,,,,,,,,
@,,6a30017534b38399e41b9136736160f3f26af3bb,,,"Vectrex YM-Sound: Bubble Bobble 2best",@,,"Copyright Public Domain",1998,"Salomon, Christopher",@,,,,,,,,,,,,
@,,6af97a4453f23cdbfbb9c298f0b4d5e8c3fd04a9,,,Arsek,@,,"Copyright Public Domain",2000,Marq,@,,,,,,,,,,,,
@,,6c60f4e2dbf962f71ec01f79e09295bcfa0273a0,,,"Star Castle",@,,,1983,GCE,@,b,"b 1",,,,,,,,,,
@,,6ce0dd588c93ba50a6f81f60180f2a4a8002830d,,,"Patriots Remix",@,,"Copyright Public Domain",1996,"Dondzila, John",@,,,,,,,,,,,,
@,,6e715c85a82d9fb37ba4ced33264bf84c2e36c57,,,"Vexperience & Battle Earth Terror Hazard & Vecsports Boxing",@,,"Copyright Public Domain",2000,"Parssinen, Manu",@,,,,,,,,,,,,
@,,71946be47debae89ad191ac382c2015d6a862072,,,Animaction,@,,,1983,GCE,@,,[lightpen],,,,,,,,,,
@,,723aa7e0d0f301e899d6d5d44d2faca47d2ae42a,,,"Spike Hoppin'",@,,"Copyright Public Domain",1998,"Dondzila, John",@,b,"b 2",,,,,,,,,,
@,,745ddbdc285f1da4f7c3eb5e44fe252d503c7a15,,,Wormhole,@,,"Copyright Public Domain",2001,"Dondzila, John",@,,,,,,,,,,,,
@,,74d65dc5a48cda013428d8cc66dd20bb901a90f8,,,"Alpha Test",@,,"Copyright Public Domain",2001,@,@,,,,,,,,,,,,
@,,75b70b679ac65d297dc9520a3fef08cabf8bc526,,,"Mine Storm",@,,,1982,GCE,@,b,"b 1",,,,,,,RLB,,,
@,,75f91fd2c1ef43dcc8f215da3bb992fe8c21f48b,,,"Dark Tower",@,,"Language proto",1983,GCE,@,b,"b 1; [Req 32k]",,,,,,,,,,
@,,760a09aea9461ec8aebbe9a00a2dd17314d2ac03,,,"Lines + Digitized Sounds",@,,"Copyright Public Domain",1998,@,@,,,,,,,,,,,,
@,,76325ce2d696ddbfdef7c9ff32e0b4e3d351e1e6,,,"4-D Rotating Cube",@,,"Copyright Public Domain",19xx,@,@,,,,,,,,,,,,
@,,775d6e5fd438246a256f27a2a5145368ec7d2cbe,,,"Spike Hoppin'",@,,"Copyright Public Domain",1998,"Dondzila, John",@,,,,,,,,,,,,
@,,785970293348996a1803a8d5083f81a0f9be14b9,,,Vectopia,@,,"Copyright Public Domain",2001,"Dondzila, John",@,,,,,,,,,,,,
@,,78e5629348d2731d76e2614432748c6e19105d60,,,"Solar Quest",@,,,1982,@,@,,"[spinner controller]",,,,,,,1,,,
@,,7901a6e6dba40f3a21bf17f313d27713726891c4,,,Scramble,@,,,1982,GCE,@,b,"b 1",,,,,,,,,,
@,,7903dd5df2c7c7df1cd79abf359e21bf771c9979,,,"Dual Vectrex Test #1",@,,"Copyright Public Domain",1983,@,@,b,"b 1",,,,,,,,,,
@,,7956e64746aaca7337a1cb30663dd19be18a972e,,,"Pokemon Demo 4: Psyduck's Eyes",@,,"Copyright Public Domain",2000,"Parssinen, Manu",@,,,,,,,,,,,,
@,,7a0e691d49ab56dc7e67d5b093061040e51e5026,,,"VecSports Kingpin Bowling",@,,"v 0.2; Copyright Public Domain",2002,"Parssinen, Manu",@,,,,,,,,,,,,
@,,7ba5a345e6882003c1cc7c5162dc5d162c3b165c,,,Bedlam,@,,,1983,GCE,@,,"[spinner controller]",,,,,,,1,,,
@,,7bd5c296866a3a7136a990e11f3126d19041b3ce,,,V-Frogger,@,,"Copyright Public Domain",1998,"Salomon, Christopher",@,a,"a 1",,,,,,,,,,
@,,7c0752c24b3645b716337b57fe6f4bc4064e9eb0,,,"Moon Lander",@,,"Demo 1; Copyright Public Domain",1997,"Clay Cowgill",@,a,"a 1",,,,,,,,,,
@,,7c3325aa994d8336f7daec1780f7218345c1ee0c,,,Etch-a-Sketch,@,,"Copyright Public Domain",1985,"Woolsey, Jeff",@,b,"b 1; [lightpen]",,,,,,,,,,
@,,7ce85db8dd32687ad7629631ae113820371faf7c,,,"Spectrum I+",@,,"Language proto",198x,RA+A,@,,,,,,,,,,,,
@,,7db46b4db8124c18646c77380a3f10cae9686bdf,,,"Vaboom! + Vectrace",@,,"Copyright Public Domain",2000/07,"Habot, Ronen",@,,[vetrace],,,,,,,,,,
@,,7df3c0dee62647cc46683ecf008860d1b1863d1d,,,"Dual Vectrex Test #2",@,,"Copyright Public Domain",1983,@,@,b,"b 1",,,,,,,,,,
@,,7f014697309efca22f310448acb02c8e5da89c6a,,,V-Frogger,@,,"Copyright Public Domain",1998,"Salomon, Christopher",@,,,,,,,,,,,,
@,,7fc188e68782aad9ccad9d99bc21fdc8c1934904,,,Abyss,@,,"Copyright Public Domain; (preview)",1999,@,@,,,,,,,,,,,,
@,,7fdacd5e2181b1b2150e74d3a66631dcbaa3abb6,,,"Vecsports Boxing",@,,"Demo 1; Copyright Public Domain",2000,"Parssinen, Manu",@,,,,,,,,,,,,
@,,7fde2967b0a373a1a18462b7416811d127502c15,,,"Nebula Commander",@,,"Copyright Public Domain",2005,"Aker, Craig",@,,,,,,,,,,,,
@,,806e654d7e9d05c95ecc4551cb19e9e65ef7d680,,,"Song E",@,,"Copyright Public Domain",19xx,@,@,,,,,,,,,,,,
@,,80cf22643f6e4c5e3d9dc725ecd70d8dc7c283d9,,,"Labyrinth Rev 4: Vector Rouge",@,,"Copyright Public Domain",1998,"Salomon, Christopher",@,,,,,,,,,,,,
@,,83a6269a9275d8ce48c58b5560fb2d7324eaeea0,,,"Vector Vaders",@,,"Copyright Public Domain",1996,"Dondzila, John",@,,,,,,,,,,,,
@,,83f2a693fad4f983abf13844680b4112f46742fd,,,"Text Demo",@,,"Copyright Public Domain",2001,@,@,,,,,,,,,,,,
@,,8454d472435e7a6a4ca5fe129162480ca6e84b87,,,"Pole Position",@,,,1983,GCE,@,b,"b 2",,,,,,,,,,
@,,85588ca116fe3695f19e1d06dd0853220a5b2f39,,,"All Good Things",@,,"Copyright Public Domain",1996,"Dondzila, John",@,,,,,,,,,,,,
@,,87248dcd3db51c1ebf3f8e07e21ec021eec0b9be,,,"Polar Rescue",@,,,1983,GCE,@,,,,,,,,,,,,
@,,876dac1a2a8d1e1bd0d0b1d3df08a06bf4dcd6ea,,,"We Wish You a Merry Christmas -",@,,"Copyright Public Domain",1985,"Woolsey, Jeff",@,,,,,,,,,,,,
@,,879278a9c5c9666369f4db58881c021c44e93599,,,"Vectrex Demo 2",@,,"Copyright Public Domain",2000,"Parssinen, Manu",@,,,,,,,,,,,,
@,,88031823ed2af95e8a7a6239cd83b158f9b7c16a,,,Berzerk,@,,"Language proto",1982,GCE,@,o,"o 1",1,,,,,,,,,
@,,8852a57a4df16ca128fdf668a7cd1b6d4e1b6b55,,,"Pokemon Demo 3",@,,"Copyright Public Domain",2000,"Parssinen, Manu - Marq",@,,,,,,,,,,,,
