"Group","SHA1","ID","Folder","FileName","Title","TransliteratedName","SortTitle","Version","Year","Publisher","Zone","DumpStatus","DumpInfo","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack"
@,,014a2d076ab891e4f8fc6affaa5cbf95fbbef52f,,,"Darwin 4078",@,,,1988,"Hudson Soft",jp,a,"a 2",,,,,,,,,,
@,,015a662b035933c141256c78fe276fc7d98cdd1d,,,"The Treasure of Usas",@,"Treasure of Usas, The",,1987,Konami,jp,,,,,,,,,,,,
@,,0167abe397f8251c20ff9cd17b12ad653faf3ccd,,,"Dragon Eyes",@,,"(Disk 4 of 4)",1991,"Technopolis Soft",jp,,,,,,,,,,,,
@,,01854ee30c6675ea1fb708d3dfa76ce175596d3c,,,"Babel: The New Megablocks",@,,,1994,Cabinet,@,,,,,,,,,,,,
@,,0187226d77fc36fe219e9f10388c114366ac6ff1,,,"Record of Lodoss War",@,,"(Disk 3 of 5); (Game Disk 2)",1989,"Humming Bird Soft",jp,,,,,,,,,,,,
@,,019a8122f6c805f575a03a6571ddc1a282c8f3bb,,,Psy-O-Blade,@,,"(Disk 3 of 3)",1988,"T&E Soft",jp,a,"a 2",,,,,,,,,,
@,,01a183f24a9d82ee70cb0e6065a2f77c2ec76bf3,,,"Games Collection, The: CD Version: 04: 747 400b Flight Simulator",@,,,1988,Eurosoft,nl,,[Martos],,,,,,,,,,
@,,01f317f14363b42537f743f2f48fad8d97b5dc5b,,,Hydlide,@,,,1985,"T&E Soft",jp,a,"a 1",,,,,,,,,,
@,,022a53d79bb72c736a5fdad6d82434a98f33e6e7,,,"Blade Lords",@,,,1994,Parallax,nl,,,,,,,,,,,,
@,,024b0197b7ba75c231fd739e021d4bd26b0d4a5b,,,"The Fighting Wolf AT",@,"Fighting Wolf AT, The",,1990,"Technopolis Soft",jp,a,"a 1",,,,,,,,,,
@,,0252990148465bca949e3c9fc277191dc052fcbd,,,"For the Day II",@,,"(Disk 1 of 3)",1990,"Mirinae Soft",kr,a,"a 1",,,,,,,,,,
@,,02644c62c2a49c44fae3466a5ad2ad0575def6b4,,,"Lenam: Sword of Legend",@,,"(Disk 4 of 4)",1989,Hertz,jp,,,,,,,,,,,,
@,,0268899c2cc1083fb49b71e6f6ff5a0a44959b0a,,,"Burai II",@,,"(Disk 7 of 9)",1992,"Brother Industries",jp,,,,,,,,,,,,
@,,0274dd9b5096065a7f4ed019101124c9bd1d56b8,,,"MSX-DOS v2.2 ACVS-CIEL: Memory Based",@,,,1984,Microsoft,us,,[NOVACIEL.ROM],,,,,,,,,,
@,,028eb2de64ee129f9403d114b3059e8b62fef6c2,,,"Dragon Quest II",@,,,1988,Enix,jp,,,,,,,,,,,,
@,,02a9ea0c5e432af760860c0c37e6e2e3676bbbc1,,,"Arsene Lupin 3rd 2: Babiron no Ougon Densetsu",@,,,1988,Toho,jp,a,"a 1",,1,,,,,,,,
@,,02af3d2910a397196e8950c6d1a978328d78d2e4,,,Schwarzschild,@,,"(Disk 2 of 2)",1989,Kogado,jp,,,,,,,,,,,,
@,,02b1c9386d811ca899e3233871f6b86192e5ad52,,,"Ancient Ys Vanished II: The Final Chapter",@,,"(Disk 1 of 2); (Game Disk)",1988,Falcom,jp,b,"b 1",,,,,,,,,,
@,,02b7fc6803e72a4a8c8b2ed50c633a9956bca622,,,"Lulba 3",@,,,1989,Compile,jp,a,"a 1",,,,,,,,,,
@,,02c3ec94190c6fce6fa4984d92be48b2697e7706,,,Relics,@,,,1986,Bothtec,jp,,,,,,,,,,,,
@,,02cfc41132d518e2b9fc632ec6ad00656bd9ec92,,,"Ganbare Goemon. Samurai",@,,,1987,Konami,jp,a,"a 1; [RC-748]",,,,,,,,,,
@,,02f520f8a7beeadf90ca0c087b1371f3b16dc3cd,,,"Disc Station: Issue 11",@,,"(Disk 2 of 2)",1990,Compile,jp,,,,,,,,,,,,
@,,030361f54ffb3c314bff1e45bac72a262165127d,,,"Tengu Story",@,,"(Disk 1 of 3)",1989,"Alice Soft",jp,,,,,,,,,,,,
@,,0309ee780bcccd1de8af4f8a9472afbba6db1920,,,"Disc Station: Issue 17",@,,"(Disk 1 of 2)",1990,Compile,jp,,,,,,,,,,,,
@,,0316f657fc805a9fcbe3c67fe54a66cceb9c4a25,,,"Laplace's Evil Spirit",@,,,1989,"Humming Bird Soft",jp,,,,,,,,,,,,
@,,031a1cd08b24a8cbedf558b3e25a2e3ec79233a3,,,"Urotsuki Doji",@,,"(Disk 1 of 4)",1990,Fairytale,jp,,,,,,,,,,,,
@,,031cdb68bd9e240255dc7f373eabe5c2497f3024,,,"Super Deform Snatcher",@,,"(Disk 1 of 3)",1990,Konami,jp,b,"b 1; [SCC+]",,,,,,,,,,
@,,0335f305d6622426e5da70c9ab8d575d7578401c,,,Snatcher,@,,"(Disk 2 of 3)",1988,Konami,jp,,[SCC+],,,,,,,,,,
@,,03b830b2c6ad8c098779a3eeb6e5235da1d16b38,,,"XZR II",@,,"(Disk 2 of 2)",1988,"Telenet Japan",jp,a,"a 1",,,,,,,,,,
@,,03b9e00e754c49420050558349aa9cc1eecf902c,,,"1789: La Revolution",@,,"(Disk 2 of 3); (Images 1 Disk)",19xx,"Legend Software",fr,a,"a 1",,,,,,,,,,
@,,03bf6d2ac86f5c9ab618e155442787c700f99fed,,,"MSX2 Sub Russian",@,,,19xx,@,@,,[MSX2SUB.ROM],,,,,,,,,,
@,,0443cfe831aed62591c1acba3d1be9b6581b293a,,,"Rune Worth: The Young Noble of a Wire-Puller",@,,"(Disk 3 of 4); (Game Disk B)",1990,"T&E Soft",jp,a,"a 1",,,,,,,,,,
@,,044fe8e4577993da6bc7969ac26840f6c6ca58ac,,,"Fray: In Magical Adventure",@,,"(Disk 4 of 4); (Game Disk 1)",1990,"Micro Cabin",@,,,,,"it MSX Club",,,,,,,
@,,0452f91a62293fb8968d500fc18bd251ecbc03d7,,,"Games Collection, The: CD Version: 13: Playhouse Strippoker",@,,,1988,Eurosoft,@,,[Martos],,,,,,,,,,
@,,04a564958ea71653f87a8aa51b84aa567c73a8bd,,,"Tsururin Kun. Rice Eating 2. Egg Stealing",@,,,1989,Konami,jp,a,"a 1; [SCC+]",,,,,,,,,,
@,,04aa8d26e07aafc0a9a7b63cdc54284a82ab71cd,,,"Disc Station: Issue 00",@,,,1988,Compile,jp,,,,,,,,,,,,
@,,04d317634ddefa5b4381cf6f7063d24a4fb503bc,,,"Peach Up: Issue 04",@,,"(Disk 1 of 2)",1990,"Momonoki House",jp,a,"a 1",,,,,,,,,,
@,,04d5fe290880982c01974a302d33e2cfccc5f946,,,"Arcusyu. Arcus Arch",@,,,1989,Wolfteam,jp,a,"a 1",,,,,,,,,,
@,,04e2f09270d19f6205729aa0ecabcd1b083546a5,,,"The Games Collection",@,"Games Collection, The","(Disk 2 of 4)",1988,Eurosoft,nl,,,,,,,,,,,,
@,,04fd222b7ab34545cf3a293b2479a96622c1f20a,,,"Greatest Driver",@,,"v 2; (Disk 2 of 2)",1988,"T&E Soft",jp,b,"b 2",,,,,,,,,,
@,,051c50b3bfe52f34c0b8a74bc1f38357bee228f0,,,"Final Countdown",@,,,1988,"Methodic Solutions",nl,,,,,,,"Eloy Roman",,,,,
@,,05280f0a26ac5c42ab63b80a487bb909683e7461,,,"Dragon Quest II",@,,,1988,Enix,jp,a,"a 2",,,,,,,,,,
@,,052f1eb3bc2836d9234d08b098cffdde70438c13,,,"Future Disk: Issue 21",@,,,19xx,Stuff,@,,,,,,,,,,,,
@,,053141f0b52e313db8d886b60630096a42db287f,,,Steinzeit,@,,,19xx,"Data Beutner KG",@,,,,,,,,,,,,
@,,05962289bca6c8544d222c3053f5ea6166d04e8e,,,Goody,@,,,1988,"Opera Soft",es,b,"b 1",,,,,,,,,,
@,,05d577c1885b55ece08dae4cbdbefb28c050f6af,,,Butaporc,@,,,1990,"T&E Soft",jp,,,,,,,,,,,,
@,,05da9f314dc26a59ecad8522d03902157962cbf6,,,"Randar III: Adventure of Randar",@,,"(Disk 3 of 5)",1990,Compile,jp,,,,,,,,,,,,
@,,05f95e4cfdabf0e5cf2cf82e81ba20d46c75dfe6,,,"Rance II",@,,"(Disk 4 of 5)",1990,"Alice Soft",jp,,,,,,,,,,,,
@,,06021f97dea88848a8c574b92982d8c9ffe46f97,,,"Ginga Eiyuudensetsu",@,,"(Disk 1 of 2)",1989,Bothtec,jp,a,"a 1",,,,,,,,,,
@,,06042ce12d2b4c16357ea6385335c232698d02d1,,,"Xak III: The Tower of Gazzel",@,,"(Disk 1 of 4); (Opening Disk)",1991,"Micro Cabin",@,,,,,,,,,,,,
@,,06132ead4caadb2395302381bf72c60831500dce,,,"Famicle Parodic",@,,,1988,Bit2,jp,a,"a 2",,,,,,,,,,
@,,062a80cfa28d43273949f2c806a09f92b96ceb54,,,Wellen,@,,,1997,Frieve,@,a,"a 1",,,,,,,,,,
@,,06441755a92ea3fa0fe6a3125f78fe2cbe017bc1,,,"Le Squelette",@,"Squelette, Le",,1987,"Forum Micros",es,a,"a 1",,,,,,,,,,
@,,066fd0e055112954b394424aa1a00716900e6ba8,,,Frantic,@,,,1992,Anma,nl,,,,,,,,,,,,
@,,0672960cf6aee6d7034d3d4e2e5dca81b936f255,,,"Euro Link: Issue 01",@,,,19xx,MSX-Men,es,,,,,,,,,,,,
@,,067f2a0b1a6fb01a49644c51800ac27a4e6be166,,,"MSX2 Painter",@,,"(Disk 1 of 4)",19xx,@,@,,"[0]; [R83-0000.MS2]",,,,,,,,,,
@,,06a0500ff32884a206dbae15d48c6a4236796751,,,"Maison Ikkoku",@,,,1987,"Micro Cabin",jp,b,"b 1",,,,,,,,,,
@,,06a250229e98a9467506f0ebb7de63d6ebb382e8,,,"Kohakuiro no Yuigon. Amber's Will",@,,"(Disk 3 of 3)",1988,"Riverhill Soft",jp,a,"a 1",,,,,,,,,,
@,,06c3796c61c2aecf2ac793e22dd66dd6a8f7d174,,,"Star Sand Story",@,,"(Disk 3 of 6)",1990,D.O.,jp,,,,,,,,,,,,
@,,06c527db4fbe929b4da005e7463078c05944f477,,,"Zukkoke Yajikita Onmitsudoutyuu",@,,,1987,"HAL Laboratory",jp,a,"a 1",,,,,,,,,,
@,,06c746d72f517f83755c7aa10471e76c689fd2db,,,"Shin Ku Gyoku Den. New Legendly Nine Gems",@,,"(Disk 2 of 2)",1988,"Tecno Soft",jp,,,,,,,,,,,,
@,,06d1a26d1424569966575a54268ad8c8e7ba1fe1,,,"Nukenin Densetsu. The Caller from Darkness",@,,"(Disk 3 of 4)",1988,"Brain Grey",jp,a,"a 1",,,,,,,,,,
@,,06dac1960baba43b225bb53d819c0830d5bea30e,,,"Tashiro Masashi no Princess ga Ippai. What Many Princess",@,,,1989,Sony,jp,a,"a 4",,,,,,,,,,
@,,06f80ac0f8317e4392052dfa89a13ef32b22dbd7,,,"Arsene Lupin 3rd: Cariostoro no Siro",@,,,1987,Toho,jp,,,,,,,,,,,,
@,,06fb8b9a0304037ae0e4196ca88cddf5affd4c5f,,,"Panasonic FS-PW1 MSX Word Processor",@,,,1987,"Matsushita Electric Industrial",jp,b,"b 1",,,,,,,,,,
@,,071e119c048c4322be437d7d1729b3df5b5a9e0e,,,"Dragon Slayer 6: The Legend of Heroes",@,,"(Disk 5 of 5); (User Disk)",1990,Falcom,@,,,,,,,,,,,,
@,,073b5d621403d4da92ba37c758d87e6e8248bfbf,,,Infinity,@,,,1991,"MSX Club Magazine",@,,,,,,,,,,,,
@,,073e5fa25bbf9bf89e6f3f59bde7d86b826b2d97,,,Casablanca,@,,"(Disk 1 of 2)",1988,"Thinking Rabbit",jp,,,,,,,,,,,,
@,,074c04ca2adadf539b5ddde0fb6be278d059b138,,,"L' Affaire",@,"Affaire, L'","Language es",1986,Infogrames,fr,,,,,,,,,,,,
@,,075b55bf6e2ef17f0c288298ebdd09af92750c23,,,"CAL 2",@,,"(Disk 1 of 5)",1992,"Birdy Soft",jp,,,,,,,,,,,,
@,,0768f7b618cc93376f3d64d5ccb9b959232d699d,,,"Quiz! Atatchatte 25%: Additional Questions",@,,,1996,Gigamix,jp,,,,,,,,,,,,
@,,07793d57b00ad8927a3c1f0b1ed61c606441dbbb,,,"American Soccer",@,,,1987,Nidecom,jp,a,"a 1",,,,,,,,,,
@,,0779c6d1d386c227f10a00644c11fb4a80210189,,,"What's Michael",@,,"(Disk 1 of 2)",1989,"Micro Cabin",jp,b,"b 1",,,,,,,,,,
@,,07883e4a742654091668827725c8294232813876,,,"Joker II",@,,"(Disk 4 of 4)",1989,"Birdy Soft",jp,,,,,,,,,,,,
@,,078ed4997c220f8b7a749067303058e1f75ce1b5,,,"Toushin Doshi. Toshin City",@,,"(Disk 8 of 8)",1990,"Alice Soft",jp,,,,,,,,,,,,
@,,07a7a60715dcfa4c456cfed010aaac2e3dae78f2,,,"Master of Monsters",@,,"(Disk 2 of 2)",1988,"System Soft",jp,a,"a 1",,,,,,,,,,
@,,07a909606e12695f9f9112426c086c7f444347c4,,,"SCC MUSIXX Music Loader",@,,"v 1.02b; Language pre,release",1991,Gamesoft,@,a,"a 1; [SCC]",,,,,,,,,,
@,,07ab56e066adc9d1ab3e49659a391976190328b3,,,"Scramble Formation",@,,,1987,Taito,jp,b,"b 2",,,,,,,,,,
@,,07f0a7444e4b3edf03f5c6ab103b9959011b61c8,,,"Lipstick Adventure",@,,"(Disk 3 of 3)",1989,Fairytale,jp,,,,,,,,,,,,
@,,0816c84bf4c1931bd9f800db09e8e0e3bf3f39a1,,,"AshGuine 3",@,,,1987,Panasoft,jp,a,"a 1",,,,,,,,,,
@,,0827d515a6931197ca13bfd051c7c67adc76ed0f,,,"Ancient Ys Vanished III: Wanderers from Ys",@,,"(Disk 4 of 5); (Data Disk 3)",1989,Falcom,jp,a,"a 1",,,,,,,,,,
@,,0838b7c620337a9fc528d4b91e2f98d937f89379,,,"Timer Ball",@,,,1990,Ascat,@,,,,,,,,,,,,
@,,084c5728476376570872a52af200bcc59b542494,,,"Disc Station: Issue 03",@,,"(Disk 2 of 2)",1989,Compile,jp,,,,,,,,,,,,
@,,084db70be797971b93afb1c54fb7efa0875533f0,,,Colums,@,,,1995,@,@,,,,,,,,,,,,
@,,086020c08d6524613ac18b8489e62431f7291679,,,"Super Pink Sox: Issue 02",@,,"(Disk 2 of 3)",1990,"Wendy Magazine",jp,,,,,,,,,,,,
@,,0884659dbe6f658864eed133b58517db3ed72a4f,,,"Greatest Driver",@,,"v 2; (Disk 1 of 2)",1988,"T&E Soft",jp,b,"b 2",,,,,,,,,,
@,,08d59aa5a950e1ddd7aedd789d632def2c05c79e,,,"Aleste 2",@,,"(Disk 1 of 3)",1989,Compile,jp,a,"a 1",,,,,,,,,,
@,,08e0c18d9b4392dcda6439122a7e28e6065276c8,,,"Disc Station: Issue 05",@,,"(Disk 2 of 2)",1989,Compile,jp,,,,,,,,,,,,
@,,08fff5e3be3115c03fb9d0159d1cfc0bd4ed5dd0,,,Amazonas,@,,"(Disk 3 of 3)",1987,Idealogic,es,,,,,,,,,,,,
@,,094147522bcc1475783d10d35360784c221acaf7,,,"Gaudi: The Wind of Barcelona",@,,"(Disk 2 of 4)",1992,Wolfteam,jp,a,"a 2",,,,,,,,,,
@,,094d11ebf8a20b6bfc07902c7f136bdd18b1e7ca,,,"Zukkoke Yajikita Onmitsudoutyuu",@,,,1987,"HAL Laboratory",jp,,,,,,,,,,,,
@,,095e74cdca3ab10053d652f33d17da432cc487c0,,,"Disc Station: Issue 20",@,,"(Disk 2 of 3)",1990,Compile,jp,,,,,,,,,,,,
@,,09653fc39e7e42d0d05de2b92987f0fcfa3cf0b0,,,"Sangokushi 2. Romance of Three Kingdoms 2",@,,"(Disk 2 of 3)",1990,Koei,jp,,,,,,,,,,,,
@,,097d486b92a09c6a7eb7998f44ac581a48da1101,,,"Hydlide III: The Space Memories",@,,,1987,"T&E Soft",jp,a,"a 1",,,,,,,,,,
@,,098678d3a609568f726e3fddea1778a99ee07290,,,"Fony's Demo Disk 2",@,,"Language pre,release",1992,Fony,nl,,,,,,,,,,,,
@,,09871508c6bc745ff5dc192ca29622da9823b3b9,,,Undeadline,@,,,1989,"T&E Soft",jp,b,"b 1",,,,,,,,,,
@,,0989203651b20cc547335733412fd723476329d6,,,"Disc Station: Issue 20",@,,"(Disk 1 of 3)",1990,Compile,jp,,,,,,,,,,,,
@,,09ac68df4ada7ca2ca67e9f1c9566d0941b905ce,,,"Games Collection, The: Astro Blaster",@,,"(Tape 1 Side A)",1988,Eurosoft,nl,,[RUN'CAS-'],,,,,,,,,,
@,,09d002c3647d8aa279ea40f8f3a120d2161419d6,,,"Lilo: La Conquista de la Fama",@,,"(Disk 2 of 2)",1993,"Kai Magazine",es,,,,,,,,,,,,
@,,09d3368bc86b43a5bbe67d53991047baec6d1387,,,"Toushin Doshi. Toshin City",@,,"(Disk 1 of 8)",1990,"Alice Soft",jp,a,"a 1",,,,,,,,,,
@,,09e4b2082d3b0b6309d5985776732fd533261f66,,,"Disc Station: Issue 17",@,,"(Disk 2 of 2)",1990,Compile,jp,,,,,,,,,,,,
@,,09e533340b10c501df6d41d15fe2072503b4f602,,,"For The Day II",@,,"(Disk 2 of 3)",1990,"Mirinae Soft",kr,,,,,,,,,,,,
@,,09f687122a37185a3b92ba75bfd7c7a1ff659479,,,"Xak II: The Rising of the Red Moon",@,,"(Disk 4 of 6); (Game Disk 3)",1990,"Micro Cabin",jp,a,"a 3",,,,,,,,,,
@,,0a0203d69b68e1c636fdb78934ae7fb5b4d88179,,,"Tsururin Kun. Rice Eating 2. Egg Stealing",@,,,1989,Konami,jp,,[SCC+],,,,,,,,,,
@,,0a39471154870b92e5b083b8db1a57c33a5aad2a,,,"L' Empereur",@,"Empereur, L'","(Disk 1 of 2)",1990,Koei,jp,,,,,,,,,,,,
@,,0a89db4ce5faca0a073dccbde21cc60642bb0e0c,,,"Princess Maker",@,,"v 2; (Disk 5 of 7)",1992,"Micro Cabin",jp,,,,,,,,,,,,
@,,0a971847402f4f1aea3292282c9613f222212259,,,"Sunrise Disk: Issue 14",@,,,19xx,Sunrise,nl,,,,,,,,,,,,
@,,0a9bcdb0c3d45c64eeb5b5581d1c1bc2ff7d9f32,,,"The Chess Game 2",@,"Chess Game 2, The",,1986,Eaglesoft,nl,a,"a 1",,,,,,,,,,
@,,0aa42bc276381014db20f501a7c3d23d0436d58f,,,"Tetris Master: Operation Maison Ikkoku",@,,,1989,"Final Star",jp,,,,,,,,,,,,
@,,0ab40db88c8fc6ad6f49ae26ce041c5df858a007,,,"Patagoras Software educativo: Los Gases",@,,,1986,Philips,es,a,"a 1",,,,,,,,,,
@,,0b4149670e6b062a6127147caea857e01ed7e03f,,,"Joker II",@,,"(Disk 4 of 4)",1989,"Birdy Soft",jp,b,"b 1",,,,,,,,,,
@,,0b4ffbeb2ba3fe1598dfcad4c7ea9b9681d6646a,,,"Disc Station: Issue 30",@,,"(Disk 2 of 2)",1991,Compile,jp,,,,,,,,,,,,
@,,0baf7088ae9100690323643c7a201267fad28d80,,,"Yakyuudo II",@,,"(Disk 1 of 4)",1990,"Nihon Create",jp,,,,,,,,,,,,
@,,0bd833620fbd537d5be80992a1f80383c479283a,,,"Topografie Europa",@,,,1986,Philips,nl,a,"a 1",,,,,,,,,,
@,,0bf5559372b3d2b34025c55bb297f6fbe1646426,,,"Zombie Hunter",@,,,1988,"Hi-Score Software",jp,,,,,,,,,,,,
@,,0c0086541895f592efde525abc52e6b832551c06,,,"Super Deform Snatcher",@,,"(Save Disk)",1990,Konami,@,,,,,,,,,,,,
@,,0c0a774eb38393dfe9c7509fab24ca730df1e379,,,"Dream Program System SG: Set 3",@,,"(Disk 2 of 4)",1990,"Alice Soft",jp,a,"a 2",,,,,,,,,,
@,,0c0cb8df6c5c4b60f9c3086c1af6622e262ca81a,,,"Emerald Dragon",@,,"(Disk 2 of 5); (Visual Disk B)",1990,Glodia,jp,a,"a 1",,,,,,,,,,
@,,0c13d11e6b7fcba0ad4f45350833a0e029cafb82,,,"Games Collection, The: CD Version: 32: Scentipede",@,,,1988,Eurosoft,@,,[Martos],,,,,,,,,,
@,,0c3b910389b07ffd60eeeb544fd13960ec623a69,,,"Can Can Bunny",@,,"(Disk 3 of 3)",1990,"Cocktail Soft",jp,,,,,,,,,,,,
@,,0c47fbe27ae1adc7922e2b614fcddbb7e85701c1,,,Genchouhishi,@,,"(Disk 2 of 2)",1992,Koei,jp,b,"b 2",,,,,,,,,,
@,,0c62591033aa4e5e6b9eeb21eb2e5e60dcd8ee8e,,,Quarth,@,,,1990,Konami,jp,,[RC-769],,,,,,,,,,
@,,0c88ef9156994b620ad314af6de3aed2bc9d8f64,,,"Delta Force",@,,,1990,"MSX Club Magazine",nl,,,,,,,,,,,,
@,,0ca9d6fab32db8d474b45dbe81b18e96ebbcbca9,,,"The Tower of Cabin",@,"Tower of Cabin, The","(Disk 3 of 3)",1992,"Micro Cabin",jp,a,"a 1",,,,,,,,,,
@,,0cb56db5cbdc44a08ac017ca2902fc68af2ef1d5,,,"Koji Tanigawa's Shougi Shinan II",@,,,1988,"Pony Canyon",jp,a,"a 1",,,,,,,,,,
@,,0cbb87fe43047f78502a7a8906a2f57e00f4288e,,,Aleste,@,,,1988,Compile,jp,a,"a 1",,,,,,,,,,
@,,0cc638700ecca96b092e8d226952c700c26d3201,,,"CAL 1",@,,"(Disk 3 of 3)",1991,"Birdy Soft",jp,,,,,,,,,,,,
@,,0cc6c30c6918fcf780e57d40f58a4cf2a82225cd,,,"Inindo Datou Nobunaga. Way of the Ninja",@,,,1991,Koei,jp,,,,,,,,,,,,
@,,0d0513cd17cc523a1c1aa720bba16d3364a4978d,,,"American Success",@,,"(Disk 1 of 2); (Game Disk)",1989,"Winky Soft",jp,,,,,,,,,,,,
@,,0d10ecf3546d3c4df39754f142410303f991367a,,,"Deep Forest",@,,,1987,Xain,jp,a,"a 1",,,,,,,,,,
@,,0d1be271d81386d24d89859d70bf9804b3f8fd05,,,"Burai II",@,,"(Disk 8 of 9)",1992,"Brother Industries",jp,,,,,,,,,,,,
@,,0d4c4d93d4b7723afc69b334b5f991a426fc91e2,,,"Mighty Battle Skin Panic",@,,"(Disk 2 of 4)",1993,Gainax,jp,,,,,,,,,,,,
@,,0d51450231735c031d97c61e8448bcbd88b345bd,,,Takoika,@,,,19xx,@,@,,,,,,,,,,,,
@,,0d65385b3fac3487fe70019465729fa4b7fa734e,,,Jesus,@,,"(Disk 1 of 3)",1987,Enix,jp,b,"b 1",,,,,,,,,,
@,,0d65a7e5d90c4c43d3588ef27402809c8370b28d,,,"Cita con Rama",@,,"(Disk 1 of 2)",1986,Idealogic,es,b,"b 2",,,,,,,,,,
@,,0d7ab12b042a65d08740c12b62adf06557346fb7,,,Breaker,@,,"(Disk 1 of 2)",1989,Jast,jp,,,,,,,,,,,,
@,,0d8baa72c8dc971d4a01dcfab39e3ba917928768,,,"Driver Loader",@,,"v 1.00",1994,"Erix Maas",@,a,"a 1",,,,,,,,,,
@,,0d9597939785ae43c9119792954dea52a16de719,,,"Xak III: The Tower of Gazzel",@,,"(Disk 1 of 4); (Opening Disk)",1991,"Micro Cabin",jp,a,"a 1",,,,,,,,,,
@,,0db0b978a4565d99232db934d2efc0c825f5c99a,,,"Dragon City X",@,,"(Disk 1 of 4)",1991,Fairytale,jp,,,,,,,,,,,,
@,,0dcb0bbde56f30c27e1e2aeef808bc6d9ff35dc6,,,"CD-Player for MegaSCSI & Sunrise ATA-IDE",@,,"v 1.1",2000,"Sergio Guerrero",@,,"[needs MSX-DOS]",,,,,,,,,,
@,,0dddcc0c100322559d81729a5c4ba1a5e93496c6,,,X-Na,@,,"(Disk 5 of 5)",1991,Fairytale,jp,,,,,,,,,,,,
@,,0de3c802057560560a03d7965fcc4cff69f8575c,,,"Sony HB-F9P MSX BIOS + BASIC",@,,"v 2.0",1986,Sony,jp,,[MSX2.ROM],,,,,,,,,,
